Time,Data_Filt_E0,Data_Filt_E1,Data_Filt_E6,Data_Filt_CD,On-set
0.0,4.592087868938278e-07,3.3802824433103805e-07,2.961659662199176e-07,2.3841460167944505e-05,0.0
0.001,4.5889776283172266e-07,3.374300679646599e-07,2.977175826832272e-07,2.358786131626303e-05,0.0
0.002,4.586725540302178e-07,3.370151853481496e-07,2.992325424473229e-07,2.3330545727773703e-05,0.0
0.003,4.585410197306719e-07,3.3677393796591546e-07,3.007074770193506e-07,2.3073509007668413e-05,0.0
0.004,4.585209458362182e-07,3.366946506444752e-07,3.02141406454731e-07,2.282073989227392e-05,0.0
0.005,4.586346421595888e-07,3.367636408806648e-07,3.035331373513233e-07,2.2576017877954185e-05,0.0
0.006,4.5890206901386e-07,3.369652663863631e-07,3.048810870650944e-07,2.2342752483285488e-05,0.0
0.007,4.5933781211546085e-07,3.372830163660471e-07,3.061841465156728e-07,2.212385512697452e-05,0.0
0.008,4.59950317143751e-07,3.377005910866195e-07,3.0744181049824204e-07,2.1921647962254774e-05,0.0
0.009000000000000001,4.607417010316535e-07,3.382023671390468e-07,3.086531164986564e-07,2.173782613279525e-05,0.0
0.01,4.617099215774514e-07,3.387732301536786e-07,3.098156053732864e-07,2.1573498642558517e-05,0.0
0.011,4.628528580210274e-07,3.393980225744394e-07,3.1092524021225935e-07,2.142931723935872e-05,0.0
0.012,4.64170901368992e-07,3.4006234135748974e-07,3.119770161711895e-07,2.1305643223836167e-05,0.0
0.013000000000000001,4.656676531414351e-07,3.407551672469046e-07,3.129658937886449e-07,2.1202683469973025e-05,0.0
0.014,4.673499930819858e-07,3.414714204501728e-07,3.1388818040159894e-07,2.112057669147816e-05,0.0
0.015,4.692258260684485e-07,3.422136927139714e-07,3.147434137560451e-07,2.1059442848504483e-05,0.0
0.016,4.712992630583351e-07,3.4299273315966295e-07,3.1553547054510245e-07,2.101939925537424e-05,0.0
0.017,4.735692062649652e-07,3.4382571053830773e-07,3.1627352642751896e-07,2.1000572570176874e-05,0.0
0.018000000000000002,4.760366288253015e-07,3.447331325920766e-07,3.169759935477178e-07,2.100317531142328e-05,0.0
0.019,4.787147746969205e-07,3.457353891136044e-07,3.1767462849030255e-07,2.1027618209348988e-05,0.0
0.02,4.816321057351591e-07,3.468493824726332e-07,3.1841286695756405e-07,2.10745196086385e-05,0.0
0.021,4.848278477855507e-07,3.480869909647889e-07,3.192402320222901e-07,2.114458228233785e-05,0.0
0.022,4.883450174801834e-07,3.494550767497429e-07,3.2020651111367577e-07,2.123843276875403e-05,0.0
0.023,4.922228339471783e-07,3.509550966082859e-07,3.2135598899557777e-07,2.1356465791324246e-05,0.0
0.024,4.964908269373297e-07,3.525830805530743e-07,3.227240368846148e-07,2.149869771599179e-05,0.0
0.025,5.01167330062847e-07,3.543310402709925e-07,3.243365051971917e-07,2.16647085261209e-05,0.0
0.026000000000000002,5.062629487817234e-07,3.561895644904219e-07,3.2620925200855773e-07,2.1853737428796865e-05,0.0
0.027,5.117866159154541e-07,3.581506148102841e-07,3.2834808068633695e-07,2.206484304266772e-05,0.0
0.028,5.177492116728256e-07,3.602086413775873e-07,3.307502029818833e-07,2.229700243604104e-05,0.0
0.029,5.241617763395958e-07,3.623604779798597e-07,3.3340716921175095e-07,2.2549126776568905e-05,0.0
0.03,5.310319823513901e-07,3.646047847926474e-07,3.36309073011937e-07,2.282001925238319e-05,0.0
