Time,Data_Filt_E0,Data_Filt_E1,Data_Filt_E6,Data_Filt_CD,On-set
0.0,4.992208997898971e-07,1.216449170421173e-06,4.561406719565246e-07,2.4489483592835693e-05,0.0
0.001,5.003997743798509e-07,1.219622552447436e-06,4.510255782147908e-07,2.438625942926482e-05,0.0
0.002,5.019436352554702e-07,1.222823875922051e-06,4.457748861662296e-07,2.428218826652342e-05,0.0
0.003,5.040145167376638e-07,1.2260107869561945e-06,4.40432409504804e-07,2.417656554828869e-05,0.0
0.004,5.068172935481792e-07,1.22913783667221e-06,4.350454616353589e-07,2.4068714383160284e-05,0.0
0.005,5.105708082147883e-07,1.232155593821849e-06,4.2966308164156753e-07,2.3958017295405352e-05,0.0
0.006,5.154834871219205e-07,1.2350127297674588e-06,4.2433568993550716e-07,2.3843923386488483e-05,0.0
0.007,5.217334831038582e-07,1.2376566328165445e-06,4.191124263371129e-07,2.372594013358707e-05,0.0
0.008,5.294587230143728e-07,1.2400323245984835e-06,4.14037505896685e-07,2.3603646470590287e-05,0.0
0.009000000000000001,5.387574177397002e-07,1.2420849742582649e-06,4.091483284429006e-07,2.3476727784528708e-05,0.0
0.01,5.496908116318646e-07,1.243769580837631e-06,4.044762359678002e-07,2.334497562416661e-05,0.0
0.011,5.622844013017678e-07,1.2450635916757475e-06,4.00047554600532e-07,2.3208253690540284e-05,0.0
0.012,5.765297079873408e-07,1.2459729350542031e-06,3.958834269972589e-07,2.3066468298733236e-05,0.0
0.013000000000000001,5.923869469872432e-07,1.2465270620532597e-06,3.920003230166466e-07,2.291953698879988e-05,0.0
0.014,6.09788124744529e-07,1.2467686941068145e-06,3.884121119490738e-07,2.276735331393244e-05,0.0
0.015,6.286412056421583e-07,1.2467445353839606e-06,3.851328210383194e-07,2.260977276153785e-05,0.0
0.016,6.488374566416663e-07,1.2464992904372948e-06,3.821790950594602e-07,2.2446629510337306e-05,0.0
0.017,6.702769954097599e-07,1.2460774176977884e-06,3.795731567116643e-07,2.227779765712548e-05,0.0
0.018000000000000002,6.92928088479374e-07,1.245535019060918e-06,3.773506338898627e-07,2.210330461156077e-05,0.0
0.019,7.168851464115137e-07,1.2449499914145154e-06,3.755698482548957e-07,2.1923411692269973e-05,0.0
0.02,7.423692857629919e-07,1.244415660282992e-06,3.743106403854193e-07,2.1738583388291225e-05,0.0
0.021,7.696816429353648e-07,1.2440257003960562e-06,3.7366337908315524e-07,2.154941703284012e-05,0.0
0.022,7.991522031674413e-07,1.2438658536422877e-06,3.737193484178793e-07,2.1356630213902382e-05,0.0
0.023,8.310954869649752e-07,1.244010523533484e-06,3.745663462931156e-07,2.1161144134790643e-05,0.0
