Time,Data_Filt_E0,Data_Filt_E1,Data_Filt_E6,Data_Filt_CD,On-set
0.0,3.0178000850302213e-07,3.218262937943569e-07,2.786878437107141e-07,1.6542681331108674e-05,0.0
0.001,3.043753464892272e-07,3.210663602923866e-07,2.802496080753108e-07,1.6994298134014455e-05,0.0
0.002,3.0725920207989017e-07,3.203298984034732e-07,2.817768966721994e-07,1.744629514678197e-05,0.0
0.003,3.104412768906793e-07,3.196186355820284e-07,2.832761600868671e-07,1.789712049191131e-05,0.0
0.004,3.139306704959164e-07,3.1893181160409e-07,2.847566391717045e-07,1.8345224801131653e-05,0.0
0.005,3.177298902685145e-07,3.182670531537289e-07,2.862276076695408e-07,1.878911408156557e-05,0.0
0.006,3.2183384366981124e-07,3.176214914469027e-07,2.8769590027118524e-07,1.922739330401274e-05,0.0
0.007,3.262326512060316e-07,3.1699202048771025e-07,2.891653852633869e-07,1.9658725870782803e-05,0.0
0.008,3.309164404186905e-07,3.1637484646551297e-07,2.906383381151719e-07,2.008174765953692e-05,0.0
0.009000000000000001,3.358769292448753e-07,3.157655518509839e-07,2.92117293110501e-07,2.0495004583614825e-05,0.0
0.01,3.411040422828638e-07,3.151599858996639e-07,2.9360591113138776e-07,2.0896927024958195e-05,0.0
0.011,3.465836015925485e-07,3.145554708622641e-07,2.9510851290248386e-07,2.128583295131897e-05,0.0
0.012,3.522997323062548e-07,3.139519262150532e-07,2.966299026086076e-07,2.1659961570248417e-05,0.0
0.013000000000000001,3.582386811931416e-07,3.133527783444851e-07,2.9817627941076544e-07,2.2017545726604883e-05,0.0
0.014,3.64389142615953e-07,3.127652197950346e-07,2.997552596594745e-07,2.235691448711796e-05,0.0
0.015,3.707384498202024e-07,3.121993019748932e-07,3.013740663756753e-07,2.2676586641105503e-05,0.0
0.016,3.772694664656113e-07,3.1166671803617216e-07,3.0303785246629617e-07,2.2975334313371443e-05,0.0
0.017,3.839615723556557e-07,3.111805507574561e-07,3.047500605540428e-07,2.3252336158732564e-05,0.0
0.018000000000000002,3.9079425064526073e-07,3.107554298462474e-07,3.065158396557992e-07,2.3507565167809095e-05,0.0
0.019,3.9775080454747067e-07,3.104081098220109e-07,3.08346256166357e-07,2.3742165700288137e-05,0.0
0.02,4.048204217198028e-07,3.101599713357493e-07,3.102581735462389e-07,2.395837961591863e-05,0.0
0.021,4.119973125289372e-07,3.100385561602211e-07,3.1226996966584685e-07,2.415906908896768e-05,0.0
0.022,4.1927688046270693e-07,3.100738181739418e-07,3.14397804092932e-07,2.4347211113966067e-05,0.0
0.023,4.266511977211102e-07,3.1029256646847216e-07,3.16655222054132e-07,2.452553102938823e-05,0.0
0.024,4.3410666263262956e-07,3.107161877601025e-07,3.1905507933320295e-07,2.469627821888862e-05,0.0
0.025,4.41623897124603e-07,3.113605647364425e-07,3.2160952401413386e-07,2.486115381746915e-05,0.0
0.026000000000000002,4.491787499151274e-07,3.122361815759836e-07,3.243272929128986e-07,2.502137304952553e-05,0.0
