Time,Data_Filt_E0,Data_Filt_E1,Data_Filt_E6,Data_Filt_CD,On-set
0.0,6.940309771848748e-07,3.919871627204371e-07,4.5909668293465793e-07,3.2107812024827305e-05,0.0
0.001,6.956721789243296e-07,3.9085139730488434e-07,4.5446182545413773e-07,3.2047160372610435e-05,0.0
0.002,6.978059955631123e-07,3.899382139245341e-07,4.496645652105958e-07,3.197617343733662e-05,0.0
0.003,7.004792008097734e-07,3.8924311035988674e-07,4.447218412199041e-07,3.189864276471224e-05,0.0
0.004,7.037374714202961e-07,3.887619940671745e-07,4.39648179551981e-07,3.181933161123599e-05,0.0
0.005,7.076238874123093e-07,3.8849395766313846e-07,4.344564916528038e-07,3.174338845885852e-05,0.0
0.006,7.121759972955184e-07,3.88442825977786e-07,4.2915875516858205e-07,3.167595907715237e-05,0.0
0.007,7.174219470403032e-07,3.886173922693178e-07,4.2376671062133124e-07,3.1621979872105426e-05,0.0
0.008,7.233766678582364e-07,3.890296438742996e-07,4.18292439446361e-07,3.158619195475007e-05,0.0
0.009000000000000001,7.300399382440302e-07,3.896923579463549e-07,4.127480784903326e-07,3.157322126585649e-05,0.0
0.01,7.37397167960685e-07,3.9061749491862926e-07,4.07145379596998e-07,3.1587466466945875e-05,0.0
0.011,7.454206196128029e-07,3.918144233504913e-07,4.0149673805269123e-07,3.1632770864726365e-05,0.0
0.012,7.540720440318692e-07,3.932891449961957e-07,3.9581742779650753e-07,3.1712076787271586e-05,0.0
0.013000000000000001,7.633087175789179e-07,3.950461255079362e-07,3.901271714069983e-07,3.182724258874923e-05,0.0
0.014,7.730879410485024e-07,3.970897425283132e-07,3.844499029044069e-07,3.1979122522187816e-05,0.0
0.015,7.833661731476272e-07,3.99422730107704e-07,3.788117283365643e-07,3.2167840116317786e-05,0.0
0.016,7.940978321309091e-07,4.020431813952912e-07,3.7323785817941554e-07,3.23930934369458e-05,0.0
0.017,8.052401790202604e-07,4.049437219372495e-07,3.677503406477975e-07,3.26549356393319e-05,0.0
0.018000000000000002,8.167617830553403e-07,4.0811623907659517e-07,3.62367985224794e-07,3.295567133865964e-05,0.0
