Time,Data_Filt_E0,Data_Filt_E1,Data_Filt_E6,Data_Filt_CD,On-set
0.0,6.462475223102389e-07,6.38962740561572e-07,3.8486675132031297e-07,1.2549003735731837e-05,0.0
0.001,6.455101682436928e-07,6.347313917569653e-07,3.81131073578519e-07,1.249042638094859e-05,0.0
0.002,6.451294717794214e-07,6.308187181574113e-07,3.773967616632969e-07,1.2451574471550408e-05,0.0
0.003,6.451417026304971e-07,6.272869415477959e-07,3.7368557576634914e-07,1.2433018507282074e-05,0.0
0.004,6.455891485564906e-07,6.241979494451518e-07,3.700198980235968e-07,1.2435209156651177e-05,0.0
0.005,6.465180903512536e-07,6.216055380664285e-07,3.664192051971599e-07,1.2458357255403464e-05,0.0
0.006,6.479771904023009e-07,6.195521296798202e-07,3.629011006829244e-07,1.2502508859989215e-05,0.0
0.007,6.500112537711193e-07,6.180693771140133e-07,3.594835666911973e-07,1.2567657782434107e-05,0.0
0.008,6.526542993990121e-07,6.171810775706554e-07,3.5618473311934215e-07,1.2653807197771924e-05,0.0
0.009000000000000001,6.559257469539964e-07,6.169062738443023e-07,3.530207747619085e-07,1.2760982104498203e-05,0.0
0.01,6.598298100853412e-07,6.172616387148534e-07,3.500039534988079e-07,1.288921467635472e-05,0.0
0.011,6.64357774973448e-07,6.182604855973269e-07,3.471416565538997e-07,1.3038514071562648e-05,0.0
0.012,6.694924301313366e-07,6.199079062225059e-07,3.444371910360532e-07,1.3208820167995535e-05,0.0
0.013000000000000001,6.752120283758154e-07,6.221968838307442e-07,3.418916167018553e-07,1.3399942486482662e-05,0.0
0.014,6.814901955125643e-07,6.25107715806849e-07,3.395049489817971e-07,1.3611489011310338e-05,0.0
0.015,6.882925297689533e-07,6.286087569804083e-07,3.3727710038521224e-07,1.3842807917477469e-05,0.0
0.016,6.955762854301926e-07,6.326583108671495e-07,3.352083823572151e-07,1.4092989872837386e-05,0.0
0.017,7.033043288215205e-07,6.372103225633902e-07,3.333002818704429e-07,1.436121633426354e-05,0.0
0.018000000000000002,7.114795520282839e-07,6.422242607125653e-07,3.315605887697874e-07,1.4647794765328889e-05,0.0
0.019,7.201763073589148e-07,6.476725806959474e-07,3.3000962184333134e-07,1.4955223535208091e-05,0.0
0.02,7.295386155662813e-07,6.535386073735432e-07,3.286786092647048e-07,1.5288138932965752e-05,0.0
0.021,7.397555385295202e-07,6.598079472170261e-07,3.276015841971747e-07,1.5652308742795068e-05,0.0
0.022,7.510357924755082e-07,6.664608897865313e-07,3.268086776008852e-07,1.605357525666891e-05,0.0
0.023,7.635824229759472e-07,6.734682840657272e-07,3.2632396855006454e-07,1.6497076664857695e-05,0.0
0.024,7.775689398208159e-07,6.807915054795396e-07,3.26165926951538e-07,1.69867618413146e-05,0.0
0.025,7.931237950011258e-07,6.883855541588035e-07,3.263470262280734e-07,1.752518694622194e-05,0.0
0.026000000000000002,8.103267504545997e-07,6.96201387935943e-07,3.268724621121053e-07,1.8113561541269075e-05,0.0
0.027,8.292152062776421e-07,7.041861085089312e-07,3.277400177342628e-07,1.875195462389812e-05,0.0
0.028,8.497925684926277e-07,7.122840746678411e-07,3.2894089549901665e-07,1.943949659575667e-05,0.0
0.029,8.720342050742282e-07,7.204403113866841e-07,3.304605725500645e-07,2.017454932648065e-05,0.0
0.03,8.95892851078614e-07,7.286028266779753e-07,3.322799923770055e-07,2.095490867523081e-05,0.0
0.031,9.213043719046112e-07,7.367216411587714e-07,3.3437785798824415e-07,2.177800474848285e-05,0.0
0.032,9.48191110958318e-07,7.447464757368641e-07,3.367333172399706e-07,2.2641011287749807e-05,0.0
0.033,9.764627870176017e-07,7.526251523951107e-07,3.393265238381021e-07,2.3540929595403253e-05,0.0
0.034,1.0060223028193991e-06,7.603032341801801e-07,3.421366058597223e-07,2.4474905923384526e-05,0.0
0.035,1.0367767525868184e-06,7.677247452533409e-07,3.451400007049328e-07,2.5440802695558775e-05,0.0
0.036000000000000004,1.0686402033650912e-06,7.748339632442926e-07,3.483107820777644e-07,2.643759246409744e-05,0.0
0.037,1.1015247944055243e-06,7.815795970976669e-07,3.516217253393395e-07,2.746528367242303e-05,0.0
0.038,1.1353336172768574e-06,7.879221025919433e-07,3.550456857064373e-07,2.8524578571972365e-05,0.0
0.039,1.1699624251016814e-06,7.938400236101847e-07,3.585584466690631e-07,2.9616515612643607e-05,0.0
0.04,1.2053044319530914e-06,7.993282050024247e-07,3.6214197404269125e-07,3.074212894990074e-05,0.0
0.041,1.2412528427428493e-06,8.043879757124522e-07,3.6578475479524914e-07,3.190211404732055e-05,0.0
0.042,1.2777016969279975e-06,8.090199025608443e-07,3.694791196834152e-07,3.309654230764915e-05,0.0
0.043000000000000003,1.314545796473599e-06,8.132273948224724e-07,3.732185225126218e-07,3.4324644569460644e-05,0.0
0.044,1.3516776166139109e-06,8.170268687398944e-07,3.7699655029693844e-07,3.55846542096617e-05,0.0
0.045,1.388982092933222e-06,8.204534728087372e-07,3.808071365770574e-07,3.687376821982032e-05,0.0
0.046,1.4263323453995172e-06,8.235574534431624e-07,3.8464356061513833e-07,3.81882757792338e-05,0.0
0.047,1.463587916529082e-06,8.263965470447014e-07,3.884960770132173e-07,3.9523763274841945e-05,0.0
0.048,1.500596513171781e-06,8.290310768401321e-07,3.923514526934255e-07,4.087526655445081e-05,0.0
0.049,1.5371969465869405e-06,8.315221424690133e-07,3.961948866369404e-07,4.223736001549382e-05,0.0
0.05,1.5732219789185955e-06,8.339289968280062e-07,4.000113153074091e-07,4.360425695414436e-05,0.0
0.051000000000000004,1.6085060117996665e-06,8.363035566890457e-07,4.037848597295762e-07,4.496995117224394e-05,0.0
0.052000000000000005,1.6428970370708472e-06,8.386850477526647e-07,4.074980633737873e-07,4.632836616565894e-05,0.0
0.053,1.6762623310825476e-06,8.410984962655873e-07,4.111334926752111e-07,4.767341408517535e-05,0.0
0.054,1.70848384948039e-06,8.43556822943558e-07,4.146776334859306e-07,4.899892708640855e-05,0.0
0.055,1.739451458148198e-06,8.460628449248368e-07,4.181222840281199e-07,5.029860822495444e-05,0.0
0.056,1.7690619705475552e-06,8.486090388335467e-07,4.214613905642162e-07,5.156610322201784e-05,0.0
0.057,1.7972232361938788e-06,8.511779603627953e-07,4.246881434466112e-07,5.279516392441789e-05,0.0
0.058,1.823858068652772e-06,8.537459963672292e-07,4.277949526715897e-07,5.397986740321337e-05,0.0
0.059000000000000004,1.848905527777016e-06,8.562878924654895e-07,4.307741020188842e-07,5.511481498291742e-05,0.0
0.06,1.872317954502476e-06,8.587790635151967e-07,4.3361847890057525e-07,5.619523768436272e-05,0.0
0.061,1.8940542851666568e-06,8.611968498670848e-07,4.3632369935338723e-07,5.721701998599795e-05,0.0
0.062,1.91407595370342e-06,8.635221068763579e-07,4.388904329520113e-07,5.817669443904439e-05,0.0
0.063,1.9323494268217635e-06,8.657415902862692e-07,4.413236222234802e-07,5.907143929686146e-05,0.0
0.064,1.9488523624241677e-06,8.678510216476607e-07,4.436285107481096e-07,5.989908363091266e-05,0.0
0.065,1.963578318298342e-06,8.698548474734765e-07,4.458069823319536e-07,6.065811329325482e-05,0.0
0.066,1.976537448367494e-06,8.717603751438592e-07,4.478562058612057e-07,6.134764571141205e-05,0.0
0.067,1.987753299939504e-06,8.735707305807334e-07,4.497697886264415e-07,6.196730741013452e-05,0.0
0.068,1.997256501729258e-06,8.752815774962262e-07,4.515417834244786e-07,6.251700141283549e-05,0.0
0.069,2.00507962833519e-06,8.768817199872277e-07,4.531706412547742e-07,6.299666201341996e-05,0.0
0.07,2.011258006798796e-06,8.783541758682821e-07,4.546589570902324e-07,6.340610163995227e-05,0.0
0.07100000000000001,2.0158329464094868e-06,8.796775808031194e-07,4.560112316878654e-07,6.374498708709912e-05,0.0
0.07200000000000001,2.0188504501294617e-06,8.808318851851605e-07,4.5723365568467314e-07,6.401292452345197e-05,0.0
0.073,2.020355012084076e-06,8.818050828221673e-07,4.583347670829379e-07,6.420956123223882e-05,0.0
0.074,2.020384396368124e-06,8.825924149070655e-07,4.5932494219999554e-07,6.433461331204046e-05,0.0
0.075,2.018969780908521e-06,8.831896061131234e-07,4.602144527823101e-07,6.438783260796549e-05,0.0
0.076,2.016141756461716e-06,8.835880860772222e-07,4.610108367779418e-07,6.436898328665458e-05,0.0
0.077,2.0119396187457813e-06,8.837742110058081e-07,4.6171798195726006e-07,6.42778768019279e-05,0.0
0.078,2.006414969543562e-06,8.837304397158088e-07,4.623379636172886e-07,6.411446721994851e-05,0.0
0.079,1.9996244118015617e-06,8.83436536383997e-07,4.628733181822087e-07,6.387894530314322e-05,0.0
0.08,1.9916203131970474e-06,8.828702505410967e-07,4.633278234949895e-07,6.357175606034701e-05,0.0
0.081,1.9824478955355053e-06,8.820099278396333e-07,4.637061808675603e-07,6.31935583855762e-05,0.0
0.082,1.97214590269153e-06,8.808411647767083e-07,4.6401308092739196e-07,6.27452214757426e-05,0.0
0.083,1.96074792239772e-06,8.793641249293745e-07,4.642518964158927e-07,6.222786765205498e-05,0.0
0.084,1.94828530847789e-06,8.775949622232926e-07,4.644244550150237e-07,6.164287340375853e-05,0.0
0.085,1.934789977730999e-06,8.755592429339757e-07,4.64532512134346e-07,6.099180708108513e-05,0.0
0.08600000000000001,1.920293895714821e-06,8.732823343820357e-07,4.645785653350622e-07,6.027637720308216e-05,0.0
0.08700000000000001,1.904826476730251e-06,8.707829012448818e-07,4.645643470403332e-07,5.949843774677945e-05,0.0
0.088,1.8884142196102049e-06,8.680707419142836e-07,4.644888671098469e-07,5.866002949047748e-05,0.0
0.089,1.8710840195548745e-06,8.651473931379881e-07,4.6434775615507014e-07,5.776343252681967e-05,0.0
0.09,1.852866819767184e-06,8.62008857909937e-07,4.641335184529454e-07,5.68111975020044e-05,0.0
0.091,1.8337978743731272e-06,8.586488958388721e-07,4.638363687758888e-07,5.5806102528476215e-05,0.0
0.092,1.8139135125297416e-06,8.55060609449436e-07,4.634453061751154e-07,5.4751060752472536e-05,0.0
0.093,1.7932471864048183e-06,8.51237587011339e-07,4.62948605946525e-07,5.364908578536083e-05,0.0
0.094,1.7718277816200984e-06,8.471770436696002e-07,4.623337477678812e-07,5.250337623508993e-05,0.0
0.095,1.7496804702842709e-06,8.428834608039426e-07,4.615873290359266e-07,5.131750604246275e-05,0.0
0.096,1.726827728127578e-06,8.383690218413173e-07,4.606954313140939e-07,5.009563990882875e-05,0.0
0.097,1.7032895315788228e-06,8.336502097054178e-07,4.596445419979698e-07,4.884262594879303e-05,0.0
0.098,1.6790843541391033e-06,8.287450924608483e-07,4.584222312358749e-07,4.756388143024783e-05,0.0
0.099,1.654232283123294e-06,8.236758489405693e-07,4.570171003781083e-07,4.6265146315558165e-05,0.0
0.1,1.628758955293679e-06,8.18475049796831e-07,4.554190814444873e-07,4.495222060309349e-05,0.0
0.101,1.60269822298396e-06,8.131887642980712e-07,4.536208995012829e-07,4.363073336415256e-05,0.0
0.10200000000000001,1.5760945588136692e-06,8.078724117321388e-07,4.5161948012786e-07,4.230599009919621e-05,0.0
0.10300000000000001,1.549005558915227e-06,8.02584864441871e-07,4.494157730514315e-07,4.09829212721767e-05,0.0
0.10400000000000001,1.521501246543475e-06,7.973867230617849e-07,4.470133220020476e-07,3.966608668805124e-05,0.0
0.105,1.493658863794161e-06,7.923393981293826e-07,4.444176118872065e-07,3.8359761635508686e-05,0.0
0.106,1.4655562206181585e-06,7.875002799019301e-07,4.4163691660413414e-07,3.706810946157861e-05,0.0
0.107,1.4372682405689565e-06,7.829163471148026e-07,4.3868265710405213e-07,3.5795276369028064e-05,0.0
0.108,1.408867262432555e-06,7.786214226481692e-07,4.355685566183258e-07,3.454531201518919e-05,0.0
0.109,1.3804242003538347e-06,7.746375690415228e-07,4.3230956138627676e-07,3.332201160304071e-05,0.0
0.11,1.3520103604757664e-06,7.709764799629795e-07,4.289200988774989e-07,3.212879007987388e-05,0.0
0.111,1.3236984783678242e-06,7.67639111796638e-07,4.2541207845542353e-07,3.096867293146693e-05,0.0
0.112,1.2955595572917364e-06,7.646163899065337e-07,4.217942775170738e-07,2.984449017790045e-05,0.0
0.113,1.2676582491221625e-06,7.618928344747747e-07,4.180727967320034e-07,2.8759171798323404e-05,0.0
0.114,1.240052171265664e-06,7.594501250347189e-07,4.1425168642407633e-07,2.7715854102448754e-05,0.0
0.115,1.2127933395249763e-06,7.572671951862216e-07,4.103339883649325e-07,2.671771368721396e-05,0.0
0.116,1.185927657193651e-06,7.553187277473061e-07,4.06322718314199e-07,2.5767728461956456e-05,0.0
0.117,1.1594956293323317e-06,7.535762956957548e-07,4.022210652823808e-07,2.4868557191236543e-05,0.0
0.11800000000000001,1.1335385241241763e-06,7.520134370754483e-07,3.98032592005869e-07,2.402259184754295e-05,0.0
0.11900000000000001,1.1081058442256073e-06,7.506126143316678e-07,3.9376168322317493e-07,2.323206040359183e-05,0.0
0.12,1.0832564227047778e-06,7.493694355505775e-07,3.894133082149018e-07,2.2499012338551915e-05,0.0
0.121,1.0590527495335884e-06,7.482908415084311e-07,3.849928438379314e-07,2.182521241691093e-05,0.0
0.122,1.0355551309302831e-06,7.473898696874869e-07,3.8050707028366114e-07,2.1212056058860563e-05,0.0
0.123,1.012818872920688e-06,7.466801579751142e-07,3.759649418108757e-07,2.0660512286276837e-05,0.0
0.124,9.908912441700437e-07,7.461702274064973e-07,3.713777037895572e-07,2.01710598807e-05,0.0
0.125,9.69806974180193e-07,7.458598772450568e-07,3.667600462728928e-07,1.9743627694836464e-05,0.0
0.126,9.495865649797076e-07,7.457411136019152e-07,3.621307119909004e-07,1.937755828916912e-05,0.0
0.127,9.302400480868412e-07,7.458009371356222e-07,3.57510178395322e-07,1.9071599461752225e-05,0.0
0.128,9.117725209324592e-07,7.460241238446782e-07,3.529181461731191e-07,1.88239492247041e-05,0.0
0.129,8.94185937296236e-07,7.463972089175231e-07,3.4837322388055224e-07,1.8632384370187223e-05,0.0
0.13,8.77476614035492e-07,7.469111719467824e-07,3.438927464202563e-07,1.849443729874633e-05,0.0
0.131,8.616329601424872e-07,7.475598769237299e-07,3.394918386792923e-07,1.840755166662707e-05,0.0
0.132,8.466366172757227e-07,7.483364363906012e-07,3.3518368179905306e-07,1.8369199976567013e-05,0.0
0.133,8.324649258802798e-07,7.492306769560931e-07,3.3098092002607937e-07,1.8376947054769745e-05,0.0
0.134,8.190914124699697e-07,7.502299148556764e-07,3.268956857532858e-07,1.8428387682136343e-05,0.0
0.135,8.064854068316072e-07,7.513216703207211e-07,3.229386114612943e-07,1.852097389029966e-05,0.0
0.136,7.946129170513991e-07,7.524931374964947e-07,3.1911955033032186e-07,1.8651892341797308e-05,0.0
0.137,7.834383495265919e-07,7.537272802285887e-07,3.154494903626479e-07,1.8818068560248114e-05,0.0
0.138,7.729268681282844e-07,7.550011282664502e-07,3.119411071004068e-07,1.901621636544716e-05,0.0
0.139,7.630462138455752e-07,7.562895475790798e-07,3.086077563809604e-07,1.9242885806197903e-05,0.0
0.14,7.537655737535156e-07,7.575719467583887e-07,3.054624721507689e-07,1.949451112001412e-05,0.0
0.14100000000000001,7.450525420786491e-07,7.588360459867081e-07,3.0251767013984784e-07,1.9767428646449928e-05,0.0
0.14200000000000002,7.368713490657875e-07,7.600762014955214e-07,2.9978545842994657e-07,2.0057872854662583e-05,0.0
0.14300000000000002,7.291830075399728e-07,7.61288737375925e-07,2.972779324004884e-07,2.036200256540076e-05,0.0
0.14400000000000002,7.219472069895845e-07,7.62466929089419e-07,2.9500633908823e-07,2.067597150184442e-05,0.0
0.145,7.151264501208281e-07,7.63597822276381e-07,2.929799120099675e-07,2.0996038032579036e-05,0.0
0.146,7.086895887882776e-07,7.646625563144729e-07,2.912057994767933e-07,2.1318732924040006e-05,0.0
0.147,7.026111045781249e-07,7.656384271979906e-07,2.896889527448719e-07,2.1641025879533063e-05,0.0
0.148,6.968689244696231e-07,7.664998662012068e-07,2.884313253713462e-07,2.196036118770627e-05,0.0
0.149,6.914443314691941e-07,7.672191178029125e-07,2.874319038986473e-07,2.227457300295138e-05,0.0
0.15,6.863213442916126e-07,7.677705660510476e-07,2.8668833069065866e-07,2.2581813539468857e-05,0.0
0.151,6.814856002686391e-07,7.681387129194875e-07,2.861984298616994e-07,2.2880584239300603e-05,0.0
0.152,6.76926348063266e-07,7.683208743340922e-07,2.85959383041009e-07,2.3169828439301413e-05,0.0
0.153,6.72637933977104e-07,7.683202473014294e-07,2.8596571541137297e-07,2.3448932531958893e-05,0.0
0.154,6.686173753083832e-07,7.681382459775601e-07,2.862088520167547e-07,2.3717595226435388e-05,0.0
0.155,6.64862824964292e-07,7.677734430633776e-07,2.866778454434434e-07,2.3975666591060135e-05,0.0
0.156,6.613743722861183e-07,7.672275228983107e-07,2.873597713326653e-07,2.4223005337413696e-05,0.0
0.157,6.581541458316049e-07,7.665150170175354e-07,2.8824054292874505e-07,2.4459366662362067e-05,0.0
0.158,6.552063290593495e-07,7.65668516487967e-07,2.893072014739446e-07,2.4684342604844173e-05,0.0
0.159,6.52537464927703e-07,7.647354505629e-07,2.905511711283469e-07,2.4897349712243795e-05,0.0
0.16,6.501554120675547e-07,7.637714838633343e-07,2.919699648419239e-07,2.5097675930687554e-05,0.0
0.161,6.480670412111487e-07,7.628337469870661e-07,2.935647010887879e-07,2.5284593790402025e-05,0.0
0.162,6.462782981299665e-07,7.61973494787907e-07,2.953361147816748e-07,2.5457471994550663e-05,0.0
0.163,6.4479949242422e-07,7.612308333175943e-07,2.972834024225325e-07,2.56158535513584e-05,0.0
