time,channel
0.004,-4.617322559522796e-08
0.008,6.465963524066302e-07
0.012,1.339124559503829e-06
0.016,2.0304273001107695e-06
0.02,2.719526377897141e-06
0.024,3.40545261885805e-06
0.027999999999999997,4.0872488952968135e-06
0.032,4.763973032079692e-06
0.036000000000000004,5.434700578354339e-06
0.04,6.098527430069335e-06
0.044000000000000004,6.754572291049663e-06
0.048,7.401978963180517e-06
0.052000000000000005,8.039918459572808e-06
0.055999999999999994,8.66759093803535e-06
0.06,9.284227455027662e-06
0.064,9.889091542365203e-06
0.068,1.048148061081617e-05
0.07200000000000001,1.1060727186635185e-05
0.076,1.1626199988677152e-05
0.08,1.2177304854635785e-05
0.084,1.2713485525151872e-05
0.08800000000000001,1.3234224294271357e-05
0.092,1.3739042534237891e-05
0.096,1.422750110206563e-05
0.1,1.4699200634888185e-05
0.104,1.5153781740676694e-05
0.10800000000000001,1.5590925090357628e-05
0.11199999999999999,1.6010351416615873e-05
0.11599999999999999,1.6411821424073274e-05
0.12,1.679513561536104e-05
0.124,1.7160134037677586e-05
0.128,1.7506695954283137e-05
0.132,1.783473944462914e-05
0.136,1.8144220935290138e-05
0.14,1.8435134661747443e-05
0.14400000000000002,1.870751205885134e-05
0.14800000000000002,1.896142107602767e-05
0.152,1.9196965412511242e-05
0.156,1.941428366840571e-05
0.16,1.9613548409117794e-05
0.16399999999999998,1.9794965143252418e-05
0.168,1.9958771216833292e-05
0.172,2.0105234629262574e-05
0.17600000000000002,2.023465277829631e-05
0.18,2.0347351141988123e-05
0.184,2.0443681904943858e-05
0.188,2.0524022535133324e-05
0.192,2.0588774317145538e-05
0.196,2.0638360848667768e-05
0.2,2.067322650856082e-05
0.204,2.069383490626572e-05
0.208,2.0700667322726207e-05
0.212,2.0694221152209757e-05
0.21600000000000003,2.0675008352518405e-05
0.22,2.0643553908847604e-05
0.22399999999999998,2.060039431478392e-05
0.228,2.0546076072794337e-05
0.23199999999999998,2.0481154215666163e-05
0.236,2.0406190849574724e-05
0.24,2.0321753719194538e-05
0.244,2.0228414795909944e-05
0.248,2.0126748891648422e-05
0.252,2.0017332302646366e-05
0.256,1.9900741488743448e-05
0.26,1.97775517939056e-05
0.264,1.9648336212632895e-05
0.268,1.9513664205326737e-05
0.272,1.9374100564167644e-05
0.276,1.9230204329903265e-05
0.28,1.9082527759173184e-05
0.28400000000000003,1.8931615341412335e-05
0.28800000000000003,1.8778002863826627e-05
0.292,1.8622216522318862e-05
0.29600000000000004,1.846477207530486e-05
0.3,1.830617403577262e-05
0.304,1.814691489470884e-05
0.308,1.7987474366804635e-05
0.312,1.782831864837515e-05
0.316,1.7669899678747147e-05
0.32,1.751265439981304e-05
0.324,1.735700401245252e-05
0.32799999999999996,1.72033532315919e-05
0.332,1.7052089543777414e-05
0.336,1.6903582473106342e-05
0.34,1.6758182863441387e-05
0.34400000000000003,1.661622218657843e-05
0.34800000000000003,1.6478011886995607e-05
0.35200000000000004,1.634384277374484e-05
0.35600000000000004,1.6213984468924504e-05
0.36,1.608868492036159e-05
0.364,1.596816998422733e-05
0.368,1.5852643081652928e-05
0.37200000000000005,1.5742284932144877e-05
0.376,1.563725336606425e-05
0.38,1.5537683218971246e-05
0.384,1.5443686311932935e-05
0.38799999999999996,1.535535152294084e-05
0.392,1.5272744954476658e-05
0.396,1.5195910200956046e-05
0.4,1.5124868718023201e-05
0.40399999999999997,1.5059620294179085e-05
0.408,1.500014362403912e-05
0.412,1.4946396981275371e-05
0.416,1.4898318987983477e-05
0.42,1.4855829476183643e-05
0.424,1.481883043653806e-05
0.428,1.4787207048822678e-05
0.43200000000000005,1.4760828787873558e-05
0.436,1.473955059747858e-05
0.44,1.472321412291092e-05
