29.5794,29.8454,31.76588542
29.6418,30.0327,31.85026042
29.7043,30.1575,31.9328125
29.6418,30.0327,31.85026042
29.7043,30.1575,31.9328125
29.7667,30.2824,32.01744792
29.8291,30.4073,32.1015625
29.7667,30.2824,32.01744792
29.8291,30.4073,32.1015625
29.8915,30.5322,32.17239583
29.8915,30.656999999999996,32.2328125
29.8915,30.5322,32.17239583
29.8915,30.656999999999996,32.2328125
29.954,30.7195,32.28932292
29.954,30.5322,32.27109375
29.954,30.7195,32.28932292
29.954,30.5322,32.27109375
29.8915,29.9078,32.19739583
29.5794,29.3458,32.13645833
