0.764808043,-0.156595096,0
0.764810639,-0.15647624,0
0.764759288,-0.156394887,0
0.764676493,-0.156435563,0
0.764637836,-0.156427197,0
0.764630335,-0.156383059,0
0.764619084,-0.156354787,0
0.764628604,-0.156416235,0
0.764593986,-0.156437006,0
0.764553598,-0.156401233,0
0.764487534,-0.156349306,0
0.764489265,-0.156381039,0
0.76456831,-0.156488356,0
0.764725535,-0.156527013,0
0.764898627,-0.156629138,0
0.76503537,-0.156765592,0
0.765154803,-0.156860792,0
0.765241061,-0.156841752,0
0.765272217,-0.156769054,0
0.765266159,-0.15676011,0
0.765187691,-0.156760399,0
0.765097972,-0.156692893,0
0.765030177,-0.156632888,0
0.764945362,-0.156556439,0
0.764805446,-0.156534226,0
0.76468457,-0.156477105,0
0.764614757,-0.156368057,0
0.764542347,-0.156327669,0
0.764481764,-0.156359114,0
0.764472821,-0.156376712,0
0.764528499,-0.156375846,0
0.764550713,-0.15637325,0
0.764635816,-0.156414792,0
0.764745153,-0.156514608,0
0.764785252,-0.15651432,0
0.764837757,-0.15651432,0
0.764917091,-0.15658298,0
0.764957767,-0.156632022,0
0.765029023,-0.156594231,0
0.765049794,-0.156615579,0
0.765029023,-0.156649043,0
0.76505441,-0.156717414,0
0.765080374,-0.156770496,0
0.765088452,-0.156759533,0
0.765014022,-0.156757803,0
0.764935842,-0.156729819,0
0.764924303,-0.156734435,0
0.764865451,-0.156701259,0
0.764801407,-0.15658673,0
0.764766501,-0.156568555,0
0.764745441,-0.15651807,0
0.764742845,-0.156437871,0
0.764731882,-0.15643239,0
0.764761596,-0.156490664,0
0.764834006,-0.156510281,0
0.764833718,-0.156452584,0
0.764790445,-0.156429793,0
0.764771405,-0.156495568,0
0.764815832,-0.156523263,0
0.764892569,-0.156469028,0
0.764979404,-0.156492683,0
0.765013157,-0.156520955,0
0.765027869,-0.15649528,0
0.765063065,-0.156479413,0
0.765151342,-0.156535668,0
0.765095952,-0.156569132,0
0.765019792,-0.156582114,0
0.764973922,-0.156573171,0
0.764970461,-0.15656769,0
0.764950555,-0.156577499,0
0.764934688,-0.156557881,0
0.764936131,-0.15652384,0
0.764932957,-0.156418542,0
0.764896031,-0.156458931,0
0.764852181,-0.156505665,0
