Time,Data_Filt_E0,Data_Filt_E1,Data_Filt_E6,Data_Filt_CD,On-set
0.0,3.239509399772832e-07,3.993206267793487e-07,2.769284297205141e-07,1.7852977093868947e-05,0.0
0.001,3.238973855868602e-07,4.023400874701472e-07,2.787674234348379e-07,1.77690428574004e-05,0.0
0.002,3.237489430882645e-07,4.052122215441086e-07,2.80530302126058e-07,1.7685845015066926e-05,0.0
0.003,3.235182364941827e-07,4.079912971845214e-07,2.822172414232796e-07,1.7606393475282806e-05,0.0
0.004,3.232216418809188e-07,4.107566439755136e-07,2.838320560298252e-07,1.7534220417034222e-05,0.0
0.005,3.228782197370083e-07,4.135987824849117e-07,2.8538248724499136e-07,1.7473024418862606e-05,0.0
0.006,3.22508679407786e-07,4.1660849490982473e-07,2.86879532377568e-07,1.742647024695505e-05,0.0
0.007,3.22134111786548e-07,4.198690229524375e-07,2.8833483987937697e-07,1.7398086067130472e-05,0.0
0.008,3.217744820533441e-07,4.234497056614655e-07,2.897578021080061e-07,1.7391143651463988e-05,0.0
0.009000000000000001,3.214476941811087e-07,4.2740230617060046e-07,2.911540687223818e-07,1.7408462487084853e-05,0.0
0.01,3.211695889543796e-07,4.317622675161178e-07,2.925257041927803e-07,1.7452200474166288e-05,0.0
0.011,3.2095396593075306e-07,4.365524103238278e-07,2.938722117112555e-07,1.7523744173547185e-05,0.0
0.012,3.208129745213299e-07,4.417865169339194e-07,2.951916757132811e-07,1.762376671081229e-05,0.0
0.013000000000000001,3.207596898214812e-07,4.474738764448644e-07,2.964821052569346e-07,1.775245172831358e-05,0.0
0.014,3.208114049295609e-07,4.536219924217805e-07,2.977424823452673e-07,1.79098118846966e-05,0.0
0.015,3.2098978047118295e-07,4.602341827119387e-07,2.989725543451162e-07,1.809595291485164e-05,0.0
0.016,3.213177448374533e-07,4.673076421258386e-07,3.001716251666363e-07,1.8311179704380498e-05,0.0
0.017,3.218185740703211e-07,4.748446359983518e-07,3.013384333947815e-07,1.855620429359002e-05,0.0
0.018000000000000002,3.225223579957319e-07,4.828833006595494e-07,3.024745615783601e-07,1.8832816993867336e-05,0.0
0.019,3.234736001599298e-07,4.915272060510724e-07,3.035884120916832e-07,1.9144566160708208e-05,0.0
0.02,3.2472874545645136e-07,5.00943987226548e-07,3.046943697800024e-07,1.9496622125029177e-05,0.0
0.021,3.263468483751003e-07,5.113374066460873e-07,3.058097043092379e-07,1.9894989729463404e-05,0.0
0.022,3.283838042388509e-07,5.229161054019832e-07,3.069529313042926e-07,2.0345776747582523e-05,0.0
0.023,3.308900163405529e-07,5.358693341717232e-07,3.0814143485415905e-07,2.085475661287896e-05,0.0
0.024,3.339065229592028e-07,5.503505299174671e-07,3.093887407849007e-07,2.1427112146545983e-05,0.0
0.025,3.3746118248766445e-07,5.664675432172793e-07,3.107040016604025e-07,2.206716352616716e-05,0.0
0.026000000000000002,3.41568485086326e-07,5.842806251028007e-07,3.1209264231321334e-07,2.2778001798797457e-05,0.0
0.027,3.462311917148381e-07,6.038091363099433e-07,3.135566343581252e-07,2.3561189669408245e-05,0.0
0.028,3.514417226294587e-07,6.250417462412751e-07,3.150949967194716e-07,2.4416773851570248e-05,0.0
0.029,3.571850597809153e-07,6.479450703020609e-07,3.167054000239555e-07,2.534369552007916e-05,0.0
0.03,3.6344343375413523e-07,6.724705613336728e-07,3.183856747686657e-07,2.6340385777710885e-05,0.0
0.031,3.702000066935613e-07,6.985603487677077e-07,3.201338078521725e-07,2.740521804169501e-05,0.0
0.032,3.77439303975641e-07,7.261516823369043e-07,3.219471279858068e-07,2.8536663904036543e-05,0.0
0.033,3.851446502058954e-07,7.551799445271087e-07,3.238211093822092e-07,2.973324190648085e-05,0.0
0.034,3.932961457994125e-07,7.85581767466904e-07,3.257483581949729e-07,3.099345766103934e-05,0.0
