Time,Data_Filt_E0,Data_Filt_E1,Data_Filt_E6,Data_Filt_CD,On-set
0.0,2.9117569745327285e-07,2.594336943926488e-07,3.110949103027683e-07,9.025037207830096e-06,0.0
0.001,2.9444375139619604e-07,2.586966556722275e-07,3.090707809957478e-07,9.131732918844596e-06,0.0
0.002,2.978143251153419e-07,2.5818476225342497e-07,3.06949413388778e-07,9.252471947408478e-06,0.0
0.003,3.013192656046503e-07,2.579025857865409e-07,3.047535326128676e-07,9.38734487348776e-06,0.0
0.004,3.050024431269049e-07,2.578520293407377e-07,3.025066595133796e-07,9.53647287619165e-06,0.0
0.005,3.0891240706485374e-07,2.580337036779054e-07,3.002305125368452e-07,9.699894076604544e-06,0.0
0.006,3.130936696629947e-07,2.584485416192344e-07,2.9794473426657334e-07,9.877455266350778e-06,0.0
0.007,3.175810871213941e-07,2.590986795701475e-07,2.956669202211429e-07,1.0068754447205136e-05,0.0
0.008,3.223995233396812e-07,2.5998663908805016e-07,2.934129163442247e-07,1.0273167402037546e-05,0.0
0.009000000000000001,3.275660859847357e-07,2.611145773587328e-07,2.911992038902544e-07,1.0489941408029028e-05,0.0
0.01,3.330918051371405e-07,2.624847054591168e-07,2.890456226673264e-07,1.0718290157772244e-05,0.0
0.011,3.389815885131263e-07,2.640985976407779e-07,2.869756489311104e-07,1.0957464011836856e-05,0.0
0.012,3.452335961457639e-07,2.6595501725310097e-07,2.850143847373874e-07,1.1206812830102904e-05,0.0
0.013000000000000001,3.5183939869261746e-07,2.680481495258316e-07,2.831853354113504e-07,1.1465828852271212e-05,0.0
0.014,3.587841094157004e-07,2.703672296116209e-07,2.815078225239494e-07,1.1734140401269183e-05,0.0
0.015,3.660464272050238e-07,2.728977381730652e-07,2.7999714648102e-07,1.2011459818666398e-05,0.0
0.016,3.736002030119258e-07,2.756232832917803e-07,2.7866596771854e-07,1.2297514511529558e-05,0.0
0.017,3.8142016188764636e-07,2.785266323205656e-07,2.7752462553946306e-07,1.2592026515161566e-05,0.0
0.018000000000000002,3.894935777713221e-07,2.815900574157873e-07,2.7658214664797894e-07,1.289480662011832e-05,0.0
0.019,3.9783138865234826e-07,2.847958363162492e-07,2.758484053216302e-07,1.3205840500896116e-05,0.0
0.02,4.06469623603745e-07,2.8812618866283337e-07,2.753344762471e-07,1.352516055753131e-05,0.0
0.021,4.154625158211605e-07,2.915624030976441e-07,2.7505148667678484e-07,1.385259962950346e-05,0.0
0.022,4.248727015638309e-07,2.95084367572622e-07,2.7500977233441374e-07,1.4187677337852312e-05,0.0
0.023,4.3476047542893196e-07,2.986711490697092e-07,2.752172667853255e-07,1.452961198270754e-05,0.0
0.024,4.451743922500852e-07,3.0230216541669645e-07,2.756775192012173e-07,1.4877335431493625e-05,0.0
0.025,4.561458383463406e-07,3.059586984766519e-07,2.763891262751325e-07,1.5229529750149398e-05,0.0
0.026000000000000002,4.676878510439802e-07,3.096253359414705e-07,2.773457398295542e-07,1.5584699778419505e-05,0.0
0.027,4.797960539367321e-07,3.132897327660764e-07,2.785363006710949e-07,1.5941223635288892e-05,0.0
0.028,4.924513232752769e-07,3.1694035119152826e-07,2.799468739501533e-07,1.6297379211315276e-05,0.0
0.029,5.056250663272323e-07,3.20564320599229e-07,2.8156261067364057e-07,1.6651362680202047e-05,0.0
0.03,5.192843142989954e-07,3.24146837178745e-07,2.833678883011587e-07,1.700130374812939e-05,0.0
0.031,5.333948618277505e-07,3.276713405325708e-07,2.853471277137803e-07,1.7345316403281987e-05,0.0
0.032,5.479242650409056e-07,3.311197855265454e-07,2.874870496186085e-07,1.7681580861664885e-05,0.0
0.033,5.628441548480175e-07,3.344733862316226e-07,2.89776229842787e-07,1.8008398608746302e-05,0.0
0.034,5.781295227135206e-07,3.3771373253412533e-07,2.922018792373912e-07,1.832421547379146e-05,0.0
0.035,5.93754826871353e-07,3.408234288796977e-07,2.9474826762815765e-07,1.862764942385299e-05,0.0
0.036000000000000004,6.096899786409863e-07,3.437863648167381e-07,2.973972635412415e-07,1.8917500719199748e-05,0.0
0.037,6.258997061924684e-07,3.465882067346763e-07,3.001288498503032e-07,1.9192710855996305e-05,0.0
0.038,6.423446758329676e-07,3.4921615878234826e-07,3.029216526083066e-07,1.9452343686461306e-05,0.0
0.039,6.589810562054334e-07,3.516583810260124e-07,3.0575391640379105e-07,1.969561691348994e-05,0.0
0.04,6.757597730756538e-07,3.539058299455979e-07,3.086044907554974e-07,1.9921867423037693e-05,0.0
0.041,6.926267522399796e-07,3.559549724234905e-07,3.114531699478908e-07,2.013044311130442e-05,0.0
0.042,7.095226412846226e-07,3.578066548690156e-07,3.142801766607819e-07,2.03206459017603e-05,0.0
0.043000000000000003,7.263816327002085e-07,3.5946208918499e-07,3.170658070086834e-07,2.049178811401855e-05,0.0
0.044,7.431307297728723e-07,3.609206136915434e-07,3.1979072456454186e-07,2.0643378986900197e-05,0.0
0.045,7.59690706816062e-07,3.621805256263818e-07,3.224362821814389e-07,2.0775367777132875e-05,0.0
0.046,7.759785483227126e-07,3.632408198728174e-07,3.249845988704501e-07,2.0888237121778603e-05,0.0
0.047,7.919093386489103e-07,3.641019827008738e-07,3.274183294793904e-07,2.098285921295556e-05,0.0
