Time,Data_Filt_E0,Data_Filt_E1,Data_Filt_E6,Data_Filt_CD,On-set
0.0,2.748046785956004e-07,2.740971478457652e-07,2.740530327772085e-07,1.5764059993080335e-05,0.0
0.001,2.7269706997006386e-07,2.75781232094611e-07,2.76320121351576e-07,1.588339747392595e-05,0.0
0.002,2.7072880695447775e-07,2.776116392898436e-07,2.786345783763589e-07,1.600085488926527e-05,0.0
0.003,2.6893125182657016e-07,2.796425566988452e-07,2.809987418943028e-07,1.6116711834035675e-05,0.0
0.004,2.673447179839136e-07,2.819410573272208e-07,2.834178151696371e-07,1.6231439629669184e-05,0.0
0.005,2.660100921789317e-07,2.845757765983668e-07,2.8589908191909257e-07,1.6345509421037604e-05,0.0
0.006,2.649629283662457e-07,2.8761078061632986e-07,2.884511942787306e-07,1.6459253813663798e-05,0.0
0.007,2.642303090502837e-07,2.9110330993535545e-07,2.9108374876506025e-07,1.6572817774551096e-05,0.0
0.008,2.638303525784017e-07,2.951019285695116e-07,2.938066545158429e-07,1.6686180800206525e-05,0.0
0.009000000000000001,2.637739441574308e-07,2.996435269219483e-07,2.966280810677101e-07,1.679920477858934e-05,0.0
0.01,2.640663609997316e-07,3.0475059712897164e-07,2.995516979062236e-07,1.6911710196820787e-05,0.0
0.011,2.6470713142491706e-07,3.104316955479635e-07,3.025752153817531e-07,1.7023554855627714e-05,0.0
0.012,2.656900960977781e-07,3.166865167231876e-07,3.056914460964871e-07,1.713462146325485e-05,0.0
0.013000000000000001,2.670065817248013e-07,3.2351269992006816e-07,3.088923754740132e-07,1.724470788149759e-05,0.0
0.014,2.686503370982062e-07,3.309106088709961e-07,3.121742303002044e-07,1.735342805690496e-05,0.0
0.015,2.706187101010719e-07,3.388854873622945e-07,3.1553924142196336e-07,1.7460194813137507e-05,0.0
0.016,2.729090752945644e-07,3.474489147321232e-07,3.1899269296772577e-07,1.7564268254377367e-05,0.0
0.017,2.755180832972545e-07,3.5662869322236855e-07,3.2253811634076937e-07,1.7664871355785627e-05,0.0
0.018000000000000002,2.784498503391254e-07,3.664951562318882e-07,3.261738836911642e-07,1.7761436915660513e-05,0.0
0.019,2.817266015148359e-07,3.771839921073965e-07,3.298925134215397e-07,1.785388184388403e-05,0.0
0.02,2.853892770792872e-07,3.888880857595896e-07,3.336824534397615e-07,1.794264496111224e-05,0.0
0.021,2.894885292247633e-07,4.0182763268817364e-07,3.37530749423727e-07,1.8028495001283497e-05,0.0
0.022,2.940762228917052e-07,4.162225854856274e-07,3.41424348122892e-07,1.8112330038472848e-05,0.0
0.023,2.9919978941228414e-07,4.3227351146933314e-07,3.453501741235576e-07,1.8195043441009742e-05,0.0
0.024,3.048970340186549e-07,4.501481610796473e-07,3.4929576828939e-07,1.8277416106868784e-05,0.0
0.025,3.111925557503137e-07,4.699715767545638e-07,3.532502790569352e-07,1.836001466909448e-05,0.0
0.026000000000000002,3.180977400870879e-07,4.918209543927839e-07,3.57204483603753e-07,1.844315804637939e-05,0.0
0.027,3.256137106375567e-07,5.157275913012321e-07,3.611498695702837e-07,1.852702655851786e-05,0.0
0.028,3.337342414228079e-07,5.416855162277319e-07,3.650794000851622e-07,1.8611823200684436e-05,0.0
0.029,3.424467790084656e-07,5.696642276878251e-07,3.689926080629004e-07,1.8697825353846175e-05,0.0
0.03,3.517329039060656e-07,5.996201454515261e-07,3.729025127721347e-07,1.8785323661674275e-05,0.0
0.031,3.615690720962756e-07,6.315037069319762e-07,3.7683908336437953e-07,1.8874543434979016e-05,0.0
0.032,3.71926278196064e-07,6.652631977077389e-07,3.808468549830207e-07,1.8965579264515795e-05,0.0
0.033,3.827687518637683e-07,7.008464117085732e-07,3.849771238365559e-07,1.9058345140793728e-05,0.0
0.034,3.94054199336249e-07,7.382030242241717e-07,3.89278229208155e-07,1.915256590383209e-05,0.0
0.035,4.057367264777949e-07,7.772888607443338e-07,3.937892721464667e-07,1.9247787137741503e-05,0.0
0.036000000000000004,4.177704094686226e-07,8.180658305382854e-07,3.9853842815944075e-07,1.9343363743590784e-05,0.0
0.037,4.301106885774256e-07,8.604941400643868e-07,4.035438353793964e-07,1.9438465327833627e-05,0.0
0.038,4.427133545530449e-07,9.045233634329328e-07,4.088160709967551e-07,1.9532130030728225e-05,0.0
0.039,4.555334679688229e-07,9.50087319946388e-07,4.143606277606314e-07,1.9623329533539096e-05,0.0
0.04,4.685254719439472e-07,9.971011845092883e-07,4.201790795563157e-07,1.9711014136404844e-05,0.0
0.041,4.816431018225755e-07,1.0454591165360009e-06,4.262698170165545e-07,1.9794139132733997e-05,0.0
0.042,4.948378344292649e-07,1.0950318426891873e-06,4.326290755232401e-07,1.987168143043895e-05,0.0
0.043000000000000003,5.080576738608223e-07,1.1456644636482826e-06,4.392515129740205e-07,1.99426445684277e-05,0.0
0.044,5.212478140017433e-07,1.1971755202497744e-06,4.461298538145215e-07,2.000604313797882e-05,0.0
0.045,5.343511078623247e-07,1.2493577548621033e-06,4.5325410941065765e-07,2.0060880314691356e-05,0.0
0.046,5.473079573860176e-07,1.301980822734016e-06,4.6061071005724246e-07,2.010614036610857e-05,0.0
0.047,5.600577576368622e-07,1.354796533434522e-06,4.6818198863576796e-07,2.0140791763485555e-05,0.0
0.048,5.725404114874681e-07,1.4075460973083684e-06,4.75946775337796e-07,2.0163794271975512e-05,0.0
0.049,5.846957981997142e-07,1.4599668362379489e-06,4.838814848456533e-07,2.017411755566799e-05,0.0
0.05,5.964629972006961e-07,1.5117972897556602e-06,4.919598270427581e-07,2.0170790594140964e-05,0.0
0.051000000000000004,6.077809738576915e-07,1.5627836753942e-06,5.001508559149086e-07,2.0153019782042908e-05,0.0
0.052000000000000005,6.185903554713117e-07,1.6126873396015731e-06,5.084178444098152e-07,2.012033743469252e-05,0.0
0.053,6.288351481843162e-07,1.6612865557479535e-06,5.167199601586447e-07,2.007264294939684e-05,0.0
0.054,6.384630778147282e-07,1.708371973173266e-06,5.250152160073276e-07,2.001011034487446e-05,0.0
0.055,6.474248739683566e-07,1.7537420454662298e-06,5.332624226483386e-07,1.9933074477488125e-05,0.0
0.056,6.55674084795048e-07,1.7972014876496257e-06,5.414218829172267e-07,1.984194937242857e-05,0.0
0.057,6.631682438535522e-07,1.838563888897416e-06,5.494556144951627e-07,1.97371646737839e-05,0.0
0.058,6.698710129269667e-07,1.877657361691189e-06,5.573284364212205e-07,1.9619127199911075e-05,0.0
0.059000000000000004,6.757537119041797e-07,1.9143280207987703e-06,5.650100819671445e-07,1.948823353970834e-05,0.0
0.06,6.807949620470043e-07,1.948440033272905e-06,5.724759755394675e-07,1.934494371158842e-05,0.0
0.061,6.849788532880839e-07,1.9798759751346364e-06,5.797050112844613e-07,1.9189876550458816e-05,0.0
0.062,6.882930473801173e-07,2.008540105345749e-06,5.866764271803223e-07,1.902386557301446e-05,0.0
0.063,6.907279083028196e-07,2.0343638998180098e-06,5.933691830751894e-07,1.8847956570324115e-05,0.0
0.064,6.922763564189217e-07,2.0573094478995205e-06,5.997633324231555e-07,1.8663360805485235e-05,0.0
0.065,6.929339674739876e-07,2.0773669110574417e-06,6.058404213460286e-07,1.847138838547493e-05,0.0
0.066,6.926994506211813e-07,2.0945473862312554e-06,6.115832101785684e-07,1.8273394265632413e-05,0.0
0.067,6.91575468782507e-07,2.108874206600481e-06,6.169765447102978e-07,1.807073054390804e-05,0.0
0.068,6.895700922709093e-07,2.1203746809959554e-06,6.220082119155976e-07,1.7864676177459758e-05,0.0
0.069,6.86698478578101e-07,2.129074533170886e-06,6.266678836780838e-07,1.765636010196311e-05,0.0
0.07,6.829824008307247e-07,2.134996280301593e-06,6.309451634282838e-07,1.744671644230365e-05,0.0
0.07100000000000001,6.784470061545379e-07,2.1381601002284768e-06,6.348284425697188e-07,1.7236490640214338e-05,0.0
0.07200000000000001,6.731179763907177e-07,2.138585599648253e-06,6.383045457066091e-07,1.702630167611046e-05,0.0
0.073,6.670212941126431e-07,2.136294310349109e-06,6.413593159552047e-07,1.681673733094215e-05,0.0
0.074,6.601846522405721e-07,2.131311601125551e-06,6.439796436441158e-07,1.6608407259452437e-05,0.0
0.075,6.526386749440604e-07,2.123666632959093e-06,6.461557731476599e-07,1.6401905123317426e-05,0.0
0.076,6.444166357953301e-07,2.113392201286701e-06,6.478817052172013e-07,1.619773178047518e-05,0.0
0.077,6.35553389001283e-07,2.100526610922446e-06,6.491530474274675e-07,1.5996250870835072e-05,0.0
0.078,6.260851980495081e-07,2.085115918145754e-06,6.49964755479112e-07,1.5797688589550368e-05,0.0
0.079,6.160498301192538e-07,2.0672136472665112e-06,6.503117770118198e-07,1.5602155878755833e-05,0.0
0.08,6.054858816996219e-07,2.0468790835965825e-06,6.501920395998905e-07,1.5409674701046915e-05,0.0
0.081,5.944323258168719e-07,2.02417712695428e-06,6.496088477533097e-07,1.5220196305931973e-05,0.0
