Time,Data_Filt_E0,Data_Filt_E1,Data_Filt_E6,Data_Filt_CD,On-set
0.0,3.6292398057428993e-07,4.323010889046285e-07,2.097388956018119e-07,1.335574999865746e-05,0.0
0.001,3.617800504431897e-07,4.315074978013839e-07,2.095695840423376e-07,1.3746035480492324e-05,0.0
0.002,3.605043700431951e-07,4.306415771821992e-07,2.094033460300846e-07,1.4150293697681093e-05,0.0
0.003,3.591130029259542e-07,4.2969276723738237e-07,2.0924542805614527e-07,1.4566191229044997e-05,0.0
0.004,3.576312013207928e-07,4.28651667361864e-07,2.0910153124829255e-07,1.499126854863497e-05,0.0
0.005,3.5608880616727505e-07,4.275136430280995e-07,2.0897664751755505e-07,1.5422993800933974e-05,0.0
0.006,3.545168472999508e-07,4.262806248467792e-07,2.0887659154396707e-07,1.5858867479532932e-05,0.0
0.007,3.529469684062277e-07,4.249581637323753e-07,2.088099532863169e-07,1.6296512534289025e-05,0.0
0.008,3.5141250317029785e-07,4.235508225340512e-07,2.087885328481297e-07,1.673371545460829e-05,0.0
0.009000000000000001,3.4994746438727346e-07,4.22060580100104e-07,2.088268701688453e-07,1.716842517117857e-05,0.0
0.01,3.485826258938981e-07,4.20487792414874e-07,2.089418646517183e-07,1.7598742684812158e-05,0.0
0.011,3.473423882480465e-07,4.188317610345036e-07,2.091517026742738e-07,1.802291298900298e-05,0.0
0.012,3.4624434305595906e-07,4.170905680273181e-07,2.0947315127627007e-07,1.843929002138694e-05,0.0
0.013000000000000001,3.453009765307593e-07,4.1526177464637873e-07,2.0991874129436065e-07,1.884626989532008e-05,0.0
0.014,3.445226552439568e-07,4.133442969926018e-07,2.104957995063499e-07,1.924224081074772e-05,0.0
0.015,3.439195169896043e-07,4.1133969842283693e-07,2.1120709832889898e-07,1.9625594072628875e-05,0.0
0.016,3.435011146320901e-07,4.092517930228506e-07,2.1205277046615695e-07,1.9994777362694525e-05,0.0
0.017,3.432796626318022e-07,4.070868299073604e-07,2.130345631850096e-07,2.0348379099861917e-05,0.0
0.018000000000000002,3.4328349060402295e-07,4.048565724426173e-07,2.1416256555619526e-07,2.0685293156754625e-05,0.0
0.019,3.435711377822752e-07,4.025810873634432e-07,2.154593708007385e-07,2.100489989087325e-05,0.0
0.02,3.442301830797383e-07,4.0028777030251385e-07,2.1695628525702034e-07,2.1307110242407e-05,0.0
0.021,3.453648104027482e-07,3.9800909824086733e-07,2.1868634885452813e-07,2.1592272216424463e-05,0.0
0.022,3.470844677501912e-07,3.957814843868188e-07,2.206821034573044e-07,2.186101796474152e-05,0.0
0.023,3.4949461370856e-07,3.936444022916016e-07,2.229766276494391e-07,2.211409966683549e-05,0.0
0.024,3.526881858697309e-07,3.916400687570436e-07,2.2560222221945607e-07,2.2352271890943867e-05,0.0
0.025,3.567399286863393e-07,3.898149138830293e-07,2.285864920128686e-07,2.2576209480523167e-05,0.0
0.026000000000000002,3.617045664276722e-07,3.882205522372373e-07,2.319492033718545e-07,2.278641755587715e-05,0.0
0.027,3.676184669170192e-07,3.8690976959687227e-07,2.357009758168621e-07,2.298319586050896e-05,0.0
0.028,3.745032399249494e-07,3.8592892092417723e-07,2.39842917185828e-07,2.3166723478273e-05,0.0
0.029,3.823690241457597e-07,3.853127610638786e-07,2.443677293454885e-07,2.3337202468405865e-05,0.0
0.03,3.9121681122424557e-07,3.8508354708486805e-07,2.492628567746732e-07,2.3494977733800585e-05,0.0
0.031,4.01039657018968e-07,3.8525322862009603e-07,2.545142503589091e-07,2.364061486296393e-05,0.0
0.032,4.118228247948594e-07,3.85828415677424e-07,2.601094190433017e-07,2.377490866021509e-05,0.0
0.033,4.235440008677417e-07,3.868159209948768e-07,2.660395636704595e-07,2.3898797351272577e-05,0.0
0.034,4.361747188986356e-07,3.8822550639712397e-07,2.7230009042310215e-07,2.4013244531703868e-05,0.0
0.035,4.496830468591658e-07,3.90068855168022e-07,2.788891179613134e-07,2.4119172228236203e-05,0.0
0.036000000000000004,4.640346018423751e-07,3.923559060623669e-07,2.8580453536082345e-07,2.4217431691949615e-05,0.0
0.037,4.791902215139372e-07,3.9509171773262723e-07,2.930405307240979e-07,2.4308754094677546e-05,0.0
0.038,4.95104108591746e-07,3.9827612254852594e-07,3.005853895223817e-07,2.4393698773025864e-05,0.0
0.039,5.11724051322555e-07,4.019045564206577e-07,3.084208398293071e-07,2.4472651350269933e-05,0.0
0.04,5.289907343099256e-07,4.059690871501195e-07,3.165218378347279e-07,2.454585252874484e-05,0.0
0.041,5.468355994223984e-07,4.1046143062359633e-07,3.248577030200321e-07,2.461340512305694e-05,0.0
0.042,5.651796116565592e-07,4.1537738423139817e-07,3.333942108096865e-07,2.4675255162103547e-05,0.0
0.043000000000000003,5.839340326857501e-07,4.207179063999939e-07,3.420939581109055e-07,2.4731167159147094e-05,0.0
0.044,6.030029101980148e-07,4.26484487342143e-07,3.509154517482247e-07,2.4780707907376693e-05,0.0
0.045,6.222868922879612e-07,4.326726866454603e-07,3.598133246201418e-07,2.4823258209572385e-05,0.0
0.046,6.416860492558039e-07,4.392685102784753e-07,3.687394171672003e-07,2.4858047870977285e-05,0.0
0.047,6.6109956296939e-07,4.4624829135063226e-07,3.776437794648633e-07,2.4884184685363225e-05,0.0
0.048,6.804247679223633e-07,4.535799520307762e-07,3.8647667998065533e-07,2.490067853842861e-05,0.0
0.049,6.995583422912417e-07,4.612240147919225e-07,3.95191232906391e-07,2.49064740683378e-05,0.0
0.05,7.183993084015128e-07,4.6913452173277356e-07,4.0374431950979253e-07,2.4900500780117107e-05,0.0
0.051000000000000004,7.368540792579174e-07,4.772606855599228e-07,4.120965583785049e-07,2.4881789414383584e-05,0.0
0.052000000000000005,7.548418644806695e-07,4.855494613835614e-07,4.202126499214579e-07,2.484964246657173e-05,0.0
0.053,7.722943569847819e-07,4.9394822915508e-07,4.280607782209826e-07,2.4803702633824996e-05,0.0
0.054,7.891494736345813e-07,5.024057084010832e-07,4.3561123529584923e-07,2.474384285149924e-05,0.0
0.055,8.053468971353165e-07,5.108708844398777e-07,4.4283537564970907e-07,2.4670024542166208e-05,0.0
0.056,8.208281059358392e-07,5.192933881582262e-07,4.497048443471333e-07,2.458229198834826e-05,0.0
0.057,8.355367715691764e-07,5.276266927882175e-07,4.561918325330729e-07,2.4480893470362704e-05,0.0
0.058,8.49417752840666e-07,5.358302468693095e-07,4.622709385362955e-07,2.436638213736393e-05,0.0
0.059000000000000004,8.624166979819783e-07,5.438678446603117e-07,4.679206806664076e-07,2.423960164016686e-05,0.0
0.06,8.744824896832857e-07,5.517043957575018e-07,4.731225755129654e-07,2.4101592598543108e-05,0.0
0.061,8.855721506833765e-07,5.593044782202067e-07,4.778593798972571e-07,2.39534872508872e-05,0.0
0.062,8.956545826796179e-07,5.666332943232254e-07,4.821151921874205e-07,2.3796429613972e-05,0.0
0.063,9.047111212152136e-07,5.736573444152694e-07,4.858774887750835e-07,2.363153840049663e-05,0.0
0.064,9.127341049922212e-07,5.80343264225752e-07,4.891394712312373e-07,2.345990228776384e-05,0.0
