31.639,29.658,34.16276042
31.7014,29.658,34.1578125
31.7014,29.7205,34.16067708
31.7014,29.658,34.1578125
31.7014,29.7205,34.16067708
31.7638,29.7205,34.17239583
31.8262,29.7205,34.19036458
31.7638,29.7205,34.17239583
31.8262,29.7205,34.19036458
31.8262,29.7205,34.20833333
31.8885,29.7205,34.20963542
31.8262,29.7205,34.20833333
31.8885,29.7205,34.20963542
31.9509,29.7829,34.22421875
31.9509,29.7829,34.24557292
31.9509,29.7829,34.22421875
31.9509,29.7829,34.24557292
31.9509,29.7829,34.25755208
31.8885,29.7829,34.265625
