33.0738,32.5296,34.89010417
33.0114,32.5296,34.88619792
33.0114,32.4672,34.89322917
33.0738,32.2176,34.97890625
33.1985,32.0927,34.99322917
33.1362,32.0303,34.99427083
33.0738,31.9679,34.98619792
33.1362,32.0303,34.99427083
33.0738,31.9679,34.98619792
33.1362,31.7807,34.98385417
33.1985,31.6558,34.98463542
33.1362,31.7807,34.98385417
33.1985,31.6558,34.98463542
33.1985,31.5934,34.96744792
33.1362,31.531,34.94869792
33.1985,31.5934,34.96744792
33.1362,31.531,34.94869792
33.1362,31.4686,34.91979167
33.1362,31.3437,34.8953125
