32.5124,30.656999999999996,34.6046875
32.5748,30.7195,34.64557292
32.5748,30.7819,34.66901042
32.5748,30.7195,34.64557292
32.5748,30.7819,34.66901042
32.5748,30.9067,34.67708333
32.5748,30.9692,34.68072917
32.5748,30.9067,34.67708333
32.5748,30.9692,34.68072917
32.5748,31.0316,34.68125
32.6372,31.0316,34.67760417
32.5748,31.0316,34.68125
32.6372,31.0316,34.67760417
32.6372,31.094,34.68255208
32.6995,31.1565,34.69296875
32.6372,31.0316,34.67760417
32.6372,31.094,34.68255208
32.6995,31.1565,34.69296875
32.6995,31.2189,34.68619792
