5.003560948654401e-07,3.264941247130229e-07,3.350434823276937e-07,2.1551851046292128e-05
5.024060960115364e-07,3.260651235507753e-07,3.365982239742401e-07,2.1676208139574888e-05
5.039378673797883e-07,3.256962488993448e-07,3.38048049941403e-07,2.178053144553654e-05
5.049530035799915e-07,3.2538072685913986e-07,3.3938882924943967e-07,2.1864356424674445e-05
5.054555433563163e-07,3.251156960892138e-07,3.406216842067657e-07,2.1927428166906632e-05
5.054521975959847e-07,3.249035386773972e-07,3.4175573642320837e-07,2.1969793910620085e-05
5.04951906079284e-07,3.247497787741441e-07,3.4280651738299924e-07,2.19918736997458e-05
5.03964755343806e-07,3.246607329776628e-07,3.43790032578145e-07,2.199442791808473e-05
5.025013911119344e-07,3.24642123529848e-07,3.447179981778229e-07,2.1978412965713487e-05
5.005731452466996e-07,3.2469819100520226e-07,3.455971925837453e-07,2.1944794145039112e-05
4.98192302147497e-07,3.248318064515821e-07,3.4643116872289467e-07,2.1894413527458442e-05
4.953730098921055e-07,3.2504469764989984e-07,3.472217671902281e-07,2.1827956301570317e-05
4.921321157418587e-07,3.2533649239804075e-07,3.4796913210100745e-07,2.174597482599541e-05
4.884893795289553e-07,3.2570415788295906e-07,3.4867118798078e-07,2.164896865374942e-05
4.844679912738125e-07,3.2614326273675017e-07,3.493240153597096e-07,2.1537591975591174e-05
4.800944576769124e-07,3.266490715878079e-07,3.4992259531949685e-07,2.141290464629521e-05
4.7539715468995744e-07,3.2721572153443997e-07,3.5046116595874253e-07,2.127641799974111e-05
4.704052867402045e-07,3.278350999448185e-07,3.509335671918571e-07,2.1129884418348524e-05
4.6514874510669095e-07,3.284969290983566e-07,3.513339455089585e-07,2.0975024613557823e-05
4.5965718023298045e-07,3.291892031699313e-07,3.5165770961822014e-07,2.0813363396441653e-05
4.5395804917561295e-07,3.298983187449723e-07,3.519020162344729e-07,2.0646280999991588e-05
4.480756264283264e-07,3.306092935578306e-07,3.52064995648655e-07,2.047530144744184e-05
4.4203151363852645e-07,3.3130633925200853e-07,3.521440678351817e-07,2.0302410798751427e-05
4.3584522192022745e-07,3.319736597119929e-07,3.521349386488128e-07,2.013013469983719e-05
4.295343891189194e-07,3.325962838654862e-07,3.520319772214785e-07,1.9961358007665198e-05
4.2311528842640157e-07,3.331607160074705e-07,3.5182863281632245e-07,1.9799054874473334e-05
4.166037826126694e-07,3.336549874746188e-07,3.515173409759296e-07,1.964605306604717e-05
4.100162558100077e-07,3.340680816851484e-07,3.510900251982842e-07,1.9504877796330067e-05
4.0336993402268573e-07,3.3438942863224176e-07,3.505389221793178e-07,1.9377669906445767e-05
3.966827506717658e-07,3.346089586665213e-07,3.4985660756269146e-07,1.926614792239596e-05
3.899734984240239e-07,3.3471747796337576e-07,3.490358842725009e-07,1.917160697779589e-05
3.832616694725624e-07,3.347066273983277e-07,3.480701909922058e-07,1.909495236746253e-05
3.765664094977696e-07,3.345680787814531e-07,3.4695386392006715e-07,1.903672072135986e-05
3.699057870993173e-07,3.342931704875773e-07,3.45682664479494e-07,1.8997056661704806e-05
3.6329749750208593e-07,3.3387383827475627e-07,3.442557115277201e-07,1.897569720611438e-05
3.5676082813684173e-07,3.333040462956584e-07,3.426773851038741e-07,1.8972020101362022e-05
3.503181377738249e-07,3.325810758208641e-07,3.4095660239827205e-07,1.8985139763604507e-05
3.439942580058836e-07,3.3170553466989284e-07,3.3910440983545185e-07,1.901401443301772e-05
3.378142750179196e-07,3.306795958353275e-07,3.3713254854188407e-07,1.9057547755143256e-05
3.3180102738632433e-07,3.295058296794099e-07,3.350528043390348e-07,1.9114661463651475e-05
3.259736678517294e-07,3.2818792877549247e-07,3.328763822682036e-07,1.9184313659984106e-05
3.20347664197196e-07,3.267319030339194e-07,3.306140388206945e-07,1.926547619504024e-05
3.149353794308132e-07,3.2514634249314077e-07,3.282764918853264e-07,1.935711239062877e-05
3.09746854311828e-07,3.234414843852879e-07,3.258741705328697e-07,1.9458170347952028e-05
3.04791098207939e-07,3.216282706583814e-07,3.234170388254782e-07,1.9567582877885543e-05
3.000772160948189e-07,3.197180902894069e-07,3.209146727874004e-07,1.968426657923573e-05
2.9561412750168854e-07,3.177226092918712e-07,3.183761346977435e-07,1.980710321746694e-05
2.914093583845409e-07,3.156541124281523e-07,3.158108289962276e-07,1.9934908249493304e-05
2.8746835011149576e-07,3.135264136906524e-07,3.1323072464365e-07,2.0066435548465127e-05
2.8379527633245747e-07,3.113545824424509e-07,3.106514182699341e-07,2.0200415194956368e-05
2.8039515273288624e-07,3.091534327062241e-07,3.080902732822945e-07,2.033556459111219e-05
2.7727548830685547e-07,3.0693679881744053e-07,3.055636628072443e-07,2.0470578992667245e-05
2.744464051337225e-07,3.0471769746023604e-07,3.030856571556445e-07,2.0604147407999928e-05
2.7191930272442765e-07,3.025089341789841e-07,3.0066746188044173e-07,2.073498753442866e-05
2.697047769524782e-07,3.003254602333432e-07,2.983169201277307e-07,2.086188614664852e-05
2.678110824781709e-07,2.981866895640031e-07,2.960387213510441e-07,2.098377407280246e-05
2.662433232370709e-07,2.961150470133809e-07,2.938350867065035e-07,2.1099812072535667e-05
2.650030267374258e-07,2.941327043488903e-07,2.917064453927523e-07,2.1209410312598042e-05
2.6408867796518816e-07,2.922604583065709e-07,2.8965268983509716e-07,2.131219251346319e-05
2.6349727674155666e-07,2.905179987286334e-07,2.8767531793678985e-07,2.140794651041367e-05
2.632262304790333e-07,2.889239193390444e-07,2.857783218318724e-07,2.149654358671972e-05
2.63274516876479e-07,2.874955130348348e-07,2.839661631949781e-07,2.157782805762153e-05
2.636412902624904e-07,2.862476129804821e-07,2.8224159801975365e-07,2.165152469865441e-05
2.6432269965358076e-07,2.851909392229559e-07,2.806066685877216e-07,2.1717223051993893e-05
2.6531064840177537e-07,2.843315858195888e-07,2.7906573126431197e-07,2.17744590412092e-05
2.665944326661327e-07,2.8367105405977714e-07,2.7762635185448666e-07,2.182283006015381e-05
2.681636643780868e-07,2.832061777196041e-07,2.7629705656654394e-07,2.186206305346504e-05
2.7001070885374324e-07,2.829295394111665e-07,2.7508558288593026e-07,2.189202295302353e-05
2.7212954849901855e-07,2.8283073862447253e-07,2.739988103120708e-07,2.191267685333716e-05
2.7451132299386936e-07,2.828986291872685e-07,2.730419836950018e-07,2.192403628533255e-05
2.7714150758607657e-07,2.831233846424193e-07,2.722172751951135e-07,2.192613938109509e-05
2.8000061454355557e-07,2.8349696395574884e-07,2.71523284916703e-07,2.1919079049219967e-05
2.830665144617036e-07,2.840124747577595e-07,2.709555240793736e-07,2.190300310851158e-05
2.863172068498694e-07,2.846634665227894e-07,2.7050750484628465e-07,2.1878075864813807e-05
2.8973296746261737e-07,2.854434986073885e-07,2.701715577082312e-07,2.18444513229422e-05
2.9329631999901125e-07,2.8634612010694884e-07,2.699385929314561e-07,2.1802269649544463e-05
2.969909143068717e-07,2.873646956173471e-07,2.697979088444953e-07,2.175164765577023e-05
3.0080316512474306e-07,2.884917870503904e-07,2.6973812297900946e-07,2.169264308796276e-05
