time,channel
0.004,2.940180633131228e-06
0.008,3.3307674072476766e-06
0.012,3.7240376609503435e-06
0.016,4.119343120366725e-06
0.02,4.516027451558267e-06
0.024,4.9134287469927795e-06
0.027999999999999997,5.310881999826234e-06
0.032,5.707721546869779e-06
0.036000000000000004,6.1032834647263085e-06
0.04,6.4969079075547375e-06
0.044000000000000004,6.887941378901536e-06
0.048,7.275738933090411e-06
0.052000000000000005,7.659666303278726e-06
0.055999999999999994,8.039101953882605e-06
0.06,8.413439055269803e-06
0.064,8.782087378571433e-06
0.068,9.144475108034924e-06
0.07200000000000001,9.500050567585854e-06
0.076,9.848283857459816e-06
0.08,1.0188668396113998e-05
0.084,1.052072236213287e-05
0.08800000000000001,1.0843990030468017e-05
0.092,1.1158042997180034e-05
0.096,1.1462481286930899e-05
0.1,1.1756934337715899e-05
0.104,1.2041061857709305e-05
0.10800000000000001,1.2314554549744672e-05
0.11199999999999999,1.2577134699785493e-05
0.11599999999999999,1.282855662647516e-05
0.12,1.3068606989424487e-05
0.124,1.329710495461049e-05
0.128,1.3513902216390914e-05
0.132,1.3718882877071603e-05
0.136,1.391196318631867e-05
0.14,1.4093091143602372e-05
0.14400000000000002,1.426224596709459e-05
0.14800000000000002,1.4419437432203837e-05
0.152,1.4564705082715407e-05
0.156,1.4698117317531058e-05
0.16,1.4819770355942929e-05
0.16399999999999998,1.4929787084057547e-05
0.168,1.5028315785231913e-05
0.172,1.5115528759540752e-05
0.17600000000000002,1.5191620841577025e-05
0.18,1.5256807830709887e-05
0.184,1.5311324851338713e-05
0.188,1.535542466204342e-05
0.192,1.5389375932490078e-05
0.196,1.5413461506405167e-05
0.2,1.542797666829558e-05
0.204,1.5433227430829106e-05
0.208,1.54295288588776e-05
0.212,1.5417203445357178e-05
0.21600000000000003,1.53965795533343e-05
0.22,1.5367989938249508e-05
0.22399999999999998,1.533177036311513e-05
0.228,1.5288258317784335e-05
0.23199999999999998,1.5237791850862189e-05
0.236,1.5180708519942647e-05
0.24,1.5117344463096977e-05
0.244,1.5048033592122943e-05
0.248,1.4973106905940533e-05
0.252,1.4892891920685818e-05
0.256,1.4807712211643552e-05
0.26,1.4717887061080516e-05
0.264,1.4623731204781711e-05
0.268,1.4525554668159812e-05
0.272,1.4423662680237874e-05
0.276,1.431835565104482e-05
0.28,1.4209929195496419e-05
0.28400000000000003,1.4098674185185844e-05
0.28800000000000003,1.3984876809475003e-05
0.292,1.3868818629594354e-05
0.29600000000000004,1.3750776613963114e-05
0.3,1.3631023148432151e-05
0.304,1.3509826020172534e-05
0.308,1.3387448377450905e-05
0.312,1.3264148669142129e-05
0.316,1.3140180567865162e-05
0.32,1.3015792880063788e-05
0.324,1.2891229446214333e-05
0.32799999999999996,1.2766729035016737e-05
0.332,1.2642525236504328e-05
0.336,1.2518846359742135e-05
0.34,1.239591534068449e-05
0.34400000000000003,1.2273949664864406e-05
0.34800000000000003,1.2153161308251597e-05
0.35200000000000004,1.2033756698123345e-05
0.35600000000000004,1.1915936694152593e-05
0.36,1.1799896588132732e-05
0.364,1.1685826119134625e-05
0.368,1.1573909499826454e-05
0.37200000000000005,1.1464325449133923e-05
0.376,1.1357247225861192e-05
0.38,1.1252842656967182e-05
0.384,1.1151274153147922e-05
0.38799999999999996,1.1052698703937672e-05
0.392,1.0957267845397373e-05
0.396,1.0865127595634095e-05
0.4,1.0776418356080049e-05
0.40399999999999997,1.0691274778674076e-05
0.408,1.0609825600365995e-05
0.412,1.0532193446828951e-05
0.416,1.045849460752212e-05
0.42,1.0388838785011945e-05
0.424,1.0323328822784401e-05
0.428,1.0262060416902908e-05
0.43200000000000005,1.0205121817110557e-05
0.436,1.015259352247107e-05
0.44,1.0104547976082257e-05
0.444,1.0061049263348787e-05
0.44799999999999995,1.0022152818819846e-05
0.452,9.987905147341385e-06
0.456,9.958343565839188e-06
0.46,9.933495972146494e-06
0.46399999999999997,9.9133806467933e-06
0.46799999999999997,9.898006092639975e-06
0.472,9.887370915872725e-06
0.476,9.881463750536898e-06
0.48,9.880263227886584e-06
0.484,9.883737991572765e-06
0.488,9.891846759807519e-06
0.49200000000000005,9.904538435592946e-06
0.496,9.92175226562308e-06
0.5,9.943418047808997e-06
0.504,9.969456386932414e-06
0.508,9.999778997731112e-06
0.512,1.0034289054483844e-05
0.516,1.0072881585674571e-05
0.52,1.0115443911532977e-05
0.524,1.0161856121257686e-05
0.528,1.0211991585727671e-05
0.532,1.0265717500626623e-05
0.536,1.0322895454026186e-05
0.54,1.03833820114126e-05
0.544,1.044702930994541e-05
0.5479999999999999,1.0513685652678765e-05
0.552,1.058319609285815e-05
0.556,1.0655402998382898e-05
0.56,1.073014658699516e-05
0.5640000000000001,1.0807265423474849e-05
0.5680000000000001,1.0886596870951547e-05
0.5720000000000001,1.0967977489450365e-05
0.5760000000000001,1.1051243376180116e-05
0.58,1.113623044399772e-05
0.584,1.122277463669287e-05
0.588,1.1310712081721513e-05
0.5920000000000001,1.1399879182669599e-05
0.596,1.149011265556722e-05
0.6,1.1581249515703544e-05
0.604,1.167312702456186e-05
0.608,1.176558260889211e-05
0.612,1.185845376483682e-05
0.616,1.1951577959331484e-05
0.62,1.2044792539316764e-05
0.624,1.2137934657304229e-05
0.628,1.2230841219912517e-05
0.632,1.232334886421244e-05
0.636,1.2415293964970757e-05
0.64,1.2506512674027043e-05
0.644,1.2596840991169783e-05
0.648,1.2686114864491447e-05
0.652,1.2774170317939116e-05
0.6559999999999999,1.2860843604778465e-05
0.66,1.2945971387281473e-05
0.664,1.3029390944174933e-05
0.6679999999999999,1.3110940407830573e-05
0.672,1.3190459033126936e-05
0.6759999999999999,1.3267787499807879e-05
0.68,1.3342768250148692e-05
0.684,1.3415245863706713e-05
0.6880000000000001,1.3485067470669782e-05
0.6920000000000001,1.355208320468e-05
0.6960000000000001,1.3616146695103001e-05
0.7000000000000001,1.3677115597736944e-05
0.7040000000000001,1.3734852161901103e-05
0.708,1.378922383061358e-05
0.7120000000000001,1.3840103869304689e-05
0.716,1.388737201744459e-05
0.72,1.3930915156504353e-05
0.7240000000000001,1.3970627986521629e-05
0.728,1.4006413702286098e-05
0.732,1.403818465951218e-05
0.736,1.406586302202889e-05
0.74,1.4089381382792497e-05
0.7440000000000001,1.4108683353402572e-05
0.748,1.4123724117833358e-05
0.752,1.4134470945912156e-05
0.7559999999999999,1.414090366077499e-05
0.76,1.4143015052495676e-05
0.764,1.414081122792835e-05
0.768,1.4134311885235214e-05
0.772,1.4123550501259329e-05
0.7759999999999999,1.4108574421257145e-05
0.78,1.4089444843274689e-05
0.784,1.4066236692564908e-05
0.7879999999999999,1.4039038383734009e-05
0.792,1.4007951469564056e-05
0.7959999999999999,1.397309017658745e-05
0.8,1.3934580829620937e-05
0.804,1.3892561171020351e-05
0.8079999999999999,1.384717958484411e-05
0.812,1.379859424045546e-05
0.8160000000000001,1.374697217361096e-05
0.8200000000000001,1.3692488325325347e-05
0.8240000000000001,1.3635324559500673e-05
0.8280000000000001,1.3575668679497201e-05
0.8320000000000001,1.3513713461895555e-05
0.836,1.344965572314688e-05
0.84,1.3383695431979305e-05
0.8440000000000001,1.3316034877502824e-05
0.848,1.3246877900016893e-05
0.852,1.3176429188635002e-05
0.856,1.3104893647048565e-05
0.86,1.3032475826073474e-05
0.8640000000000001,1.2959379419062365e-05
0.868,1.2885806813917087e-05
0.872,1.281195869344563e-05
0.8759999999999999,1.2738033674186255e-05
0.88,1.2664227972468978e-05
0.884,1.2590735085576666e-05
0.888,1.251774547595548e-05
0.892,1.2445446247788759e-05
0.8959999999999999,1.2374020807412119e-05
0.9,1.2303648501325406e-05
0.904,1.2234504227797826e-05
0.9079999999999999,1.2166758020562503e-05
0.912,1.210057460608748e-05
0.9159999999999999,1.2036112939152611e-05
0.92,1.1973525724150322e-05
0.924,1.1912958930878302e-05
0.9279999999999999,1.1854551313622073e-05
0.932,1.1798433941789707e-05
0.9359999999999999,1.1744729749975129e-05
0.94,1.1693553115231068e-05
0.944,1.1645009469203924e-05
0.948,1.1599194952263814e-05
0.952,1.1556196115714298e-05
0.956,1.151608967663818e-05
0.96,1.147894232815789e-05
0.9640000000000001,1.1444810606297722e-05
0.968,1.1413740813647889e-05
0.972,1.1385768999624792e-05
0.976,1.1360920996777127e-05
0.98,1.1339212511797667e-05
0.9840000000000001,1.1320649268689746e-05
0.988,1.130522720041787e-05
0.992,1.1292932684873615e-05
0.996,1.1283742821313029e-05
1.0,1.1277625744450202e-05
1.004,1.1274540974720716e-05
1.008,1.1274439804216772e-05
1.012,1.1277265717961784e-05
1.016,1.1282954849598906e-05
1.02,1.1291436469620706e-05
1.024,1.1302633503330018e-05
1.028,1.1316463075012704e-05
1.032,1.1332837074395363e-05
1.036,1.1351662741293279e-05
1.04,1.1372843264246966e-05
1.044,1.1396278388608751e-05
1.048,1.1421865028750473e-05
1.052,1.1449497877887438e-05
1.056,1.14790700076969e-05
1.06,1.1510473448709995e-05
1.064,1.1543599741757756e-05
1.068,1.1578340451070992e-05
1.072,1.1614587631358833e-05
1.0759999999999998,1.1652234244285943e-05
1.08,1.1691174523478226e-05
1.084,1.1731304290150916e-05
1.088,1.1772521222699458e-05
1.092,1.1814725083463254e-05
1.0959999999999999,1.1857817905601064e-05
1.1,1.1901704143499644e-05
1.104,1.1946290791354806e-05
1.1079999999999999,1.1991487475952578e-05
1.112,1.2037206530640995e-05
1.1159999999999999,1.2083363057659966e-05
1.12,1.2129874985359344e-05
1.124,1.2176663125603653e-05
1.128,1.2223651235165483e-05
1.132,1.2270766083498978e-05
1.136,1.2317937528172452e-05
1.14,1.236509859837036e-05
1.144,1.2412185585992831e-05
1.148,1.2459138142681197e-05
1.152,1.2505899379432993e-05
1.156,1.2552415963570955e-05
1.16,1.2598638206279928e-05
1.1640000000000001,1.2644520133202686e-05
1.168,1.2690019530533165e-05
1.172,1.2735097958957726e-05
1.176,1.2779720727178372e-05
1.18,1.2823856815897148e-05
1.1840000000000002,1.2867478742974926e-05
1.188,1.2910562361938367e-05
1.192,1.2953086589302043e-05
1.196,1.299503306053319e-05
1.2,1.3036385718874098e-05
1.204,1.307713034506531e-05
1.208,1.311725403905751e-05
1.212,1.3156744666934848e-05
1.216,1.3195590287533662e-05
1.22,1.3233778573739954e-05
1.224,1.3271296243141609e-05
1.228,1.3308128511519254e-05
1.232,1.3344258580740224e-05
1.236,1.33796671702985e-05
1.24,1.3414332099305357e-05
1.244,1.3448227923445128e-05
1.248,1.3481325629559995e-05
1.252,1.3513592389278635e-05
1.256,1.3544991372337407e-05
1.26,1.3575481619639733e-05
1.264,1.3605017975344067e-05
1.268,1.3633551076360205e-05
1.272,1.3661027397013403e-05
1.276,1.3687389346727144e-05
1.28,1.371257541920534e-05
1.284,1.3736520392204745e-05
1.288,1.375915557717419e-05
1.2919999999999998,1.3780409117678774e-05
1.296,1.3800206334771561e-05
1.3,1.3818470116705327e-05
1.304,1.3835121349925668e-05
1.308,1.3850079388198123e-05
1.3119999999999998,1.3863262556780043e-05
1.3159999999999998,1.3874588688375848e-05
1.32,1.3883975686820792e-05
1.324,1.3891342112863791e-05
1.328,1.389660778434001e-05
1.3319999999999999,1.3899694381212113e-05
1.3359999999999999,1.3900526045428213e-05
1.34,1.3899029966862605e-05
1.344,1.3895136949416964e-05
1.348,1.3888781954742929e-05
1.3519999999999999,1.387990462411854e-05
1.3559999999999999,1.3868449781055367e-05
1.36,1.3854367917734498e-05
1.364,1.3837615667334462e-05
1.368,1.381815626217999e-05
1.3719999999999999,1.379595997516705e-05
1.376,1.3771004540029715e-05
1.38,1.3743275545430586e-05
1.384,1.3712766798465102e-05
1.388,1.3679480653971872e-05
1.392,1.3643428306146634e-05
1.396,1.3604630038522397e-05
1.4,1.3563115428314265e-05
1.404,1.3518923502039201e-05
1.4080000000000001,1.3472102841084816e-05
1.412,1.3422711638223176e-05
1.416,1.3370817708785861e-05
1.42,1.3316498462847423e-05
1.4240000000000002,1.3259840846445134e-05
1.4280000000000002,1.320094126013445e-05
1.432,1.3139905462421864e-05
1.436,1.3076848464559548e-05
1.44,1.3011894422177313e-05
1.444,1.2945176528097125e-05
1.4480000000000002,1.2876836909172223e-05
1.452,1.2807026528083132e-05
1.456,1.2735905088793852e-05
1.46,1.2663640941923673e-05
1.464,1.2590410983737971e-05
1.4680000000000002,1.2516400539915901e-05
1.472,1.2441803222840555e-05
1.476,1.2366820749052666e-05
1.48,1.2291662701948925e-05
1.484,1.2216546224243778e-05
1.4880000000000002,1.2141695625822777e-05
1.492,1.2067341895587828e-05
1.496,1.199372210977366e-05
1.5,1.192107873262432e-05
1.504,1.1849658807900741e-05
1.508,1.1779713042305908e-05
1.5119999999999998,1.1711494785542114e-05
1.516,1.1645258916434221e-05
1.52,1.1581260649332694e-05
1.524,1.1519754278454684e-05
1.528,1.1460991879304346e-05
1.5319999999999998,1.1405221986219796e-05
1.536,1.1352688264084616e-05
1.54,1.1303628190732485e-05
1.544,1.125827176478718e-05
1.548,1.1216840251751487e-05
1.5519999999999998,1.1179544979162978e-05
1.556,1.1146586189632706e-05
1.56,1.1118151958665843e-05
1.564,1.1094417182519234e-05
1.568,1.107554264021171e-05
1.5719999999999998,1.1061674133161772e-05
1.5759999999999998,1.105294170537261e-05
1.58,1.1049458946139483e-05
1.584,1.1051322375912526e-05
1.588,1.1058610914841484e-05
1.5919999999999999,1.10713854335032e-05
1.5959999999999999,1.1089688386582397e-05
1.6,1.1113543531969089e-05
1.604,1.114295573860158e-05
1.608,1.1177910885953434e-05
1.6119999999999999,1.1218375856845376e-05
1.6159999999999999,1.1264298624073221e-05
1.62,1.1315608430844463e-05
1.624,1.1372216065629976e-05
1.628,1.1434014233674345e-05
1.632,1.1500878029245178e-05
1.636,1.1572665513644716e-05
1.64,1.1649218403548984e-05
1.644,1.1730362872751774e-05
1.648,1.1815910468613191e-05
1.652,1.1905659142884505e-05
1.656,1.1999394395017814e-05
1.66,1.2096890524259654e-05
1.664,1.219791198463677e-05
1.6680000000000001,1.2302214834483589e-05
1.672,1.2409548269615029e-05
1.676,1.2519656226775258e-05
1.68,1.2632279041749187e-05
1.6840000000000002,1.2747155144566482e-05
1.6880000000000002,1.2864022772408028e-05
1.692,1.2982621678976895e-05
1.696,1.310269481746774e-05
1.7,1.3223989973649042e-05
1.704,1.334626132667204e-05
1.7080000000000002,1.3469270917792443e-05
1.712,1.3592790010085717e-05
1.716,1.3716600324500358e-05
1.72,1.384049513927515e-05
1.724,1.3964280241704787e-05
1.7280000000000002,1.4087774724400049e-05
1.732,1.4210811622691665e-05
1.736,1.4333238394850772e-05
1.74,1.4454917251489792e-05
1.744,1.4575725344560335e-05
1.7480000000000002,1.4695554829557334e-05
1.7519999999999998,1.4814312816613186e-05
1.756,1.4931921227241627e-05
1.76,1.5048316573857129e-05
1.764,1.5163449678832716e-05
1.768,1.5277285348576585e-05
1.7719999999999998,1.5389802015912905e-05
1.776,1.550099136117999e-05
1.78,1.5610857919195617e-05
1.784,1.571941867581683e-05
1.788,1.5826702654441752e-05
1.7919999999999998,1.5932750489726983e-05
1.796,1.6037613983407643e-05
1.8,1.614135563577324e-05
1.804,1.624404814604435e-05
1.808,1.6345773874971863e-05
1.8119999999999998,1.644662426261011e-05
1.8159999999999998,1.6546699193186798e-05
1.82,1.6646106298190335e-05
1.824,1.6744960189740012e-05
1.828,1.6843381619838582e-05
1.8319999999999999,1.6941496566594155e-05
1.8359999999999999,1.7039435254545134e-05
1.84,1.7137331121555077e-05
1.844,1.7235319748296264e-05
1.848,1.7333537767527342e-05
1.8519999999999999,1.743212176947169e-05
1.8559999999999999,1.753120721745413e-05
1.86,1.763092738555236e-05
1.864,1.7731412328282314e-05
1.868,1.7832787891459772e-05
1.8719999999999999,1.7935174772574577e-05
1.876,1.8038687637411454e-05
1.88,1.814343429731925e-05
1.884,1.8249514949316188e-05
1.888,1.8357021479829445e-05
1.892,1.8466036832334623e-05
1.896,1.857663443914551e-05
1.9,1.8688877717812742e-05
1.904,1.8802819632632985e-05
1.908,1.8918502321091868e-05
1.912,1.9035956783438823e-05
1.916,1.9155202631351557e-05
1.92,1.9276247889305087e-05
1.9240000000000002,1.9399088840428766e-05
1.9280000000000002,1.952370990822066e-05
1.932,1.9650083567090256e-05
1.936,1.9778170277595893e-05
1.94,1.9907918444854947e-05
1.944,2.0039264400405886e-05
1.9480000000000002,2.017213240982829e-05
1.952,2.0306434711370425e-05
1.956,2.0442071593806328e-05
1.96,2.0578931523545327e-05
1.964,2.071689133138787e-05
1.9680000000000002,2.085581646846962e-05
1.972,2.0995561338955595e-05
1.976,2.1135969714203325e-05
1.98,2.127687522995439e-05
1.984,2.1418101965093646e-05
1.9880000000000002,2.1559465097995695e-05
1.992,2.1700771635075927e-05
1.996,2.1841821206406112e-05
2.0,2.198240692465821e-05
2.004,2.212231630477169e-05
2.008,2.2261332241439434e-05
2.012,2.2399234039647295e-05
2.016,2.2535798490710042e-05
2.02,2.2670800983469626e-05
2.024,2.2804016638492434e-05
2.028,2.293522145275128e-05
2.032,2.3064193443397448e-05
2.036,2.319071378123601e-05
2.04,2.331456790621243e-05
2.044,2.3435546617396737e-05
2.048,2.355344712850025e-05
2.052,2.366807407793173e-05
2.056,2.3779240480795688e-05
2.06,2.388676860915033e-05
2.064,2.3990490786212627e-05
2.068,2.4090250080812637e-05
2.072,2.418590089110665e-05
2.076,2.4277309410731585e-05
2.08,2.4364353974717504e-05
2.084,2.4446925286196905e-05
2.088,2.4524926529190028e-05
2.092,2.459827337803495e-05
2.096,2.466689391943766e-05
2.1,2.4730728506788994e-05
2.104,2.4789729567008626e-05
2.108,2.4843861378017914e-05
2.112,2.4893099831470107e-05
2.116,2.493743219192784e-05
2.12,2.497685686096389e-05
2.124,2.5011383152740328e-05
2.128,2.5041031085886076e-05
2.1319999999999997,2.5065831194098563e-05
2.136,2.508582435480161e-05
2.14,2.510106163237941e-05
2.144,2.5111604130765678e-05
2.148,2.511752284912053e-05
2.1519999999999997,2.511889853326034e-05
2.156,2.511582151474233e-05
2.16,2.510839153006005e-05
2.164,2.5096717514533846e-05
2.168,2.5080917368336714e-05
2.1719999999999997,2.5061117694427337e-05
2.176,2.5037453508908183e-05
2.18,2.5010067923128415e-05
2.184,2.497911179425094e-05
2.188,2.4944743337997313e-05
2.1919999999999997,2.4907127694994363e-05
2.1959999999999997,2.4866436441854955e-05
2.2,2.4822847040676698e-05
2.204,2.477654222550522e-05
2.208,2.4727709329889407e-05
2.2119999999999997,2.467653956443556e-05
2.2159999999999997,2.4623227256271528e-05
2.22,2.456796906324953e-05
2.224,2.451096317508799e-05
2.228,2.445240851247361e-05
2.2319999999999998,2.439250393414052e-05
2.2359999999999998,2.433144746137692e-05
2.24,2.426943552927426e-05
2.244,2.4206662274172435e-05
2.248,2.4143318866871403e-05
2.252,2.407959290082686e-05
2.256,2.401566784328954e-05
2.26,2.395172255510945e-05
2.264,2.388793088198449e-05
2.268,2.38244613165186e-05
2.272,2.3761476726637114e-05
2.276,2.3699134141846598e-05
2.28,2.3637584585012692e-05
2.2840000000000003,2.35769729348223e-05
2.2880000000000003,2.351743780440055e-05
2.2920000000000003,2.3459111425390673e-05
2.2960000000000003,2.3402119532801277e-05
2.3000000000000003,2.3346581251393205e-05
2.3040000000000003,2.329260898767326e-05
2.3080000000000003,2.3240308333077502e-05
2.312,2.3189777984890897e-05
2.316,2.314110969240306e-05
2.32,2.309438823627257e-05
2.324,2.3049691448428237e-05
2.3280000000000003,2.3007090278161525e-05
