0	1	-0.496189	1.527114	0.290000	0.230000
0	2	-0.545830	1.170536	0.290000	0.230000
0	3	-1.299041	0.943808	0.290000	0.230000
0	4	-0.659023	0.813825	0.290000	0.230000
0	5	-0.394923	0.394923	0.290000	0.230000
0	6	-1.173172	0.450338	0.290000	0.230000
0	7	-1.605703	-0.000000	0.290000	0.230000
0	8	-0.802851	-0.000000	0.290000	0.230000
0	9	-0.394923	-0.394923	0.290000	0.230000
0	10	-1.173172	-0.450338	0.290000	0.230000
0	11	-1.299041	-0.943808	0.290000	0.230000
0	12	-0.659023	-0.813825	0.290000	0.230000
0	13	0.000000	-0.802851	0.290000	0.230000
0	14	-0.545830	-1.170536	0.290000	0.230000
0	15	-0.496189	-1.527114	0.290000	0.230000
0	16	0.000000	-1.605703	0.290000	0.230000
0	17	0.496189	-1.527114	0.290000	0.230000
0	18	0.545830	-1.170536	0.290000	0.230000
0	19	0.659023	-0.813825	0.290000	0.230000
0	20	1.299041	-0.943808	0.290000	0.230000
0	21	1.173172	-0.450338	0.290000	0.230000
0	22	0.394923	-0.394923	0.290000	0.230000
0	23	0.802851	0.000000	0.290000	0.230000
0	24	1.605703	0.000000	0.290000	0.230000
0	25	1.173172	0.450338	0.290000	0.230000
0	26	0.394923	0.394923	0.290000	0.230000
0	27	0.659023	0.813825	0.290000	0.230000
0	28	1.299041	0.943808	0.290000	0.230000
0	29	0.545830	1.170536	0.290000	0.230000
0	30	0.496189	1.527114	0.290000	0.230000
0	31	0.000000	0.802851	0.290000	0.230000
0	32	0.000000	0.000000	0.290000	0.230000

