,M
115890,2257
115891,2197
115892,2127
115893,2065
115894,1995
115895,1930
115896,1858
115897,1792
115898,1717
115899,1646
115900,1574
115901,1497
115902,1426
115903,1347
115904,1271
115905,1196
115906,1115
115907,1039
115908,958
115909,882
115910,800
115911,723
115912,642
115913,564
115914,488
115915,412
115916,335
115917,265
115918,194
115919,125
115920,68
115921,-4
115922,-49
115923,-112
115924,-154
115925,-204
115926,-242
115927,-285
115928,-313
115929,-350
115930,-373
115931,-401
115932,-420
115933,-442
115934,-457
115935,-472
115936,-486
115937,-494
115938,-506
115939,-513
115940,-521
115941,-529
115942,-535
115943,-548
115944,-554
115945,-570
115946,-585
115947,-602
115948,-629
115949,-654
115950,-686
115951,-724
115952,-764
115953,-808
115954,-861
115955,-910
115956,-968
115957,-1024
115958,-1080
115959,-1144
115960,-1195
115961,-1263
115962,-1308
115963,-1372
115964,-1415
115965,-1472
115966,-1516
115967,-1565
115968,-1605
115969,-1651
115970,-1687
115971,-1732
115972,-1769
115973,-1809
115974,-1845
115975,-1887
115976,-1920
115977,-1964
115978,-1993
115979,-2037
115980,-2064
115981,-2103
115982,-2129
115983,-2159
115984,-2184
115985,-2204
115986,-2224
115987,-2235
115988,-2246
115989,-2248
115990,-2251
115991,-2243
115992,-2234
115993,-2221
115994,-2197
115995,-2180
115996,-2146
115997,-2119
115998,-2083
115999,-2044
116000,-2009
116001,-1962
116002,-1924
116003,-1877
116004,-1836
116005,-1789
116006,-1747
116007,-1700
116008,-1657
116009,-1611
116010,-1565
116011,-1518
116012,-1470
116013,-1421
116014,-1367
116015,-1317
116016,-1257
116017,-1204
116018,-1143
116019,-1086
116020,-1026
116021,-969
116022,-915
116023,-861
116024,-816
116025,-771
116026,-735
116027,-705
116028,-676
116029,-657
116030,-642
116031,-624
116032,-616
116033,-596
116034,-584
116035,-555
116036,-528
116037,-482
116038,-430
116039,-362
116040,-278
116041,-181
116042,-68
116043,59
116044,200
116045,350
116046,513
116047,679
116048,850
116049,1026
116050,1194
116051,1367
116052,1526
116053,1685
116054,1832
116055,1969
116056,2100
116057,2215
116058,2328
116059,2423
116060,2517
116061,2597
116062,2673
116063,2743
116064,2803
116065,2860
116066,2910
116067,2956
116068,2994
116069,3032
116070,3056
116071,3082
116072,3098
116073,3108
116074,3114
116075,3113
116076,3103
116077,3095
116078,3070
116079,3053
116080,3015
116081,2988
116082,2942
116083,2901
116084,2848
116085,2794
116086,2730
116087,2670
116088,2590
116089,2520
116090,2433
116091,2348
116092,2255
116093,2160
116094,2059
116095,1960
116096,1853
116097,1754
116098,1642
116099,1547
116100,1437
116101,1342
116102,1241
116103,1144
116104,1053
116105,956
116106,870
116107,774
116108,689
116109,594
116110,506
116111,414
116112,318
116113,227
116114,130
116115,35
116116,-59
116117,-153
116118,-247
116119,-332
116120,-422
116121,-499
116122,-578
116123,-648
116124,-712
116125,-775
116126,-825
116127,-880
116128,-920
116129,-968
116130,-1001
116131,-1042
116132,-1076
116133,-1109
116134,-1145
116135,-1178
116136,-1211
116137,-1248
116138,-1280
116139,-1316
116140,-1350
116141,-1387
116142,-1420
116143,-1453
116144,-1487
116145,-1518
116146,-1550
116147,-1579
116148,-1604
116149,-1631
116150,-1652
116151,-1674
116152,-1688
116153,-1702
116154,-1710
116155,-1712
116156,-1713
116157,-1702
116158,-1694
116159,-1673
116160,-1649
116161,-1626
116162,-1585
116163,-1562
116164,-1517
116165,-1484
116166,-1452
116167,-1412
116168,-1395
116169,-1363
116170,-1353
116171,-1340
116172,-1343
116173,-1342
116174,-1361
116175,-1373
116176,-1399
116177,-1423
116178,-1448
116179,-1476
116180,-1495
116181,-1519
116182,-1526
116183,-1537
116184,-1530
116185,-1523
116186,-1500
116187,-1475
116188,-1437
116189,-1392
116190,-1344
116191,-1285
116192,-1227
116193,-1161
116194,-1096
116195,-1026
116196,-955
116197,-885
116198,-812
116199,-739
116200,-666
116201,-588
116202,-515
116203,-433
116204,-359
116205,-272
116206,-196
116207,-110
116208,-30
116209,54
116210,133
116211,213
116212,287
116213,361
116214,426
116215,492
116216,547
116217,601
116218,648
116219,690
116220,728
116221,760
116222,790
116223,816
116224,839
116225,860
116226,881
116227,896
116228,915
116229,929
116230,945
116231,957
116232,970
116233,980
116234,989
116235,997
116236,1003
116237,1005
116238,1010
116239,1007
116240,1010
116241,1003
116242,1006
116243,998
116244,998
116245,992
116246,993
116247,989
116248,991
116249,993
116250,993
116251,1002
116252,1004
116253,1016
116254,1021
116255,1035
116256,1041
116257,1055
116258,1064
116259,1076
116260,1085
116261,1089
116262,1101
116263,1097
116264,1105
116265,1098
116266,1094
116267,1084
116268,1073
116269,1053
116270,1035
116271,1010
116272,982
116273,953
116274,918
116275,882
116276,847
116277,804
116278,766
116279,724
116280,683
116281,641
116282,601
116283,557
116284,519
116285,478
116286,436
116287,400
116288,355
116289,323
116290,277
116291,242
116292,201
116293,160
116294,124
116295,81
116296,43
116297,3
116298,-37
116299,-77
116300,-116
116301,-158
116302,-195
116303,-237
116304,-276
116305,-318
116306,-358
116307,-399
116308,-443
116309,-482
116310,-528
116311,-566
116312,-612
116313,-649
116314,-695
116315,-727
116316,-770
116317,-797
116318,-834
116319,-857
116320,-884
116321,-900
116322,-918
116323,-925
116324,-935
116325,-933
116326,-932
116327,-925
116328,-914
116329,-902
116330,-885
116331,-864
116332,-847
116333,-821
116334,-803
116335,-774
116336,-755
116337,-728
116338,-709
116339,-683
116340,-668
116341,-643
116342,-632
116343,-610
116344,-599
116345,-584
116346,-571
116347,-561
116348,-547
116349,-538
116350,-522
116351,-512
116352,-495
116353,-480
116354,-460
116355,-444
116356,-417
116357,-403
116358,-373
116359,-356
116360,-332
116361,-315
116362,-296
116363,-287
116364,-273
116365,-275
116366,-268
116367,-280
116368,-283
116369,-297
116370,-308
116371,-323
116372,-331
116373,-343
116374,-341
116375,-341
116376,-323
116377,-304
116378,-264
116379,-226
116380,-161
116381,-102
116382,-15
116383,62
116384,161
116385,253
116386,356
116387,455
116388,552
116389,650
116390,736
116391,826
116392,901
116393,974
116394,1041
116395,1101
116396,1158
116397,1212
116398,1260
116399,1314
116400,1359
116401,1413
116402,1462
116403,1514
116404,1568
116405,1615
116406,1668
116407,1709
116408,1752
116409,1784
116410,1805
116411,1819
116412,1816
116413,1801
116414,1773
116415,1725
116416,1667
116417,1591
116418,1505
116419,1400
116420,1296
116421,1171
116422,1051
116423,919
116424,790
116425,659
116426,533
116427,406
116428,289
116429,174
116430,68
116431,-33
116432,-127
116433,-214
116434,-298
116435,-374
116436,-451
116437,-521
116438,-593
116439,-664
116440,-733
116441,-810
116442,-880
116443,-959
116444,-1040
116445,-1115
116446,-1207
116447,-1281
116448,-1371
116449,-1449
116450,-1528
116451,-1602
116452,-1673
116453,-1729
116454,-1788
116455,-1827
116456,-1862
116457,-1887
116458,-1893
116459,-1901
116460,-1887
116461,-1871
116462,-1848
116463,-1807
116464,-1777
116465,-1726
116466,-1684
116467,-1635
116468,-1587
116469,-1537
116470,-1488
116471,-1442
116472,-1391
116473,-1347
116474,-1298
116475,-1247
116476,-1199
116477,-1141
116478,-1089
116479,-1024
116480,-962
116481,-890
116482,-818
116483,-742
116484,-661
116485,-583
116486,-494
116487,-420
116488,-330
116489,-257
116490,-181
116491,-103
116492,-44
116493,27
116494,84
116495,135
116496,191
116497,233
116498,279
116499,320
116500,359
116501,395
116502,435
116503,468
116504,502
116505,540
116506,566
116507,605
116508,629
116509,662
116510,687
116511,710
116512,734
116513,752
116514,769
116515,787
116516,795
116517,809
116518,817
116519,823
116520,833
116521,831
116522,839
116523,838
116524,839
116525,839
116526,833
116527,830
116528,825
116529,815
116530,809
116531,797
116532,788
116533,780
116534,768
116535,764
116536,754
116537,755
116538,752
116539,756
116540,763
116541,770
116542,783
116543,796
116544,810
116545,827
116546,840
116547,855
116548,864
116549,875
116550,877
116551,883
116552,875
116553,877
116554,861
116555,859
116556,842
116557,835
116558,822
116559,811
116560,809
116561,798
116562,802
116563,800
116564,802
116565,813
116566,811
116567,826
116568,823
116569,833
116570,827
116571,827
116572,814
116573,800
116574,779
116575,749
116576,719
116577,678
116578,633
116579,586
116580,532
116581,479
116582,421
116583,362
116584,302
116585,243
116586,183
116587,121
116588,63
116589,-1
116590,-59
116591,-123
116592,-183
116593,-248
116594,-309
116595,-377
116596,-437
116597,-508
116598,-566
116599,-637
116600,-694
116601,-763
116602,-815
116603,-883
116604,-928
116605,-988
116606,-1034
116607,-1080
116608,-1125
116609,-1162
116610,-1199
116611,-1231
116612,-1257
116613,-1286
116614,-1302
116615,-1323
116616,-1333
116617,-1342
116618,-1345
116619,-1347
116620,-1338
116621,-1332
116622,-1312
116623,-1298
116624,-1267
116625,-1243
116626,-1205
116627,-1168
116628,-1123
116629,-1074
116630,-1022
116631,-961
116632,-901
116633,-828
116634,-755
116635,-677
116636,-587
116637,-501
116638,-398
116639,-301
116640,-192
116641,-81
116642,31
116643,150
116644,263
116645,381
116646,492
116647,605
116648,706
116649,805
116650,894
116651,975
116652,1043
116653,1104
116654,1152
116655,1191
116656,1218
116657,1235
116658,1243
116659,1247
116660,1238
116661,1231
116662,1213
116663,1198
116664,1179
116665,1160
116666,1144
116667,1124
116668,1113
116669,1096
116670,1086
116671,1074
116672,1059
116673,1047
116674,1025
116675,1002
116676,964
116677,919
116678,856
116679,777
116680,675
116681,551
116682,400
116683,223
116684,13
116685,-223
116686,-490
116687,-783
116688,-1103
116689,-1443
116690,-1802
116691,-2169
116692,-2543
116693,-2912
116694,-3274
116695,-3614
116696,-3930
116697,-4213
116698,-4452
116699,-4651
116700,-4789
116701,-4880
116702,-4909
116703,-4882
116704,-4801
116705,-4657
116706,-4473
116707,-4232
116708,-3961
116709,-3653
116710,-3316
116711,-2968
116712,-2600
116713,-2235
116714,-1866
116715,-1507
116716,-1157
116717,-826
116718,-506
116719,-210
116720,72
116721,328
116722,577
116723,798
116724,1016
116725,1210
116726,1403
116727,1580
116728,1754
116729,1917
116730,2075
116731,2230
116732,2373
116733,2516
116734,2643
116735,2770
116736,2883
116737,2984
116738,3079
116739,3156
116740,3226
116741,3279
116742,3322
116743,3350
116744,3370
116745,3377
116746,3375
116747,3361
116748,3345
116749,3315
116750,3287
116751,3246
116752,3205
116753,3158
116754,3108
116755,3054
116756,2992
116757,2933
116758,2861
116759,2790
116760,2714
116761,2624
116762,2543
116763,2441
116764,2349
116765,2240
116766,2138
116767,2020
116768,1915
116769,1795
116770,1684
116771,1570
116772,1456
116773,1347
116774,1236
116775,1132
116776,1027
116777,926
116778,824
116779,726
116780,622
116781,525
116782,416
116783,312
116784,200
116785,81
116786,-38
116787,-167
116788,-302
116789,-435
116790,-584
116791,-724
116792,-879
116793,-1024
116794,-1177
116795,-1323
116796,-1469
116797,-1611
116798,-1744
116799,-1877
116800,-1992
116801,-2113
116802,-2209
116803,-2313
116804,-2391
116805,-2473
116806,-2533
116807,-2593
116808,-2633
116809,-2670
116810,-2687
116811,-2699
116812,-2690
116813,-2675
116814,-2639
116815,-2590
116816,-2529
116817,-2443
116818,-2352
116819,-2236
116820,-2111
116821,-1972
116822,-1816
116823,-1654
116824,-1482
116825,-1302
116826,-1120
116827,-937
116828,-752
116829,-574
116830,-402
116831,-232
116832,-82
116833,68
116834,194
116835,320
116836,419
116837,516
116838,592
116839,657
116840,713
116841,754
116842,785
116843,812
116844,820
116845,831
116846,831
116847,823
116848,816
116849,797
116850,780
116851,754
116852,727
116853,694
116854,657
116855,620
116856,567
116857,526
116858,461
116859,410
116860,335
116861,275
116862,190
116863,120
116864,32
116865,-52
116866,-136
116867,-227
116868,-312
116869,-396
116870,-482
116871,-557
116872,-634
116873,-701
116874,-767
116875,-820
116876,-878
116877,-921
116878,-967
116879,-1008
116880,-1045
116881,-1087
116882,-1125
116883,-1170
116884,-1216
116885,-1269
116886,-1325
116887,-1386
116888,-1455
116889,-1522
116890,-1597
116891,-1668
116892,-1737
116893,-1804
116894,-1859
116895,-1908
116896,-1941
116897,-1958
116898,-1960
116899,-1938
116900,-1904
116901,-1838
116902,-1763
116903,-1660
116904,-1543
116905,-1410
116906,-1258
116907,-1103
116908,-931
116909,-759
116910,-579
116911,-400
116912,-223
116913,-49
116914,122
116915,283
116916,446
116917,589
116918,737
116919,869
116920,994
116921,1119
116922,1225
116923,1335
116924,1432
116925,1521
116926,1611
116927,1684
116928,1758
116929,1824
116930,1879
116931,1936
116932,1974
116933,2020
116934,2048
116935,2079
116936,2101
116937,2114
116938,2135
116939,2136
116940,2150
116941,2145
116942,2151
116943,2144
116944,2142
116945,2134
116946,2123
116947,2113
116948,2094
116949,2084
116950,2058
116951,2040
116952,2016
116953,1986
116954,1962
116955,1927
116956,1898
116957,1861
116958,1828
116959,1787
116960,1751
116961,1707
116962,1668
116963,1617
116964,1574
116965,1516
116966,1467
116967,1400
116968,1341
116969,1266
116970,1193
116971,1112
116972,1024
116973,932
116974,838
116975,735
116976,634
116977,527
116978,419
116979,314
116980,205
116981,103
116982,1
116983,-99
116984,-191
116985,-281
116986,-364
116987,-443
116988,-516
116989,-584
116990,-646
116991,-703
116992,-760
116993,-807
116994,-853
116995,-897
116996,-937
116997,-977
116998,-1011
116999,-1048
117000,-1080
117001,-1115
117002,-1144
117003,-1175
117004,-1204
117005,-1232
117006,-1259
117007,-1283
117008,-1305
117009,-1329
117010,-1342
117011,-1362
117012,-1372
117013,-1382
117014,-1389
117015,-1391
117016,-1391
117017,-1388
117018,-1380
117019,-1373
117020,-1358
117021,-1349
117022,-1328
117023,-1317
117024,-1293
117025,-1280
117026,-1256
117027,-1241
117028,-1215
117029,-1204
117030,-1173
117031,-1162
117032,-1132
117033,-1118
117034,-1090
117035,-1070
117036,-1043
117037,-1020
117038,-994
117039,-968
117040,-943
117041,-915
117042,-893
117043,-865
117044,-844
117045,-821
117046,-802
117047,-781
117048,-764
117049,-746
117050,-730
117051,-716
117052,-695
117053,-683
117054,-658
117055,-643
117056,-615
117057,-592
117058,-562
117059,-531
117060,-499
117061,-459
117062,-427
117063,-380
117064,-346
117065,-301
117066,-262
117067,-222
117068,-178
117069,-141
117070,-98
117071,-62
117072,-18
117073,17
117074,62
117075,99
117076,145
117077,180
117078,230
117079,262
117080,311
117081,340
117082,379
117083,406
117084,430
117085,449
117086,455
117087,460
117088,450
117089,439
117090,414
117091,387
117092,353
117093,317
117094,280
117095,243
117096,209
117097,183
117098,164
117099,155
117100,155
117101,173
117102,196
117103,242
117104,289
117105,360
117106,429
117107,517
117108,604
117109,697
117110,793
117111,885
117112,974
117113,1059
117114,1136
117115,1198
117116,1259
117117,1297
117118,1329
117119,1351
117120,1347
117121,1347
117122,1323
117123,1292
117124,1256
117125,1202
117126,1151
117127,1089
117128,1026
117129,963
117130,896
117131,837
117132,773
117133,724
117134,673
117135,634
117136,598
117137,573
117138,554
117139,543
117140,539
117141,538
117142,545
117143,552
117144,564
117145,570
117146,583
117147,584
117148,591
117149,584
117150,579
117151,563
117152,546
117153,519
117154,492
117155,455
117156,420
117157,380
117158,339
117159,295
117160,259
117161,209
117162,180
117163,131
117164,103
117165,62
117166,31
117167,-4
117168,-37
117169,-68
117170,-102
117171,-135
117172,-169
117173,-203
117174,-238
117175,-273
117176,-308
117177,-343
117178,-376
117179,-409
117180,-438
117181,-469
117182,1
117183,-1
117184,1
117185,-1
117186,1
117187,-1
117188,0
117189,1
117190,-1
117191,1
117192,-1
117193,0
117194,1
117195,-1
117196,1
117197,0
117198,-1
117199,1
117200,-1
117201,1
117202,-1
117203,1
117204,0
117205,-2
117206,3
117207,-3
117208,2
117209,0
117210,-2
117211,3
117212,-3
117213,2
117214,-1
117215,1
117216,-1
117217,1
117218,-1
117219,1
117220,0
117221,-1
117222,1
117223,0
117224,-1
117225,2
117226,-2
117227,0
117228,2
117229,-3
117230,3
117231,-2
117232,1
117233,0
117234,-1
117235,1
117236,0
117237,0
117238,0
117239,0
117240,0
117241,0
117242,1
117243,-2
117244,2
117245,-1
117246,-1
117247,3
117248,-4
117249,4
117250,-3
117251,1
117252,0
117253,0
117254,0
117255,0
117256,0
117257,0
117258,1
117259,-2
117260,2
117261,-2
117262,3
117263,-3
117264,3
117265,-4
117266,4
117267,-3
117268,3
117269,-3
117270,2
117271,-1
117272,0
117273,1
117274,-1
117275,1
117276,0
117277,-1
117278,1
117279,-1
117280,1
117281,0
117282,-1
117283,1
117284,-1
117285,1
117286,-1
117287,1
117288,-2
117289,2
117290,-1
117291,0
117292,1
117293,-2
117294,3
117295,-3
117296,2
117297,-1
117298,0
117299,1
117300,-1
117301,1
117302,-1
117303,0
117304,1
117305,-2
117306,2
117307,-1
117308,1
117309,-2
117310,2
117311,-1
117312,0
117313,1
117314,-2
117315,2
117316,-1
117317,0
117318,1
117319,-2
117320,2
117321,-2
117322,1
117323,0
117324,1
117325,-3
117326,4
117327,-4
117328,2
117329,1
117330,-3
117331,5
117332,-6
117333,5
117334,-3
117335,2
117336,-1
117337,-1
117338,1
117339,0
117340,1
117341,-3
117342,4
117343,-5
117344,5
117345,-4
117346,2
117347,0
117348,-1
117349,1
117350,-1
117351,1
117352,-1
117353,1
117354,-1
117355,1
117356,-1
117357,1
117358,-1
117359,1
117360,0
117361,-1
117362,1
117363,-1
117364,2
117365,-2
117366,1
117367,-1
117368,2
117369,-3
117370,4
117371,-5
117372,4
117373,-2
117374,0
117375,2
117376,-3
117377,2
117378,-1
117379,0
117380,1
117381,-1
117382,1
117383,-1
117384,1
117385,-1
117386,0
117387,2
117388,-3
117389,3
117390,-3
117391,2
117392,0
117393,-1
117394,2
117395,-4
117396,4
117397,-2
117398,1
117399,0
117400,-1
117401,1
117402,-1
117403,1
117404,0
117405,-1
117406,1
117407,-1
117408,2
117409,-2
117410,2
117411,-3
117412,3
117413,-1
117414,0
117415,0
117416,-1
117417,2
117418,-2
117419,2
117420,-2
117421,1
117422,0
117423,0
117424,0
117425,0
117426,0
117427,0
117428,0
117429,0
117430,1
117431,-2
117432,2
117433,-2
117434,2
117435,-1
117436,0
117437,1
117438,-2
117439,2
117440,-2
117441,1
117442,0
117443,1
117444,-2
117445,2
117446,-2
117447,1
117448,0
117449,0
117450,-1
117451,2
117452,-1
117453,-1
117454,1
117455,-2
117456,3
117457,-2
117458,1
117459,-1
117460,0
117461,1
117462,-1
117463,1
117464,-1
117465,0
117466,2
117467,-3
117468,3
117469,-2
117470,1
117471,0
117472,0
117473,0
117474,1
117475,-2
117476,2
117477,-2
117478,2
117479,-1
117480,-1
117481,3
117482,-4
117483,3
117484,-1
117485,-1
117486,2
117487,-1
117488,-1
117489,3
117490,-4
117491,4
117492,-3
117493,2
117494,-1
117495,0
117496,1
117497,-1
117498,1
117499,-1
117500,0
117501,1
117502,-1
117503,1
117504,-1
117505,0
117506,0
117507,0
117508,1
117509,-1
117510,0
117511,0
117512,0
117513,0
117514,1
117515,-2
117516,2
117517,-2
117518,2
117519,-1
117520,0
117521,0
117522,0
117523,1
117524,-2
117525,2
117526,-1
117527,1
117528,-1
117529,0
117530,0
117531,1
117532,-1
117533,1
117534,-2
117535,2
117536,-1
117537,0
117538,0
117539,1
117540,-2
117541,2
117542,-1
117543,-1
117544,2
117545,-2
117546,1
117547,1
117548,-3
117549,3
117550,-3
117551,3
117552,-2
117553,1
117554,0
117555,-1
117556,2
117557,-3
117558,3
117559,-2
117560,2
117561,-2
117562,0
117563,2
117564,-3
117565,4
117566,-5
117567,4
117568,-2
117569,1
117570,-1
117571,1
117572,-1
117573,1
117574,0
117575,-1
117576,1
117577,-1
117578,1
117579,-1
117580,2
117581,-4
117582,4
117583,-3
117584,2
117585,-1
117586,0
117587,0
117588,0
117589,0
117590,1
117591,-1
117592,1
117593,-1
117594,0
117595,2
117596,-3
117597,4
117598,-4
117599,3
117600,-2
117601,1
117602,0
117603,-1
117604,1
117605,0
117606,-1
117607,2
117608,-3
117609,2
117610,-1
117611,1
117612,-1
117613,0
117614,0
117615,-1
117616,2
117617,-2
117618,1
117619,-1
117620,2
117621,-2
117622,1
117623,-1
117624,1
117625,0
117626,-1
117627,1
117628,-1
117629,1
117630,-1
117631,1
117632,-1
117633,0
117634,1
117635,-1
117636,1
117637,0
117638,-2
117639,3
117640,-3
117641,2
117642,-1
117643,1
117644,-1
117645,1
117646,-2
117647,2
117648,-1
117649,0
117650,1
117651,-2
117652,1
117653,1
117654,-2
117655,2
117656,-1
117657,-1
117658,3
117659,-3
117660,1
117661,1
117662,-2
117663,3
117664,-3
117665,1
117666,1
117667,-2
117668,3
117669,-3
117670,1
117671,1
117672,-2
117673,3
117674,-3
117675,1
117676,0
117677,0
117678,1
117679,-1
117680,0
117681,0
117682,0
117683,0
117684,0
117685,0
117686,0
117687,0
117688,-1
117689,1
117690,0
117691,0
117692,0
117693,-1
117694,1
117695,0
117696,0
117697,0
117698,0
117699,0
117700,-1
117701,2
117702,-2
117703,2
117704,-2
117705,1
117706,-1
117707,2
117708,-2
117709,1
117710,0
117711,-1
117712,2
117713,-2
117714,2
117715,-2
117716,1
117717,0
117718,0
117719,0
117720,-1
117721,1
117722,-1
117723,1
117724,-1
117725,0
117726,1
117727,-2
117728,2
117729,-2
117730,2
117731,-2
117732,1
117733,0
117734,0
117735,0
117736,0
117737,0
117738,0
117739,1
117740,-1
117741,0
117742,1
117743,-2
117744,3
117745,-3
117746,2
117747,-2
117748,2
117749,-2
117750,2
117751,-2
117752,2
117753,-2
117754,1
117755,0
117756,0
117757,0
117758,0
117759,0
117760,0
117761,-1
117762,2
117763,-2
117764,2
117765,-2
117766,1
117767,-1
117768,2
117769,-2
117770,2
117771,-3
117772,4
117773,-5
117774,5
117775,-4
117776,3
117777,-2
117778,1
117779,-1
117780,1
117781,0
117782,0
117783,0
117784,-1
117785,2
117786,-2
117787,2
117788,-1
117789,-1
117790,2
117791,-3
117792,4
117793,-4
117794,4
117795,-4
117796,3
117797,-2
117798,2
117799,-1
117800,0
117801,0
117802,1
117803,-1
117804,0
117805,1
117806,-2
117807,3
117808,-3
117809,2
117810,-2
117811,3
117812,-4
117813,4
117814,-3
117815,1
117816,1
117817,-3
117818,4
117819,-4
117820,3
117821,-1
117822,-1
117823,2
117824,-3
117825,4
117826,-4
117827,4
117828,-3
117829,1
117830,0
117831,0
117832,-1
117833,2
117834,-2
117835,2
117836,-2
117837,1
117838,0
117839,0
117840,0
117841,-1
117842,2
117843,-3
117844,4
117845,-5
117846,5
117847,-4
117848,2
117849,-1
117850,0
117851,1
117852,-1
117853,1
117854,-1
117855,0
117856,1
117857,-1
117858,0
117859,2
117860,-4
117861,5
117862,-5
117863,4
117864,-3
117865,3
117866,-3
117867,2
117868,-1
117869,0
117870,1
117871,-1
117872,0
117873,0
117874,0
117875,0
117876,1
117877,-2
117878,2
117879,-3
117880,4
117881,-4
117882,4
117883,-3
117884,1
117885,0
117886,-1
117887,2
117888,-2
117889,2
117890,-2
117891,1
117892,0
117893,-1
117894,2
117895,-2
117896,2
117897,-2
117898,1
117899,0
117900,-1
117901,2
117902,-2
117903,2
117904,-2
117905,2
117906,-2
117907,1
117908,0
117909,-1
117910,2
117911,-1
117912,-2
117913,4
117914,-6
117915,7
117916,-6
117917,5
117918,-4
117919,2
117920,0
117921,-1
117922,1
117923,0
117924,-2
117925,3
117926,-2
117927,0
117928,1
117929,-2
117930,2
117931,-1
117932,1
117933,-1
117934,0
117935,0
117936,0
117937,1
117938,-1
117939,1
117940,-2
117941,3
117942,-3
117943,2
117944,-1
117945,0
117946,1
117947,-1
117948,0
117949,0
117950,0
117951,0
117952,0
117953,0
117954,0
117955,-1
117956,2
117957,-3
117958,3
117959,-3
117960,3
117961,-2
117962,0
117963,1
117964,-1
117965,1
117966,-1
117967,1
117968,-1
117969,1
117970,0
117971,-2
117972,4
117973,-5
117974,5
117975,-4
117976,3
117977,-2
117978,1
117979,0
117980,0
117981,-1
117982,1
117983,0
117984,0
117985,0
117986,-1
117987,1
117988,0
117989,-1
117990,2
117991,-3
117992,4
117993,-4
117994,3
117995,-2
117996,1
117997,0
117998,0
117999,0
118000,0
118001,0
118002,0
118003,0
118004,0
118005,-1
118006,2
118007,-1
118008,-1
118009,3
118010,-5
118011,5
118012,-4
118013,3
118014,-1
118015,-1
118016,2
118017,-4
118018,5
118019,-4
118020,2
118021,0
118022,-2
118023,3
118024,-3
118025,2
118026,0
118027,-1
118028,2
118029,-3
118030,2
118031,0
118032,-1
118033,1
118034,-1
118035,1
118036,-1
118037,1
118038,-2
118039,2
118040,-1
118041,1
118042,-1
118043,0
118044,1
118045,-2
118046,3
118047,-4
118048,4
118049,-3
118050,2
118051,-2
118052,1
118053,0
118054,1
118055,-2
118056,2
118057,-2
118058,2
118059,-1
118060,0
118061,1
118062,-1
118063,1
118064,-1
118065,0
118066,1
118067,-1
118068,1
118069,0
118070,-2
118071,3
118072,-3
118073,3
118074,-3
118075,3
118076,-2
118077,1
118078,-1
118079,1
118080,-2
118081,3
118082,-3
118083,2
118084,-1
118085,0
118086,0
118087,0
118088,1
118089,-2
118090,2
118091,-1
118092,0
118093,0
118094,0
118095,-1
118096,2
118097,-2
118098,1
118099,0
118100,0
118101,-1
118102,1
118103,0
118104,-1
118105,2
118106,-2
118107,1
118108,0
118109,-1
118110,1
118111,0
118112,-1
118113,2
118114,-3
118115,3
118116,-2
118117,1
118118,0
118119,-1
118120,2
118121,-2
118122,1
118123,0
118124,0
118125,0
118126,0
118127,-1
118128,2
118129,-2
118130,2
118131,-2
118132,1
118133,0
118134,-1
118135,1
118136,0
118137,0
118138,0
118139,-1
118140,1
118141,-1
118142,2
118143,-2
118144,2
118145,-3
118146,3
118147,-2
118148,2
118149,-2
118150,2
118151,-3
118152,4
118153,-4
118154,4
118155,-4
118156,3
118157,-1
118158,-1
118159,2
118160,-3
118161,3
118162,-2
118163,1
118164,0
118165,-1
118166,0
118167,2
118168,-3
118169,3
118170,-3
118171,3
118172,-3
118173,3
118174,-3
118175,2
118176,-1
118177,1
118178,-2
118179,3
118180,-3
118181,2
118182,-1
118183,1
118184,-1
118185,1
118186,-1
118187,0
118188,2
118189,-3
118190,3
118191,-3
118192,2
118193,0
118194,0
118195,-1
118196,1
118197,-1
118198,2
118199,-2
118200,1
118201,-1
118202,1
118203,0
118204,-1
118205,1
118206,0
118207,-1
118208,1
118209,-1
118210,1
118211,0
118212,-1
118213,2
118214,-3
118215,4
118216,-4
118217,2
118218,0
118219,-1
118220,2
118221,-2
118222,2
118223,-3
118224,4
118225,-4
118226,4
118227,-3
118228,1
118229,0
118230,-1
118231,3
118232,-4
118233,3
118234,-2
118235,1
118236,0
118237,0
118238,-1
118239,2
118240,-1
118241,-1
118242,2
118243,-2
118244,2
118245,-1
118246,-1
118247,2
118248,-2
118249,2
118250,-1
118251,0
118252,0
118253,1
118254,-2
118255,2
118256,0
118257,-1
118258,1
118259,-1
118260,1
118261,-1
118262,1
118263,-1
118264,1
118265,0
118266,-1
118267,0
118268,1
118269,-1
118270,2
118271,-2
118272,0
118273,1
118274,-1
118275,2
118276,-2
118277,1
118278,-1
118279,1
118280,0
118281,0
118282,-1
118283,1
118284,-1
118285,2
118286,-1
118287,0
118288,-1
118289,1
118290,0
118291,1
118292,-1
118293,0
118294,0
118295,0
118296,0
118297,1
118298,-2
118299,2
118300,-1
118301,0
118302,0
118303,0
118304,0
118305,1
118306,-2
118307,2
118308,-2
118309,2
118310,-1
118311,-1
118312,2
118313,-2
118314,2
118315,-2
118316,2
118317,-2
118318,1
118319,1
118320,-3
118321,4
118322,-4
118323,4
118324,-4
118325,4
118326,-4
118327,4
118328,-4
118329,3
118330,-2
118331,2
118332,-2
118333,1
118334,-1
118335,1
118336,0
118337,-1
118338,1
118339,-1
118340,1
118341,-1
118342,1
118343,0
118344,0
118345,-1
