,M
111129,-1
111130,1
111131,-1
111132,1
111133,0
111134,-1
111135,1
111136,-1
111137,2
111138,-2
111139,1
111140,0
111141,-1
111142,2
111143,-2
111144,1
111145,0
111146,0
111147,0
111148,0
111149,0
111150,-1
111151,1
111152,-1
111153,1
111154,-1
111155,1
111156,-1
111157,1
111158,-2
111159,3
111160,-4
111161,4
111162,-3
111163,2
111164,-1
111165,0
111166,0
111167,0
111168,0
111169,0
111170,0
111171,0
111172,0
111173,0
111174,0
111175,-1
111176,1
111177,-1
111178,1
111179,0
111180,-1
111181,1
111182,-1
111183,1
111184,0
111185,-1
111186,1
111187,-1
111188,2
111189,-2
111190,1
111191,0
111192,-2
111193,4
111194,-4
111195,3
111196,-2
111197,2
111198,-3
111199,4
111200,-4
111201,3
111202,-2
111203,2
111204,-2
111205,1
111206,1
111207,-4
111208,7
111209,-7
111210,5
111211,-3
111212,0
111213,2
111214,-2
111215,2
111216,-1
111217,-1
111218,1
111219,0
111220,0
111221,0
111222,1
111223,-2
111224,2
111225,-1
111226,0
111227,1
111228,0
111229,-2
111230,3
111231,-4
111232,4
111233,-2
111234,1
111235,-1
111236,0
111237,0
111238,0
111239,1
111240,-1
111241,1
111242,-2
111243,2
111244,-1
111245,0
111246,1
111247,-1
111248,0
111249,1
111250,-2
111251,2
111252,0
111253,-2
111254,3
111255,-3
111256,2
111257,0
111258,-1
111259,0
111260,2
111261,-3
111262,4
111263,-5
111264,4
111265,-2
111266,1
111267,0
111268,-1
111269,1
111270,0
111271,0
111272,-1
111273,2
111274,-2
111275,2
111276,-1
111277,-1
111278,2
111279,-2
111280,1
111281,0
111282,0
111283,0
111284,-1
111285,2
111286,-4
111287,6
111288,-6
111289,5
111290,-3
111291,1
111292,1
111293,-3
111294,4
111295,-3
111296,2
111297,-1
111298,-1
111299,2
111300,-2
111301,2
111302,-2
111303,2
111304,-2
111305,2
111306,-2
111307,2
111308,-1
111309,0
111310,1
111311,-2
111312,2
111313,-1
111314,0
111315,0
111316,0
111317,0
111318,0
111319,0
111320,-1
111321,1
111322,0
111323,0
111324,0
111325,-1
111326,1
111327,-1
111328,2
111329,-2
111330,2
111331,-3
111332,3
111333,-3
111334,4
111335,-3
111336,1
111337,0
111338,-1
111339,2
111340,-1
111341,0
111342,0
111343,1
111344,-2
111345,3
111346,-4
111347,4
111348,-4
111349,4
111350,-3
111351,2
111352,-1
111353,-1
111354,2
111355,-2
111356,2
111357,-2
111358,2
111359,-2
111360,1
111361,0
111362,0
111363,-1
111364,2
111365,-3
111366,4
111367,-4
111368,2
111369,0
111370,-1
111371,2
111372,-2
111373,1
111374,-1
111375,1
111376,0
111377,-1
111378,3
111379,-4
111380,3
111381,-2
111382,1
111383,1
111384,-3
111385,4
111386,-4
111387,4
111388,-4
111389,4
111390,-4
111391,4
111392,-4
111393,3
111394,-1
111395,0
111396,0
111397,0
111398,-1
111399,2
111400,-3
111401,3
111402,-2
111403,1
111404,0
111405,-1
111406,0
111407,2
111408,-3
111409,3
111410,-3
111411,3
111412,-2
111413,1
111414,-2
111415,3
111416,-4
111417,4
111418,-3
111419,2
111420,0
111421,-2
111422,2
111423,-1
111424,0
111425,2
111426,-3
111427,2
111428,0
111429,-2
111430,3
111431,-3
111432,1
111433,1
111434,-2
111435,2
111436,-2
111437,2
111438,-2
111439,2
111440,-2
111441,2
111442,-2
111443,2
111444,-1
111445,0
111446,1
111447,-1
111448,0
111449,1
111450,-2
111451,2
111452,0
111453,-2
111454,2
111455,-2
111456,2
111457,-2
111458,2
111459,-3
111460,4
111461,-3
111462,1
111463,1
111464,-2
111465,2
111466,-1
111467,-1
111468,3
111469,-3
111470,2
111471,-1
111472,0
111473,0
111474,1
111475,-2
111476,2
111477,-1
111478,-1
111479,2
111480,-1
111481,0
111482,1
111483,-2
111484,2
111485,-2
111486,3
111487,-3
111488,2
111489,-1
111490,0
111491,1
111492,-1
111493,1
111494,-2
111495,2
111496,-1
111497,0
111498,1
111499,-2
111500,2
111501,-1
111502,-1
111503,2
111504,-3
111505,3
111506,-2
111507,1
111508,-1
111509,1
111510,-1
111511,1
111512,-1
111513,1
111514,-1
111515,1
111516,-1
111517,1
111518,-1
111519,1
111520,-1
111521,0
111522,1
111523,-2
111524,3
111525,-3
111526,2
111527,-1
111528,0
111529,0
111530,1
111531,-2
111532,2
111533,-1
111534,0
111535,0
111536,1
111537,-2
111538,3
111539,-3
111540,2
111541,-1
111542,1
111543,0
111544,-1
111545,1
111546,-1
111547,1
111548,-1
111549,1
111550,-2
111551,3
111552,-2
111553,0
111554,1
111555,-2
111556,2
111557,0
111558,-1
111559,1
111560,-2
111561,2
111562,0
111563,-1
111564,1
111565,-2
111566,3
111567,-3
111568,4
111569,-5
111570,4
111571,-2
111572,0
111573,2
111574,-3
111575,2
111576,-1
111577,0
111578,1
111579,-1
111580,1
111581,-2
111582,2
111583,-1
111584,1
111585,0
111586,-2
111587,2
111588,-1
111589,0
111590,2
111591,-4
111592,4
111593,-4
111594,4
111595,-3
111596,2
111597,-2
111598,2
111599,-1
111600,0
111601,1
111602,-2
111603,2
111604,-1
111605,1
111606,-1
111607,1
111608,-1
111609,0
111610,1
111611,-1
111612,1
111613,-1
111614,0
111615,1
111616,-1
111617,1
111618,-2
111619,2
111620,0
111621,-1
111622,2
111623,-3
111624,3
111625,-2
111626,1
111627,0
111628,0
111629,0
111630,0
111631,-1
111632,2
111633,-3
111634,4
111635,-4
111636,3
111637,-2
111638,1
111639,-1
111640,2
111641,-3
111642,4
111643,-5
111644,5
111645,-5
111646,5
111647,-4
111648,2
111649,0
111650,-1
111651,1
111652,0
111653,-1
111654,1
111655,0
111656,0
111657,0
111658,0
111659,-1
111660,2
111661,-1
111662,0
111663,1
111664,-2
111665,2
111666,-1
111667,1
111668,-1
111669,1
111670,-1
111671,0
111672,2
111673,-3
111674,3
111675,-3
111676,2
111677,-1
111678,1
111679,-2
111680,3
111681,-4
111682,3
111683,-2
111684,2
111685,-2
111686,2
111687,-3
111688,3
111689,-2
111690,1
111691,0
111692,0
111693,-1
111694,1
111695,0
111696,-1
111697,2
111698,-2
111699,1
111700,0
111701,0
111702,-1
111703,2
111704,-2
111705,1
111706,0
111707,-1
111708,1
111709,-1
111710,1
111711,-1
111712,1
111713,-1
111714,1
111715,-1
111716,1
111717,-1
111718,2
111719,-3
111720,4
111721,-5
111722,6
111723,-6
111724,5
111725,-4
111726,4
111727,-4
111728,4
111729,-4
111730,3
111731,-1
111732,0
111733,1
111734,-2
111735,2
111736,-2
111737,3
111738,-3
111739,2
111740,-1
111741,0
111742,1
111743,-2
111744,3
111745,-3
111746,2
111747,-1
111748,0
111749,0
111750,1
111751,-2
111752,2
111753,-1
111754,-1
111755,2
111756,-2
111757,2
111758,-2
111759,2
111760,-2
111761,1
111762,0
111763,0
111764,0
111765,0
111766,0
111767,-1
111768,2
111769,-2
111770,2
111771,-2
111772,2
111773,-3
111774,3
111775,-2
111776,1
111777,0
111778,-1
111779,1
111780,-1
111781,0
111782,1
111783,-1
111784,1
111785,-1
111786,0
111787,1
111788,-1
111789,1
111790,0
111791,-1
111792,1
111793,-1
111794,1
111795,0
111796,-1
111797,1
111798,-1
111799,1
111800,0
111801,-1
111802,0
111803,2
111804,-2
111805,2
111806,-2
111807,1
111808,0
111809,0
111810,0
111811,0
111812,1
111813,-2
111814,2
111815,-2
111816,1
111817,1
111818,-1
111819,0
111820,1
111821,-3
111822,4
111823,-3
111824,2
111825,-1
111826,-1
111827,2
111828,-2
111829,2
111830,-1
111831,0
111832,-1
111833,2
111834,-2
111835,2
111836,-2
111837,1
111838,0
111839,0
111840,0
111841,-1
111842,2
111843,-2
111844,2
111845,-1
111846,-1
111847,2
111848,-2
111849,2
111850,-2
111851,3
111852,-5
111853,6
111854,-6
111855,5
111856,-3
111857,1
111858,0
111859,0
111860,0
111861,0
111862,-1
111863,2
111864,-3
111865,4
111866,-4
111867,4
111868,-4
111869,3
111870,-2
111871,1
111872,0
111873,0
111874,-1
111875,2
111876,-3
111877,4
111878,-4
111879,3
111880,-2
111881,1
111882,0
111883,0
111884,0
111885,0
111886,-1
111887,1
111888,0
111889,0
111890,0
111891,-1
111892,1
111893,0
111894,-1
111895,2
111896,-3
111897,3
111898,-3
111899,4
111900,-5
111901,5
111902,-4
111903,3
111904,-2
111905,1
111906,-1
111907,2
111908,-3
111909,4
111910,-5
111911,5
111912,-4
111913,3
111914,-2
111915,0
111916,2
111917,-2
111918,2
111919,-2
111920,0
111921,2
111922,-2
111923,1
111924,0
111925,-1
111926,2
111927,-2
111928,0
111929,2
111930,-2
111931,2
111932,-2
111933,1
111934,0
111935,0
111936,0
111937,-1
111938,1
111939,1
111940,-2
111941,2
111942,-2
111943,1
111944,0
111945,0
111946,0
111947,0
111948,0
111949,1
111950,-3
111951,4
111952,-5
111953,6
111954,-5
111955,4
111956,-4
111957,3
111958,-2
111959,2
111960,-1
111961,-1
111962,2
111963,-2
111964,2
111965,-2
111966,2
111967,-2
111968,3
111969,-3
111970,2
111971,-1
111972,1
111973,-1
111974,1
111975,-1
111976,0
111977,1
111978,-1
111979,1
111980,-1
111981,0
111982,0
111983,1
111984,-1
111985,1
111986,0
111987,-2
111988,3
111989,-3
111990,3
111991,-2
111992,1
111993,-1
111994,1
111995,-1
111996,1
111997,-1
111998,941
111999,942
112000,942
112001,934
112002,926
112003,914
112004,898
112005,886
112006,871
112007,862
112008,853
112009,852
112010,848
112011,857
112012,862
112013,876
112014,889
112015,902
112016,920
112017,924
112018,941
112019,938
112020,940
112021,935
112022,916
112023,904
112024,876
112025,852
112026,819
112027,791
112028,754
112029,726
112030,694
112031,666
112032,641
112033,618
112034,595
112035,576
112036,554
112037,532
112038,510
112039,481
112040,449
112041,415
112042,367
112043,326
112044,266
112045,211
112046,149
112047,84
112048,19
112049,-47
112050,-110
112051,-172
112052,-226
112053,-280
112054,-325
112055,-362
112056,-398
112057,-421
112058,-444
112059,-458
112060,-465
112061,-472
112062,-469
112063,-470
112064,-462
112065,-458
112066,-449
112067,-445
112068,-442
112069,-444
112070,-453
112071,-471
112072,-497
112073,-542
112074,-595
112075,-674
112076,-764
112077,-878
112078,-1009
112079,-1158
112080,-1325
112081,-1506
112082,-1691
112083,-1888
112084,-2074
112085,-2260
112086,-2425
112087,-2575
112088,-2689
112089,-2779
112090,-2822
112091,-2832
112092,-2797
112093,-2715
112094,-2599
112095,-2439
112096,-2251
112097,-2032
112098,-1795
112099,-1544
112100,-1288
112101,-1033
112102,-789
112103,-557
112104,-348
112105,-155
112106,5
112107,148
112108,262
112109,354
112110,434
112111,490
112112,540
112113,583
112114,619
112115,661
112116,698
112117,745
112118,792
112119,848
112120,899
112121,963
112122,1012
112123,1075
112124,1112
112125,1163
112126,1182
112127,1210
112128,1212
112129,1209
112130,1191
112131,1167
112132,1129
112133,1092
112134,1041
112135,999
112136,946
112137,907
112138,860
112139,829
112140,796
112141,774
112142,757
112143,747
112144,743
112145,747
112146,752
112147,764
112148,783
112149,797
112150,827
112151,844
112152,876
112153,904
112154,932
112155,962
112156,989
112157,1013
112158,1034
112159,1051
112160,1055
112161,1056
112162,1044
112163,1021
112164,984
112165,940
112166,875
112167,811
112168,727
112169,641
112170,550
112171,455
112172,363
112173,277
112174,191
112175,128
112176,60
112177,22
112178,-16
112179,-29
112180,-34
112181,-28
112182,-6
112183,18
112184,51
112185,86
112186,122
112187,154
112188,192
112189,210
112190,240
112191,251
112192,267
112193,277
112194,283
112195,289
112196,296
112197,301
112198,311
112199,321
112200,330
112201,343
112202,347
112203,353
112204,345
112205,330
112206,298
112207,251
112208,184
112209,92
112210,-16
112211,-158
112212,-307
112213,-489
112214,-680
112215,-885
112216,-1099
112217,-1313
112218,-1523
112219,-1725
112220,-1909
112221,-2076
112222,-2213
112223,-2327
112224,-2408
112225,-2455
112226,-2479
112227,-2461
112228,-2427
112229,-2359
112230,-2277
112231,-2174
112232,-2063
112233,-1939
112234,-1813
112235,-1690
112236,-1560
112237,-1443
112238,-1324
112239,-1211
112240,-1107
112241,-1001
112242,-898
112243,-802
112244,-693
112245,-597
112246,-483
112247,-376
112248,-259
112249,-139
112250,-21
112251,105
112252,226
112253,343
112254,461
112255,563
112256,667
112257,751
112258,827
112259,895
112260,942
112261,990
112262,1014
112263,1041
112264,1054
112265,1064
112266,1072
112267,1073
112268,1084
112269,1084
112270,1097
112271,1103
112272,1119
112273,1131
112274,1151
112275,1162
112276,1183
112277,1193
112278,1209
112279,1215
112280,1224
112281,1220
112282,1222
112283,1207
112284,1200
112285,1178
112286,1153
112287,1127
112288,1084
112289,1046
112290,989
112291,930
112292,855
112293,773
112294,677
112295,566
112296,449
112297,313
112298,173
112299,24
112300,-133
112301,-284
112302,-437
112303,-580
112304,-709
112305,-822
112306,-911
112307,-977
112308,-1013
112309,-1020
112310,-996
112311,-945
112312,-861
112313,-765
112314,-633
112315,-507
112316,-354
112317,-213
112318,-67
112319,62
112320,184
112321,278
112322,360
112323,410
112324,439
112325,444
112326,424
112327,385
112328,327
112329,254
112330,173
112331,79
112332,-14
112333,-111
112334,-207
112335,-296
112336,-383
112337,-463
112338,-532
112339,-599
112340,-648
112341,-699
112342,-728
112343,-758
112344,-769
112345,-772
112346,-766
112347,-739
112348,-712
112349,-661
112350,-606
112351,-536
112352,-458
112353,-371
112354,-281
112355,-183
112356,-91
112357,3
112358,89
112359,171
112360,235
112361,300
112362,333
112363,376
112364,384
112365,396
112366,387
112367,373
112368,352
112369,322
112370,295
112371,259
112372,226
112373,197
112374,161
112375,136
112376,104
112377,78
112378,46
112379,19
112380,-14
112381,-46
112382,-83
112383,-121
112384,-161
112385,-201
112386,-242
112387,-279
112388,-315
112389,-344
112390,-369
112391,-389
112392,-395
112393,-402
112394,-394
112395,-385
112396,-369
112397,-343
112398,-324
112399,-290
112400,-267
112401,-230
112402,-205
112403,-165
112404,-136
112405,-95
112406,-50
112407,-7
112408,56
112409,114
112410,192
112411,275
112412,363
112413,469
112414,566
112415,683
112416,788
112417,895
112418,999
112419,1084
112420,1169
112421,1230
112422,1277
112423,1312
112424,1319
112425,1321
112426,1300
112427,1272
112428,1229
112429,1188
112430,1131
112431,1089
112432,1033
112433,996
112434,952
112435,923
112436,896
112437,873
112438,860
112439,841
112440,834
112441,814
112442,804
112443,780
112444,759
112445,731
112446,696
112447,661
112448,615
112449,574
112450,517
112451,473
112452,405
112453,354
112454,277
112455,208
112456,118
112457,24
112458,-90
112459,-215
112460,-362
112461,-527
112462,-707
112463,-911
112464,-1125
112465,-1355
112466,-1592
112467,-1834
112468,-2073
112469,-2307
112470,-2522
112471,-2729
112472,-2901
112473,-3058
112474,-3176
112475,-3271
112476,-3330
112477,-3367
112478,-3367
112479,-3353
112480,-3311
112481,-3256
112482,-3187
112483,-3108
112484,-3020
112485,-2929
112486,-2830
112487,-2726
112488,-2618
112489,-2497
112490,-2370
112491,-2225
112492,-2069
112493,-1891
112494,-1698
112495,-1481
112496,-1252
112497,-996
112498,-740
112499,-459
112500,-185
112501,96
112502,371
112503,632
112504,883
112505,1108
112506,1319
112507,1495
112508,1656
112509,1784
112510,1894
112511,1982
112512,2049
112513,2111
112514,2152
112515,2200
112516,2232
112517,2278
112518,2317
112519,2366
112520,2418
112521,2470
112522,2530
112523,2590
112524,2644
112525,2701
112526,2742
112527,2783
112528,2803
112529,2821
112530,2811
112531,2796
112532,2762
112533,2709
112534,2650
112535,2568
112536,2481
112537,2379
112538,2273
112539,2153
112540,2037
112541,1904
112542,1783
112543,1648
112544,1523
112545,1395
112546,1271
112547,1155
112548,1040
112549,938
112550,844
112551,756
112552,691
112553,621
112554,580
112555,540
112556,516
112557,504
112558,491
112559,495
112560,492
112561,495
112562,490
112563,480
112564,458
112565,421
112566,374
112567,297
112568,217
112569,100
112570,-22
112571,-173
112572,-333
112573,-512
112574,-700
112575,-894
112576,-1098
112577,-1294
112578,-1496
112579,-1685
112580,-1869
112581,-2040
112582,-2199
112583,-2342
112584,-2475
112585,-2586
112586,-2690
112587,-2774
112588,-2853
112589,-2915
112590,-2973
112591,-3016
112592,-3062
112593,-3091
112594,-3122
112595,-3144
112596,-3160
112597,-3166
112598,-3170
112599,-3150
112600,-3132
112601,-3086
112602,-3029
112603,-2953
112604,-2851
112605,-2730
112606,-2588
112607,-2419
112608,-2234
112609,-2027
112610,-1803
112611,-1571
112612,-1324
112613,-1077
112614,-826
112615,-583
112616,-346
112617,-123
112618,85
112619,280
112620,449
112621,609
112622,739
112623,866
112624,965
112625,1063
112626,1142
112627,1222
112628,1291
112629,1363
112630,1428
112631,1496
112632,1560
112633,1624
112634,1683
112635,1735
112636,1781
112637,1815
112638,1835
112639,1842
112640,1833
112641,1804
112642,1768
112643,1710
112644,1642
112645,1572
112646,1482
112647,1409
112648,1324
112649,1250
112650,1187
112651,1129
112652,1086
112653,1059
112654,1033
112655,1028
112656,1022
112657,1025
112658,1027
112659,1029
112660,1024
112661,1015
112662,994
112663,971
112664,932
112665,894
112666,844
112667,796
112668,750
112669,706
112670,671
112671,642
112672,627
112673,621
112674,630
112675,644
112676,670
112677,696
112678,730
112679,754
112680,781
112681,792
112682,799
112683,789
112684,768
112685,736
112686,689
112687,642
112688,580
112689,520
112690,457
112691,400
112692,342
112693,292
112694,245
112695,199
112696,158
112697,113
112698,56
112699,0
112700,-83
112701,-171
112702,-288
112703,-421
112704,-578
112705,-750
112706,-942
112707,-1142
112708,-1348
112709,-1554
112710,-1746
112711,-1930
112712,-2080
112713,-2211
112714,-2301
112715,-2358
112716,-2376
112717,-2353
112718,-2297
112719,-2207
112720,-2091
112721,-1952
112722,-1800
112723,-1636
112724,-1470
112725,-1309
112726,-1150
112727,-1009
112728,-872
112729,-753
112730,-644
112731,-546
112732,-459
112733,-376
112734,-299
112735,-220
112736,-146
112737,-64
112738,16
112739,99
112740,188
112741,271
112742,357
112743,439
112744,510
112745,583
112746,637
112747,685
112748,722
112749,745
112750,755
112751,761
112752,743
112753,731
112754,695
112755,664
112756,612
112757,565
112758,500
112759,434
112760,358
112761,272
112762,182
112763,82
112764,-19
112765,-132
112766,-237
112767,-348
112768,-450
112769,-541
112770,-622
112771,-684
112772,-722
112773,-740
112774,-726
112775,-688
112776,-621
112777,-529
112778,-411
112779,-277
112780,-128
112781,32
112782,189
112783,349
112784,494
112785,626
112786,741
112787,831
112788,901
112789,946
112790,968
112791,971
112792,955
112793,930
112794,892
112795,852
112796,811
112797,772
112798,741
112799,716
112800,700
112801,692
112802,689
112803,695
112804,696
112805,708
112806,702
112807,702
112808,687
112809,659
112810,626
112811,573
112812,514
112813,440
112814,359
112815,271
112816,178
112817,88
112818,-5
112819,-88
112820,-167
112821,-230
112822,-290
112823,-326
112824,-360
112825,-371
112826,-378
112827,-364
112828,-353
112829,-321
112830,-297
112831,-263
112832,-232
112833,-205
112834,-182
112835,-166
112836,-164
112837,-164
112838,-186
112839,-209
112840,-248
112841,-295
112842,-346
112843,-408
112844,-463
112845,-524
112846,-572
112847,-617
112848,-647
112849,-661
112850,-662
112851,-638
112852,-599
112853,-543
112854,-460
112855,-378
112856,-267
112857,-161
112858,-45
112859,68
112860,175
112861,271
112862,357
112863,422
112864,471
112865,500
112866,509
112867,501
112868,477
112869,437
112870,393
112871,336
112872,285
112873,226
112874,179
112875,135
112876,95
112877,74
112878,47
112879,41
112880,31
112881,27
112882,27
112883,19
112884,16
112885,-1
112886,-18
112887,-46
112888,-81
112889,-118
112890,-168
112891,-211
112892,-264
112893,-310
112894,-352
112895,-396
112896,-419
112897,-449
112898,-453
112899,-466
112900,-453
112901,-444
112902,-424
112903,-396
112904,-370
112905,-341
112906,-304
112907,-282
112908,-245
112909,-224
112910,-198
112911,-177
112912,-155
112913,-141
112914,-123
112915,-110
112916,-97
112917,-82
112918,-74
112919,-60
112920,-53
112921,-41
112922,-34
112923,-29
112924,-14
112925,-15
112926,3
112927,9
112928,26
112929,48
112930,70
112931,102
112932,138
112933,180
112934,229
112935,276
112936,328
112937,375
112938,418
112939,453
112940,473
112941,479
112942,468
112943,432
112944,382
112945,302
112946,210
112947,95
112948,-32
112949,-165
112950,-309
112951,-442
112952,-574
112953,-687
112954,-781
112955,-851
112956,-895
112957,-904
112958,-890
112959,-839
112960,-765
112961,-665
112962,-548
112963,-417
112964,-279
112965,-136
112966,-6
112967,126
112968,227
112969,328
112970,391
112971,446
112972,466
112973,475
112974,460
112975,429
112976,389
112977,337
112978,284
112979,230
112980,183
112981,140
112982,115
112983,95
112984,101
112985,115
112986,150
112987,202
112988,263
112989,346
112990,428
112991,527
112992,621
112993,722
112994,810
112995,895
112996,966
112997,1017
112998,1057
112999,1065
113000,1058
113001,1020
113002,966
113003,882
113004,785
113005,668
113006,540
113007,407
113008,270
113009,142
113010,17
113011,-80
113012,-174
113013,-228
113014,-273
113015,-277
113016,-269
113017,-228
113018,-176
113019,-107
113020,-28
113021,49
113022,124
113023,187
113024,231
113025,258
113026,253
113027,229
113028,170
113029,92
113030,-15
113031,-134
113032,-273
113033,-409
113034,-554
113035,-680
113036,-801
113037,-893
113038,-967
113039,-1005
113040,-1016
113041,-993
113042,-942
113043,-861
113044,-758
113045,-636
113046,-501
113047,-360
113048,-219
113049,-81
113050,42
113051,155
113052,242
113053,317
113054,360
113055,390
113056,392
113057,381
113058,350
113059,309
113060,258
113061,202
113062,148
113063,92
113064,43
113065,3
113066,-31
113067,-53
113068,-66
113069,-69
113070,-67
113071,-51
113072,-43
113073,-18
113074,-8
113075,14
113076,20
113077,28
113078,27
113079,19
113080,4
113081,-14
113082,-41
113083,-67
113084,-94
113085,-125
113086,-141
113087,-167
113088,-168
113089,-178
113090,-166
113091,-157
113092,-132
113093,-109
113094,-81
113095,-61
113096,-40
113097,-37
113098,-43
113099,-72
113100,-121
113101,-197
113102,-292
113103,-420
113104,-562
113105,-728
113106,-907
113107,-1092
113108,-1278
113109,-1455
113110,-1614
113111,-1750
113112,-1853
113113,-1914
113114,-1933
113115,-1904
113116,-1821
113117,-1700
113118,-1519
113119,-1312
113120,-1059
113121,-792
113122,-499
113123,-210
113124,85
113125,357
113126,617
113127,837
113128,1033
113129,1185
113130,1300
113131,1376
113132,1418
113133,1426
113134,1410
113135,1370
113136,1321
113137,1260
113138,1202
113139,1145
113140,1095
113141,1058
113142,1029
113143,1014
113144,1007
113145,1008
113146,1014
113147,1015
113148,1023
113149,1012
113150,1004
113151,976
113152,941
113153,895
113154,836
113155,775
113156,704
113157,638
113158,574
113159,516
113160,471
113161,438
113162,415
113163,414
113164,415
113165,434
113166,451
113167,471
113168,485
113169,483
113170,469
113171,424
113172,358
113173,258
113174,128
113175,-31
113176,-217
113177,-424
113178,-643
113179,-869
113180,-1085
113181,-1291
113182,-1462
113183,-1604
113184,-1692
113185,-1730
113186,-1710
113187,-1626
113188,-1482
113189,-1285
113190,-1026
113191,-740
113192,-407
113193,-68
113194,281
113195,622
113196,930
113197,1213
113198,1435
113199,1606
113200,1712
113201,1745
113202,1715
113203,1616
113204,1455
113205,1246
113206,995
113207,710
113208,421
113209,114
113210,-166
113211,-433
113212,-662
113213,-841
113214,-984
113215,-1055
113216,-1091
113217,-1052
113218,-980
113219,-852
113220,-696
113221,-510
113222,-304
113223,-99
113224,112
113225,297
113226,470
113227,604
113228,707
113229,765
113230,781
113231,756
113232,679
113233,572
113234,421
113235,241
113236,38
113237,-184
113238,-419
113239,-651
113240,-886
113241,-1104
113242,-1308
113243,-1485
113244,-1641
113245,-1757
113246,-1847
113247,-1892
113248,-1911
113249,-1884
113250,-1830
113251,-1740
113252,-1619
113253,-1477
113254,-1309
113255,-1124
113256,-929
113257,-723
113258,-515
113259,-309
113260,-107
113261,83
113262,260
113263,421
113264,560
113265,678
113266,771
113267,839
113268,879
113269,896
113270,882
113271,850
113272,787
113273,713
113274,614
113275,507
113276,388
113277,266
113278,143
113279,31
113280,-80
113281,-165
113282,-239
113283,-285
113284,-306
113285,-301
113286,-264
113287,-206
113288,-115
113289,-8
113290,122
113291,263
113292,413
113293,560
113294,710
113295,840
113296,962
113297,1056
113298,1131
113299,1171
113300,1194
113301,1176
113302,1142
113303,1076
113304,997
113305,896
113306,789
113307,675
113308,558
113309,453
113310,346
113311,261
113312,185
113313,126
113314,85
113315,56
113316,45
113317,47
113318,57
113319,79
113320,100
113321,131
113322,155
113323,187
113324,204
113325,227
113326,241
113327,244
113328,256
113329,244
113330,242
113331,226
113332,210
113333,187
113334,163
113335,131
113336,101
113337,68
113338,28
113339,-5
113340,-45
113341,-79
113342,-114
113343,-142
113344,-168
113345,-187
113346,-198
113347,-209
113348,-202
113349,-201
113350,-185
113351,-175
113352,-157
113353,-145
113354,-139
113355,-134
113356,-150
113357,-167
113358,-206
113359,-258
113360,-323
113361,-408
113362,-498
113363,-607
113364,-712
113365,-833
113366,-939
113367,-1049
113368,-1147
113369,-1225
113370,-1298
113371,-1339
113372,-1371
113373,-1373
113374,-1359
113375,-1322
113376,-1272
113377,-1201
113378,-1125
113379,-1030
113380,-938
113381,-835
113382,-737
113383,-635
113384,-538
113385,-445
113386,-353
113387,-275
113388,-192
113389,-126
113390,-60
113391,-5
113392,40
113393,77
113394,103
113395,113
113396,116
113397,100
113398,69
113399,33
113400,-29
113401,-85
113402,-166
113403,-234
113404,-316
113405,-379
113406,-445
113407,-483
113408,-511
113409,-507
113410,-478
113411,-420
113412,-328
113413,-209
113414,-58
113415,118
113416,314
113417,528
113418,750
113419,975
113420,1198
113421,1413
113422,1605
113423,1787
113424,1932
113425,2055
113426,2148
113427,2205
113428,2233
113429,2232
113430,2200
113431,2147
113432,2071
113433,1976
113434,1870
113435,1755
113436,1635
113437,1514
113438,1400
113439,1286
113440,1190
113441,1099
113442,1027
113443,968
113444,929
113445,899
113446,894
113447,892
113448,911
113449,932
113450,967
113451,990
113452,1028
113453,1044
113454,1062
113455,1061
113456,1043
113457,1010
113458,955
113459,882
113460,789
113461,680
113462,556
113463,418
113464,279
113465,127
113466,-14
113467,-160
113468,-296
113469,-425
113470,-545
113471,-657
113472,-759
113473,-861
113474,-956
113475,-1055
113476,-1156
113477,-1268
113478,-1388
113479,-1523
113480,-1668
113481,-1828
113482,-1999
113483,-2178
113484,-2361
113485,-2543
113486,-2720
113487,-2885
113488,-3034
113489,-3160
113490,-3259
113491,-3335
113492,-3371
113493,-3389
113494,-3361
113495,-3324
113496,-3241
113497,-3158
113498,-3034
113499,-2916
113500,-2770
113501,-2627
113502,-2467
113503,-2310
113504,-2135
113505,-1969
113506,-1778
113507,-1595
113508,-1389
113509,-1183
113510,-960
113511,-734
113512,-496
113513,-262
113514,-19
113515,207
113516,434
113517,635
113518,822
113519,980
113520,1111
113521,1216
113522,1285
113523,1338
113524,1355
113525,1367
113526,1358
113527,1353
113528,1345
113529,1351
113530,1373
113531,1415
113532,1482
113533,1573
113534,1685
113535,1816
113536,1959
113537,2107
113538,2251
113539,2382
113540,2491
113541,2564
113542,2611
113543,2602
113544,2562
113545,2469
113546,2337
113547,2172
113548,1971
113549,1760
113550,1530
113551,1306
113552,1090
113553,893
113554,725
113555,585
113556,482
113557,414
113558,378
113559,372
113560,387
113561,421
113562,458
113563,499
113564,529
113565,542
113566,545
113567,509
113568,466
113569,389
113570,298
113571,191
113572,76
113573,-39
113574,-146
113575,-238
113576,-309
113577,-349
113578,-361
113579,-332
113580,-276
113581,-180
113582,-62
113583,85
113584,239
113585,406
113586,560
113587,705
113588,822
113589,902
113590,943
113591,931
113592,865
113593,746
113594,566
113595,337
113596,59
113597,-257
113598,-606
113599,-966
113600,-1338
113601,-1693
113602,-2033
113603,-2326
113604,-2584
113605,-2767
113606,-2897
113607,-2943
113608,-2921
113609,-2819
113610,-2648
113611,-2411
113612,-2118
113613,-1785
