,M
71430,3
71431,-2
71432,1
71433,0
71434,-1
71435,2
71436,-3
71437,4
71438,-4
71439,3
71440,-2
71441,1
71442,0
71443,0
71444,0
71445,-1
71446,2
71447,-2
71448,2
71449,-2
71450,1
71451,1
71452,-2
71453,2
71454,-2
71455,2
71456,-1
71457,0
71458,1
71459,-2
71460,2
71461,-1
71462,0
71463,1
71464,-2
71465,3
71466,-4
71467,4
71468,-3
71469,2
71470,0
71471,-2
71472,2
71473,-1
71474,0
71475,1
71476,-1
71477,0
71478,2
71479,-3
71480,2
71481,0
71482,-1
71483,2
71484,-3
71485,3
71486,-3
71487,3
71488,-3
71489,2
71490,-1
71491,1
71492,-2
71493,2
71494,-2
71495,3
71496,-4
71497,4
71498,-4
71499,4
71500,-3
71501,2
71502,-3
71503,3
71504,-2
71505,2
71506,-2
71507,1
71508,-1
71509,2
71510,-2
71511,1
71512,-1
71513,2
71514,-2
71515,2
71516,-2
71517,1
71518,0
71519,0
71520,0
71521,0
71522,0
71523,0
71524,-1
71525,2
71526,-3
71527,5
71528,-6
71529,4
71530,-1
71531,-1
71532,2
71533,-2
71534,2
71535,-2
71536,3
71537,-5
71538,6
71539,-5
71540,3
71541,-1
71542,-1
71543,3
71544,-3
71545,1
71546,1
71547,-2
71548,2
71549,-1
71550,0
71551,0
71552,1
71553,-2
71554,2
71555,-2
71556,2
71557,-1
71558,0
71559,0
71560,0
71561,0
71562,1
71563,-2
71564,2
71565,-1
71566,1
71567,-2
71568,3
71569,-3
71570,3
71571,-2
71572,0
71573,1
71574,0
71575,-1
71576,1
71577,0
71578,-1
71579,1
71580,-1
71581,1
71582,0
71583,0
71584,-2
71585,3
71586,-2
71587,1
71588,0
71589,-2
71590,2
71591,0
71592,-1
71593,1
71594,-2
71595,2
71596,-2
71597,3
71598,-3
71599,2
71600,-2
71601,1
71602,0
71603,0
71604,0
71605,0
71606,-1
71607,2
71608,-2
71609,1
71610,0
71611,0
71612,1
71613,-2
71614,2
71615,-2
71616,1
71617,1
71618,-2
71619,2
71620,-2
71621,2
71622,-3
71623,4
71624,-4
71625,3
71626,-2
71627,1
71628,-1
71629,1
71630,0
71631,0
71632,0
71633,-1
71634,1
71635,0
71636,-1
71637,2
71638,-2
71639,1
71640,0
71641,-1
71642,1
71643,-1
71644,1
71645,0
71646,0
71647,0
71648,-1
71649,1
71650,0
71651,0
71652,0
71653,0
71654,0
71655,0
71656,0
71657,0
71658,0
71659,0
71660,0
71661,0
71662,0
71663,-1
71664,2
71665,-2
71666,1
71667,0
71668,-1
71669,2
71670,-2
71671,1
71672,0
71673,0
71674,-1
71675,2
71676,-2
71677,2
71678,-3
71679,3
71680,-3
71681,3
71682,-2
71683,0
71684,1
71685,-1
71686,1
71687,0
71688,-1
71689,1
71690,-1
71691,2
71692,-3
71693,4
71694,-4
71695,2
71696,1
71697,-3
71698,3
71699,-2
71700,0
71701,3
71702,-5
71703,4
71704,-3
71705,2
71706,0
71707,-2
71708,2
71709,-2
71710,2
71711,-1
71712,-1
71713,2
71714,-2
71715,2
71716,-1
71717,0
71718,0
71719,0
71720,0
71721,0
71722,1
71723,-2
71724,2
71725,-2
71726,2
71727,-2
71728,2
71729,-2
71730,2
71731,-2
71732,1
71733,0
71734,0
71735,0
71736,0
71737,0
71738,0
71739,0
71740,0
71741,1
71742,-1
71743,0
71744,1
71745,-2
71746,3
71747,-3
71748,2
71749,-1
71750,0
71751,0
71752,0
71753,0
71754,1
71755,-2
71756,1
71757,1
71758,-2
71759,2
71760,-1
71761,0
71762,1
71763,-2
71764,2
71765,-2
71766,2
71767,-2
71768,2
71769,-2
71770,1
71771,0
71772,-1
71773,2
71774,-2
71775,2
71776,-2
71777,1
71778,0
71779,0
71780,1
71781,-2
71782,2
71783,-2
71784,2
71785,-1
71786,0
71787,1
71788,-1
71789,0
71790,0
71791,0
71792,0
71793,1
71794,-1
71795,0
71796,0
71797,-1
71798,2
71799,-2
71800,2
71801,-2
71802,1
71803,0
71804,-1
71805,2
71806,-2
71807,2
71808,-2
71809,2
71810,-2
71811,3
71812,-4
71813,4
71814,-4
71815,3
71816,-2
71817,2
71818,-2
71819,0
71820,1
71821,-1
71822,1
71823,0
71824,-2
71825,2
71826,0
71827,-1
71828,1
71829,-1
71830,1
71831,-1
71832,2
71833,-4
71834,5
71835,-5
71836,4
71837,-2
71838,1
71839,-1
71840,1
71841,-2
71842,3
71843,-3
71844,2
71845,-1
71846,0
71847,1
71848,-2
71849,2
71850,-2
71851,2
71852,-1
71853,0
71854,1
71855,-1
71856,0
71857,2
71858,-3
71859,3
71860,-2
71861,0
71862,1
71863,0
71864,-1
71865,2
71866,-3
71867,2
71868,0
71869,-2
71870,4
71871,-5
71872,5
71873,-4
71874,2
71875,-1
71876,1
71877,0
71878,-1
71879,1
71880,0
71881,-1
71882,2
71883,-2
71884,0
71885,2
71886,-1
71887,-1
71888,3
71889,-5
71890,6
71891,-5
71892,4
71893,-3
71894,2
71895,-2
71896,3
71897,-4
71898,5
71899,-5
71900,3
71901,-2
71902,2
71903,-2
71904,2
71905,-1
71906,-1
71907,2
71908,-2
71909,2
71910,-2
71911,2
71912,-2
71913,2
71914,-2
71915,1
71916,0
71917,0
71918,0
71919,0
71920,0
71921,0
71922,0
71923,0
71924,0
71925,0
71926,1
71927,-2
71928,2
71929,-2
71930,2
71931,-2
71932,2
71933,-2
71934,2
71935,-1
71936,-1
71937,2
71938,-3
71939,4
71940,-4
71941,4
71942,-4
71943,3
71944,-2
71945,2
71946,-2
71947,2
71948,-2
71949,2
71950,-2
71951,2
71952,-2
71953,2
71954,-1
71955,0
71956,0
71957,1
71958,-2
71959,2
71960,-1
71961,0
71962,0
71963,0
71964,0
71965,0
71966,0
71967,-1
71968,1
71969,0
71970,-1
71971,2
71972,-3
71973,3
71974,-2
71975,1
71976,-1
71977,1
71978,-1
71979,2
71980,-2
71981,1
71982,0
71983,-2
71984,4
71985,-5
71986,6
71987,-6
71988,4
71989,-1
71990,-1
71991,2
71992,-3
71993,2
71994,-1
71995,1
71996,0
71997,-1
71998,1
71999,-2
72000,2
72001,-1
72002,1
72003,0
72004,0
72005,-2
72006,3
72007,-3
72008,4
72009,-4
72010,3
72011,-3
72012,3
72013,-1
72014,-1
72015,1
72016,-1
72017,1
72018,0
72019,-1
72020,1
72021,0
72022,-1
72023,2
72024,-3
72025,3
72026,-2
72027,1
72028,0
72029,-1
72030,1
72031,-1
72032,2
72033,-3
72034,3
72035,-3
72036,2
72037,0
72038,-1
72039,1
72040,0
72041,-2
72042,3
72043,-3
72044,3
72045,-2
72046,1
72047,-1
72048,1
72049,-1
72050,2
72051,-2
72052,0
72053,1
72054,-1
72055,2
72056,-2
72057,1
72058,-1
72059,1
72060,-1
72061,1
72062,0
72063,-1
72064,2
72065,-3
72066,3
72067,-2
72068,2
72069,-2
72070,2
72071,-3
72072,5
72073,-6
72074,5
72075,-4
72076,3
72077,-1
72078,-1
72079,1
72080,-1
72081,2
72082,-3
72083,3
72084,-3
72085,3
72086,-1
72087,-1
72088,1
72089,-1
72090,1
72091,1
72092,-3
72093,4
72094,-4
72095,3
72096,-1
72097,-1
72098,2
72099,-2
72100,2
72101,-1
72102,-1
72103,2
72104,-2
72105,2
72106,-1
72107,-1
72108,2
72109,-2
72110,2
72111,-2
72112,1
72113,0
72114,0
72115,-1
72116,2
72117,-3
72118,4
72119,-4
72120,3
72121,-2
72122,1
72123,0
72124,-1
72125,2
72126,-3
72127,3
72128,-2
72129,1
72130,0
72131,0
72132,-1
72133,2
72134,-2
72135,2
72136,-2
72137,1
72138,-1
72139,3
72140,-4
72141,3
72142,-3
72143,2
72144,0
72145,-1
72146,2
72147,-3
72148,3
72149,-3
72150,2
72151,-1
72152,2
72153,-3
72154,3
72155,-3
72156,2
72157,0
72158,-1
72159,0
72160,1
72161,-1
72162,2
72163,-3
72164,2
72165,-1
72166,1
72167,0
72168,-1
72169,1
72170,-1
72171,1
72172,-1
72173,2
72174,-3
72175,3
72176,-3
72177,3
72178,-2
72179,1
72180,-2
72181,3
72182,-2
72183,1
72184,-1
72185,1
72186,-1
72187,1
72188,-1
72189,0
72190,2
72191,-2
72192,1
72193,-1
72194,1
72195,-1
72196,2
72197,-3
72198,3
72199,-3
72200,3
72201,-3
72202,3
72203,-3
72204,3
72205,-3
72206,2
72207,-1
72208,0
72209,2
72210,-3
72211,2
72212,-1
72213,1
72214,-1
72215,1
72216,-2
72217,4
72218,-4
72219,3
72220,-2
72221,1
72222,0
72223,0
72224,-1
72225,2
72226,-2
72227,2
72228,-3
72229,3
72230,-3
72231,3
72232,-2
72233,1
72234,-1
72235,1
72236,-1
72237,0
72238,2
72239,-3
72240,3
72241,-3
72242,2
72243,-1
72244,1
72245,-1
72246,1
72247,-1
72248,0
72249,2
72250,-3
72251,3
72252,-2
72253,0
72254,2
72255,-3
72256,4
72257,-4
72258,3
72259,-2
72260,1
72261,1
72262,-2
72263,2
72264,-1
72265,0
72266,1
72267,-1
72268,1
72269,-1
72270,0
72271,1
72272,-1
72273,1
72274,-1
72275,0
72276,1
72277,-2
72278,3
72279,-3
72280,2
72281,-1
72282,-1
72283,3
72284,-3
72285,2
72286,-2
72287,2
72288,-1
72289,1
72290,-2
72291,2
72292,-1
72293,1
72294,-1
72295,0
72296,0
72297,1
72298,-1
72299,0
72300,0
72301,1
72302,-1
72303,1
72304,-1
72305,1
72306,0
72307,-1
72308,2
72309,-3
72310,4
72311,-3
72312,1
72313,0
72314,-1
72315,2
72316,-1
72317,0
72318,0
72319,0
72320,-1
72321,3
72322,-4
72323,4
72324,-3
72325,1
72326,1
72327,-2
72328,2
72329,-1
72330,0
72331,1
72332,-1
72333,1
72334,-1
72335,0
72336,1
72337,-2
72338,3
72339,-3
72340,2
72341,-2
72342,2
72343,-2
72344,2
72345,-2
72346,1
72347,0
72348,0
72349,0
72350,0
72351,-1
72352,1
72353,1
72354,-3
72355,4
72356,-4
72357,3
72358,-2
72359,1
72360,-1
72361,2
72362,-3
72363,3
72364,-2
72365,1
72366,-1
72367,1
72368,-1
72369,2
72370,-2
72371,1
72372,-1
72373,0
72374,2
72375,-3
72376,3
72377,-3
72378,3
72379,-2
72380,1
72381,-1
72382,1
72383,0
72384,0
72385,0
72386,-1
72387,3
72388,-4
72389,4
72390,-4
72391,3
72392,-1
72393,0
72394,0
72395,-1
72396,2
72397,-2
72398,1
72399,0
72400,-1
72401,2
72402,-3
72403,4
72404,-4
72405,3
72406,-2
72407,1
72408,0
72409,0
72410,-1
72411,1
72412,-1
72413,1
72414,0
72415,-1
72416,1
72417,-1
72418,1
72419,-1
72420,1
72421,-1
72422,1
72423,-1
72424,1
72425,-2
72426,3
72427,-3
72428,2
72429,-1
72430,1
72431,-2
72432,3
72433,-4
72434,5
72435,-5
72436,3
72437,-1
72438,-1
72439,3
72440,-4
72441,4
72442,-3
72443,2
72444,-2
72445,3
72446,-3
72447,2
72448,0
72449,-2
72450,3
72451,-3
72452,2
72453,-1
72454,1
72455,-1
72456,1
72457,-2
72458,2
72459,-1
72460,1
72461,-1
72462,0
72463,0
72464,1
72465,-1
72466,0
72467,0
72468,0
72469,1
72470,-2
72471,2
72472,-2
72473,2
72474,-2
72475,2
72476,-3
72477,4
72478,-4
72479,3
72480,-2
72481,1
72482,-1
72483,1
72484,-1
72485,2
72486,-3
72487,3
72488,-3
72489,3
72490,-2
72491,2
72492,-3
72493,4
72494,-3
72495,2
72496,-1
72497,0
72498,0
72499,1
72500,-1
72501,1
72502,-2
72503,3
72504,-3
72505,3
72506,-2
72507,0
72508,1
72509,-1
72510,2
72511,-2
72512,1
72513,0
72514,0
72515,-1
72516,2
72517,-2
72518,2
72519,-2
72520,2
72521,-3
72522,4
72523,-4
72524,2
72525,1
72526,-2
72527,2
72528,-2
72529,1
72530,0
72531,0
72532,0
72533,0
72534,0
72535,0
72536,0
72537,0
72538,0
72539,-2235
72540,-2185
72541,-2113
72542,-2017
72543,-1910
72544,-1789
72545,-1667
72546,-1543
72547,-1425
72548,-1318
72549,-1222
72550,-1144
72551,-1075
72552,-1031
72553,-996
72554,-981
72555,-979
72556,-984
72557,-1004
72558,-1026
72559,-1057
72560,-1089
72561,-1122
72562,-1154
72563,-1185
72564,-1211
72565,-1235
72566,-1250
72567,-1258
72568,-1261
72569,-1248
72570,-1232
72571,-1193
72572,-1152
72573,-1085
72574,-1008
72575,-913
72576,-799
72577,-673
72578,-522
72579,-366
72580,-183
72581,-2
72582,201
72583,405
72584,616
72585,829
72586,1045
72587,1254
72588,1463
72589,1665
72590,1857
72591,2045
72592,2220
72593,2385
72594,2547
72595,2687
72596,2829
72597,2952
72598,3070
72599,3176
72600,3273
72601,3359
72602,3436
72603,3504
72604,3559
72605,3608
72606,3644
72607,3672
72608,3692
72609,3700
72610,3704
72611,3694
72612,3685
72613,3657
72614,3635
72615,3590
72616,3556
72617,3495
72618,3441
72619,3368
72620,3287
72621,3202
72622,3093
72623,2986
72624,2855
72625,2721
72626,2569
72627,2406
72628,2238
72629,2049
72630,1864
72631,1659
72632,1453
72633,1239
72634,1019
72635,789
72636,558
72637,312
72638,64
72639,-199
72640,-471
72641,-756
72642,-1057
72643,-1370
72644,-1699
72645,-2043
72646,-2396
72647,-2763
72648,-3137
72649,-3509
72650,-3887
72651,-4253
72652,-4606
72653,-4950
72654,-5258
72655,-5556
72656,-5809
72657,-6039
72658,-6230
72659,-6391
72660,-6515
72661,-6614
72662,-6676
72663,-6726
72664,-6746
72665,-6756
72666,-6753
72667,-6735
72668,-6719
72669,-6687
72670,-6651
72671,-6603
72672,-6540
72673,-6455
72674,-6347
72675,-6199
72676,-6015
72677,-5777
72678,-5487
72679,-5130
72680,-4710
72681,-4220
72682,-3662
72683,-3034
72684,-2351
72685,-1600
72686,-817
72687,16
72688,860
72689,1724
72690,2576
72691,3416
72692,4219
72693,4980
72694,5684
72695,6318
72696,6882
72697,7354
72698,7748
72699,8041
72700,8247
72701,8351
72702,8367
72703,8283
72704,8112
72705,7844
72706,7497
72707,7056
72708,6539
72709,5941
72710,5267
72711,4530
72712,3723
72713,2862
72714,1955
72715,1008
72716,37
72717,-947
72718,-1932
72719,-2897
72720,-3831
72721,-4712
72722,-5532
72723,-6263
72724,-6906
72725,-7433
72726,-7842
72727,-8129
72728,-8273
72729,-8294
72730,-8170
72731,-7926
72732,-7551
72733,-7067
72734,-6476
72735,-5790
72736,-5033
72737,-4201
72738,-3322
72739,-2402
72740,-1452
72741,-484
72742,489
72743,1469
72744,2434
72745,3395
72746,4330
72747,5252
72748,6140
72749,7008
72750,7834
72751,8630
72752,9383
72753,10090
72754,10755
72755,11354
72756,11910
72757,12389
72758,12811
72759,13159
72760,13427
72761,13623
72762,13730
72763,13754
72764,13690
72765,13530
72766,13276
72767,12924
72768,12464
72769,11907
72770,11228
72771,10450
72772,9545
72773,8532
72774,7402
72775,6156
72776,4812
72777,3356
72778,1827
72779,215
72780,-1440
72781,-3134
72782,-4825
72783,-6500
72784,-8113
72785,-9653
72786,-11065
72787,-12345
72788,-13443
72789,-14350
72790,-15039
72791,-15497
72792,-15717
72793,-15693
72794,-15431
72795,-14942
72796,-14235
72797,-13345
72798,-12277
72799,-11084
72800,-9775
72801,-8401
72802,-6981
72803,-5559
72804,-4155
72805,-2807
72806,-1535
72807,-358
72808,699
72809,1626
72810,2415
72811,3053
72812,3543
72813,3881
72814,4068
72815,4115
72816,4021
72817,3798
72818,3458
72819,3005
72820,2464
72821,1832
72822,1137
72823,389
72824,-397
72825,-1201
72826,-2013
72827,-2809
72828,-3576
72829,-4301
72830,-4966
72831,-5559
72832,-6075
72833,-6493
72834,-6825
72835,-7051
72836,-7182
72837,-7214
72838,-7157
72839,-7014
72840,-6800
72841,-6521
72842,-6192
72843,-5825
72844,-5436
72845,-5034
72846,-4636
72847,-4247
72848,-3883
72849,-3550
72850,-3255
72851,-2998
72852,-2795
72853,-2624
72854,-2514
72855,-2435
72856,-2403
72857,-2401
72858,-2430
72859,-2477
72860,-2542
72861,-2605
72862,-2671
72863,-2714
72864,-2742
72865,-2731
72866,-2680
72867,-2580
72868,-2414
72869,-2191
72870,-1887
72871,-1513
72872,-1056
72873,-519
72874,99
72875,797
72876,1564
72877,2408
72878,3303
72879,4259
72880,5250
72881,6278
72882,7318
72883,8371
72884,9413
72885,10439
72886,11434
72887,12387
72888,13287
72889,14125
72890,14896
72891,15581
72892,16194
72893,16706
72894,17139
72895,17470
72896,17713
72897,17862
72898,17919
72899,17890
72900,17779
72901,17582
72902,17315
72903,16975
72904,16567
72905,16102
72906,15566
72907,14984
72908,14334
72909,13637
72910,12875
72911,12052
72912,11168
72913,10211
72914,9185
72915,8081
72916,6896
72917,5629
72918,4278
72919,2849
72920,1334
72921,-241
72922,-1890
72923,-3580
72924,-5308
72925,-7056
72926,-8797
72927,-10521
72928,-12200
72929,-13811
72930,-15344
72931,-16762
72932,-18064
72933,-19227
72934,-20239
72935,-21091
72936,-21781
72937,-22298
72938,-22653
72939,-22838
72940,-22866
72941,-22738
72942,-22473
72943,-22064
72944,-21539
72945,-20892
72946,-20148
72947,-19305
72948,-18383
72949,-17378
72950,-16320
72951,-15191
72952,-14029
72953,-12814
72954,-11579
72955,-10318
72956,-9049
72957,-7774
72958,-6508
72959,-5255
72960,-4026
72961,-2834
72962,-1669
72963,-561
72964,512
72965,1522
72966,2488
72967,3397
72968,4249
72969,5059
72970,5806
72971,6518
72972,7173
72973,7792
72974,8360
72975,8894
72976,9375
72977,9822
72978,10214
72979,10562
72980,10862
72981,11100
72982,11296
72983,11420
72984,11499
72985,11512
72986,11473
72987,11377
72988,11228
72989,11035
72990,10792
72991,10516
72992,10198
72993,9851
72994,9476
72995,9073
72996,8648
72997,8198
72998,7726
72999,7228
73000,6710
73001,6163
73002,5597
73003,4998
73004,4390
73005,3747
73006,3101
73007,2435
73008,1773
73009,1107
73010,462
73011,-175
73012,-771
73013,-1341
73014,-1862
73015,-2336
73016,-2760
73017,-3125
73018,-3438
73019,-3699
73020,-3900
73021,-4065
73022,-4176
73023,-4258
73024,-4301
73025,-4315
73026,-4308
73027,-4272
73028,-4226
73029,-4149
73030,-4064
73031,-3948
73032,-3821
73033,-3664
73034,-3492
73035,-3292
73036,-3077
73037,-2837
73038,-2588
73039,-2324
73040,-2060
73041,-1796
73042,-1543
73043,-1305
73044,-1089
73045,-904
73046,-746
73047,-631
73048,-540
73049,-491
73050,-466
73051,-467
73052,-489
73053,-519
73054,-552
73055,-585
73056,-604
73057,-610
73058,-598
73059,-561
73060,-512
73061,-436
73062,-354
73063,-258
73064,-161
73065,-71
73066,17
73067,80
73068,130
73069,156
73070,155
73071,138
73072,95
73073,41
73074,-23
73075,-94
73076,-156
73077,-216
73078,-251
73079,-279
73080,-273
73081,-251
73082,-209
73083,-140
73084,-66
73085,25
73086,116
73087,201
73088,282
73089,343
73090,386
73091,411
73092,405
73093,389
73094,342
73095,287
73096,222
73097,147
73098,83
73099,20
73100,-27
73101,-55
73102,-65
73103,-55
73104,-16
73105,30
73106,102
73107,181
73108,266
73109,358
73110,438
73111,516
73112,580
73113,630
73114,665
73115,688
73116,690
73117,689
73118,673
73119,656
73120,639
73121,622
73122,611
73123,611
73124,612
73125,631
73126,652
73127,680
73128,712
73129,744
73130,771
73131,794
73132,807
73133,805
73134,795
73135,767
73136,728
73137,674
73138,612
73139,542
73140,466
73141,387
73142,310
73143,236
73144,167
73145,103
73146,47
73147,-6
73148,-48
73149,-91
73150,-129
73151,-164
73152,-202
73153,-239
73154,-279
73155,-321
73156,-361
73157,-405
73158,-440
73159,-480
73160,-500
73161,-526
73162,-526
73163,-525
73164,-500
73165,-465
73166,-416
73167,-353
73168,-281
73169,-198
73170,-115
73171,-26
73172,55
73173,133
73174,202
73175,253
73176,300
73177,317
73178,337
73179,322
73180,310
73181,272
73182,235
73183,180
73184,133
73185,70
73186,21
73187,-37
73188,-81
73189,-125
73190,-158
73191,-184
73192,-205
73193,-214
73194,-219
73195,-212
73196,-209
73197,-189
73198,-175
73199,-152
73200,-127
73201,-107
73202,-81
73203,-58
73204,-40
73205,-19
73206,-12
73207,0
73208,-4
73209,-5
73210,-22
73211,-41
73212,-70
73213,-103
73214,-145
73215,-189
73216,-239
73217,-291
73218,-343
73219,-391
73220,-446
73221,-484
73222,-531
73223,-563
73224,-596
73225,-619
73226,-641
73227,-655
73228,-666
73229,-677
73230,-680
73231,-686
73232,-687
73233,-686
73234,-689
73235,-679
73236,-679
73237,-663
73238,-650
73239,-631
73240,-602
73241,-574
73242,-533
73243,-494
73244,-449
73245,-401
73246,-356
73247,-312
73248,-273
73249,-243
73250,-220
73251,-210
73252,-210
73253,-223
73254,-247
73255,-284
73256,-327
73257,-380
73258,-433
73259,-490
73260,-545
73261,-596
73262,-639
73263,-675
73264,-700
73265,-715
73266,-722
73267,-715
73268,-705
73269,-681
73270,-658
73271,-625
73272,-593
73273,-556
73274,-517
73275,-477
73276,-434
73277,-389
73278,-338
73279,-283
73280,-220
73281,-154
73282,-76
73283,4
73284,93
73285,184
73286,278
73287,371
73288,459
73289,544
73290,616
73291,682
73292,731
73293,772
73294,795
73295,815
73296,822
73297,826
73298,833
73299,840
73300,860
73301,893
73302,941
73303,1012
73304,1106
73305,1216
73306,1360
73307,1505
73308,1687
73309,1860
73310,2053
73311,2240
73312,2421
73313,2592
73314,2747
73315,2879
73316,2990
73317,3074
73318,3127
73319,3160
73320,3157
73321,3141
73322,3089
73323,3030
73324,2941
73325,2844
73326,2729
73327,2606
73328,2468
73329,2327
73330,2169
73331,2012
73332,1842
73333,1671
73334,1494
73335,1314
73336,1137
73337,956
73338,787
73339,618
73340,464
73341,316
73342,184
73343,60
73344,-46
73345,-152
73346,-238
73347,-335
73348,-418
73349,-519
73350,-622
73351,-742
73352,-883
73353,-1038
73354,-1228
73355,-1428
73356,-1661
73357,-1906
73358,-2169
73359,-2444
73360,-2719
73361,-2994
73362,-3262
73363,-3509
73364,-3744
73365,-3945
73366,-4126
73367,-4270
73368,-4389
73369,-4472
73370,-4532
73371,-4559
73372,-4565
73373,-4544
73374,-4506
73375,-4445
73376,-4366
73377,-4265
73378,-4144
73379,-3998
73380,-3830
73381,-3628
73382,-3405
73383,-3142
73384,-2858
73385,-2537
73386,-2197
73387,-1831
73388,-1453
73389,-1070
73390,-683
73391,-317
73392,38
73393,357
73394,638
73395,882
73396,1069
73397,1213
73398,1304
73399,1349
73400,1352
73401,1324
73402,1260
73403,1190
73404,1100
73405,1020
73406,939
73407,877
73408,833
73409,807
73410,808
73411,821
73412,861
73413,907
73414,965
73415,1026
73416,1082
73417,1138
73418,1181
73419,1211
73420,1235
73421,1241
73422,1242
73423,1236
73424,1226
73425,1216
73426,1214
73427,1211
73428,1227
73429,1246
73430,1278
73431,1320
73432,1364
73433,1419
73434,1463
73435,1515
73436,1545
73437,1582
73438,1586
73439,1595
73440,1574
73441,1551
73442,1515
73443,1471
73444,1427
73445,1382
73446,1345
73447,1318
73448,1301
73449,1299
73450,1311
73451,1333
73452,1372
73453,1406
73454,1453
73455,1485
73456,1520
73457,1528
73458,1527
73459,1498
73460,1447
73461,1370
73462,1270
73463,1147
73464,1008
73465,858
73466,693
73467,537
73468,377
73469,234
73470,99
73471,-15
73472,-111
73473,-186
73474,-244
73475,-282
73476,-313
73477,-327
73478,-343
73479,-353
73480,-370
73481,-396
73482,-427
73483,-477
73484,-530
73485,-604
73486,-681
73487,-767
73488,-860
73489,-947
73490,-1038
73491,-1113
73492,-1187
73493,-1240
73494,-1286
73495,-1313
73496,-1326
73497,-1331
73498,-1317
73499,-1302
73500,-1279
73501,-1251
73502,-1232
73503,-1202
73504,-1192
73505,-1174
73506,-1172
73507,-1170
73508,-1169
73509,-1175
73510,-1171
73511,-1170
73512,-1155
73513,-1129
73514,-1090
73515,-1034
73516,-957
73517,-870
73518,-754
73519,-635
73520,-496
73521,-347
73522,-200
73523,-44
73524,99
73525,239
73526,363
73527,467
73528,558
73529,619
73530,664
73531,683
73532,682
73533,661
73534,627
73535,576
73536,520
73537,456
73538,392
73539,327
73540,270
73541,212
73542,166
73543,124
73544,86
73545,59
73546,30
73547,8
73548,-16
73549,-37
73550,-64
73551,-80
73552,-111
73553,-126
73554,-151
73555,-163
73556,-170
73557,-170
73558,-157
73559,-132
73560,-96
73561,-45
73562,15
73563,83
73564,160
73565,234
73566,309
73567,371
73568,428
73569,459
73570,480
73571,471
73572,443
73573,390
73574,319
73575,230
73576,129
73577,20
73578,-87
73579,-188
73580,-277
73581,-347
73582,-395
73583,-414
73584,-406
73585,-374
73586,-308
73587,-229
73588,-118
73589,-10
73590,118
73591,237
73592,353
73593,459
73594,543
73595,611
73596,656
73597,670
73598,675
73599,641
73600,604
73601,539
73602,468
73603,384
73604,300
73605,204
73606,118
73607,21
73608,-64
73609,-153
73610,-244
73611,-326
73612,-420
73613,-506
73614,-595
73615,-690
73616,-779
73617,-868
73618,-955
73619,-1032
73620,-1099
73621,-1153
73622,-1188
73623,-1202
73624,-1200
73625,-1165
73626,-1113
73627,-1034
73628,-934
73629,-816
73630,-683
73631,-535
73632,-388
73633,-232
73634,-84
73635,61
73636,194
73637,313
73638,419
73639,509
73640,582
73641,642
73642,685
73643,720
73644,739
73645,753
73646,759
73647,757
73648,757
73649,741
73650,735
73651,713
73652,699
73653,673
73654,644
73655,616
73656,576
73657,540
73658,496
73659,451
73660,403
73661,358
73662,306
73663,263
73664,217
73665,175
73666,133
73667,98
73668,55
73669,29
73670,-16
73671,-41
73672,-84
73673,-116
73674,-155
73675,-192
73676,-233
73677,-267
73678,-308
73679,-334
73680,-370
73681,-386
73682,-407
73683,-412
73684,-412
73685,-407
73686,-388
73687,-370
73688,-338
73689,-311
73690,-273
73691,-241
73692,-206
73693,-170
73694,-142
73695,-110
73696,-86
73697,-55
73698,-35
73699,-1
73700,21
73701,58
73702,93
73703,135
73704,182
73705,233
73706,288
73707,350
73708,406
73709,469
73710,524
73711,579
73712,629
73713,670
73714,708
73715,736
73716,758
73717,776
73718,787
73719,798
73720,806
73721,809
73722,818
73723,823
73724,831
73725,839
73726,840
73727,846
73728,839
73729,830
73730,810
73731,780
73732,736
73733,682
73734,615
73735,534
73736,451
73737,351
73738,255
73739,154
73740,59
73741,-35
73742,-111
73743,-187
73744,-241
73745,-285
73746,-316
73747,-333
73748,-338
73749,-343
73750,-328
73751,-326
73752,-311
73753,-308
73754,-308
73755,-309
73756,-327
73757,-340
73758,-373
73759,-401
73760,-442
73761,-479
73762,-522
73763,-564
73764,-601
73765,-644
73766,-677
73767,-710
73768,-747
73769,-771
73770,-807
73771,-837
73772,-868
73773,-904
73774,-936
73775,-973
73776,-1006
73777,-1039
73778,-1065
73779,-1086
73780,-1098
73781,-1099
73782,-1086
73783,-1062
73784,-1019
73785,-969
73786,-894
73787,-819
73788,-722
73789,-629
73790,-518
73791,-416
73792,-304
73793,-203
73794,-101
73795,-5
73796,79
73797,162
73798,231
73799,297
73800,354
73801,406
73802,448
73803,490
73804,520
73805,551
73806,572
73807,589
73808,599
73809,602
73810,596
73811,590
73812,566
73813,548
73814,515
73815,487
73816,450
73817,421
73818,384
73819,359
73820,337
73821,314
73822,307
73823,293
73824,291
73825,287
73826,280
73827,273
73828,257
73829,234
73830,198
73831,152
73832,94
73833,22
73834,-56
73835,-146
73836,-238
73837,-329
73838,-418
73839,-502
73840,-565
73841,-629
73842,-657
73843,-686
73844,-684
73845,-672
73846,-643
73847,-605
73848,-557
73849,-507
73850,-459
73851,-407
73852,-374
73853,-336
73854,-317
73855,-304
73856,-294
73857,-298
73858,-294
73859,-300
73860,-294
73861,-285
73862,-265
73863,-230
73864,-190
73865,-131
73866,-65
73867,11
73868,96
73869,179
